gene_name,transcript_counts.S12M,transcript_counts.S23M,transcript_counts.S31M,transcript_counts.S48M,transcript_counts.S59M,transcript_counts.S9M,exposed_males_sum_transcript_counts,exposed_males_median_transcript_counts,exposed_males_mean_transcript_counts,exposed_males_max_transcript_counts,exposed_males_min_transcript_counts,exposed_males_std_dev_transcript_counts
LOC111137273,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137274,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137275,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137276,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137277,2,3,3,3,2,2,15,2.5,2.5,3,2,0.547722557505166
LOC111137278,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137279,6,3,3,6,6,3,27,4.5,4.5,6,3,1.6431676725155
LOC111137280,2,2,1,1,2,1,9,1.5,1.5,2,1,0.547722557505166
LOC111137281,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137282,2,1,1,1,1,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111137283,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137284,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137285,1,1,1,1,1,0,5,1,0.833333333333333,1,0,0.408248290463863
LOC111137286,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137287,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137288,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137289,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137290,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137291,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137292,1,1,2,2,1,2,9,1.5,1.5,2,1,0.547722557505166
LOC111137293,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137294,2,1,2,2,2,2,11,2,1.83333333333333,2,1,0.408248290463863
LOC111137295,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137296,2,2,3,4,3,3,17,3,2.83333333333333,4,2,0.752772652709081
LOC111137297,3,3,3,3,3,3,18,3,3,3,3,0
LOC111137298,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137299,2,1,1,1,1,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111137300,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137301,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137302,2,2,2,4,2,2,14,2,2.33333333333333,4,2,0.816496580927726
LOC111137303,4,4,4,4,1,2,19,4,3.16666666666667,4,1,1.32916013582513
LOC111137304,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137305,2,2,1,2,2,2,11,2,1.83333333333333,2,1,0.408248290463863
LOC111137306,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137307,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137308,2,2,2,2,4,2,14,2,2.33333333333333,4,2,0.816496580927726
LOC111137309,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137310,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137311,2,2,2,2,2,2,12,2,2,2,2,0
LOC111137312,1,2,1,1,1,2,8,1,1.33333333333333,2,1,0.516397779494322
LOC111137313,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137314,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137315,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137316,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137317,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137318,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137319,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137320,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137321,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137322,1,1,1,0,0,1,4,1,0.666666666666667,1,0,0.516397779494322
LOC111137323,3,1,1,3,1,2,11,1.5,1.83333333333333,3,1,0.983192080250175
LOC111137324,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137325,2,2,2,2,2,2,12,2,2,2,2,0
LOC111137326,1,1,1,1,2,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111137327,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137328,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137329,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137330,3,1,2,2,3,1,12,2,2,3,1,0.894427190999916
LOC111137331,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137332,1,1,1,1,2,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111137333,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137334,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137335,0,1,1,1,1,2,6,1,1,2,0,0.632455532033676
LOC111137336,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137337,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137338,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137339,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137340,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137341,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137342,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137343,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137344,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137345,1,2,1,1,1,2,8,1,1.33333333333333,2,1,0.516397779494322
LOC111137346,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137347,1,2,1,1,1,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111137348,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137349,1,1,1,1,2,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111137350,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137351,2,1,1,1,1,2,8,1,1.33333333333333,2,1,0.516397779494322
LOC111137352,1,2,1,2,1,2,9,1.5,1.5,2,1,0.547722557505166
LOC111137353,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137354,2,2,1,1,2,1,9,1.5,1.5,2,1,0.547722557505166
LOC111137355,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137356,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137357,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137358,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137359,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137360,2,2,2,2,2,1,11,2,1.83333333333333,2,1,0.408248290463863
LOC111137361,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137362,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137363,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137364,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137365,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137366,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137367,2,1,1,2,2,2,10,2,1.66666666666667,2,1,0.516397779494322
LOC111137368,2,2,2,2,2,2,12,2,2,2,2,0
LOC111137369,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137370,2,2,2,2,2,2,12,2,2,2,2,0
LOC111137371,0,1,1,1,1,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111137372,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137373,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137374,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137375,1,1,1,2,1,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111137376,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137377,1,1,1,1,1,0,5,1,0.833333333333333,1,0,0.408248290463863
LOC111137378,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137379,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137380,2,3,1,1,2,1,10,1.5,1.66666666666667,3,1,0.816496580927726
LOC111137381,1,0,1,1,1,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111137382,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137383,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137384,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137385,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137386,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137387,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137388,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137389,2,2,1,2,2,2,11,2,1.83333333333333,2,1,0.408248290463863
LOC111137390,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137391,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137392,1,1,1,2,2,1,8,1,1.33333333333333,2,1,0.516397779494322
LOC111137393,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137394,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137395,1,1,1,1,2,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111137396,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137397,1,2,1,1,2,1,8,1,1.33333333333333,2,1,0.516397779494322
LOC111137398,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137399,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137400,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137401,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137402,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137403,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137404,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137405,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137406,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137407,2,1,2,2,2,1,10,2,1.66666666666667,2,1,0.516397779494322
LOC111137408,1,1,1,2,1,2,8,1,1.33333333333333,2,1,0.516397779494322
LOC111137409,2,3,2,3,1,3,14,2.5,2.33333333333333,3,1,0.816496580927726
LOC111137410,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137411,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137412,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137413,3,0,4,4,1,3,15,3,2.5,4,0,1.6431676725155
LOC111137414,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137415,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137416,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137417,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137418,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137419,2,1,2,1,1,2,9,1.5,1.5,2,1,0.547722557505166
LOC111137420,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137421,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137422,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137423,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137424,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137425,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137426,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137427,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137428,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137429,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137430,2,2,2,2,2,2,12,2,2,2,2,0
LOC111137431,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137432,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137433,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137434,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137435,2,2,2,2,1,1,10,2,1.66666666666667,2,1,0.516397779494322
LOC111137436,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137437,3,2,2,3,4,3,17,3,2.83333333333333,4,2,0.752772652709081
LOC111137438,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137439,1,1,1,1,1,2,7,1,1.16666666666667,2,1,0.408248290463863
LOC111137440,2,2,2,2,3,3,14,2,2.33333333333333,3,2,0.516397779494322
LOC111137441,2,2,2,2,2,2,12,2,2,2,2,0
LOC111137442,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137443,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137444,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137445,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137446,1,1,1,0,1,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111137447,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137448,1,1,0,1,1,0,4,1,0.666666666666667,1,0,0.516397779494322
LOC111137449,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137450,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137451,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137452,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137453,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137454,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137455,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137456,3,3,1,3,3,1,14,3,2.33333333333333,3,1,1.03279555898864
LOC111137457,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137458,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137459,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137460,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137461,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137462,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137463,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137464,1,2,1,2,2,2,10,2,1.66666666666667,2,1,0.516397779494322
LOC111137465,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137466,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137467,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137468,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137469,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137470,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137471,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137472,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137473,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137474,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137475,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137476,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137477,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137478,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137479,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137480,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137481,1,1,1,1,2,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111137482,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137483,1,1,1,1,3,1,8,1,1.33333333333333,3,1,0.816496580927726
LOC111137484,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137485,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137486,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137487,3,3,3,2,2,3,16,3,2.66666666666667,3,2,0.516397779494322
LOC111137488,0,1,1,1,1,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111137489,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137490,2,1,1,2,3,1,10,1.5,1.66666666666667,3,1,0.816496580927726
LOC111137491,1,2,2,2,1,1,9,1.5,1.5,2,1,0.547722557505166
LOC111137492,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137493,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137494,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137495,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137496,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137497,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137498,1,2,2,1,1,1,8,1,1.33333333333333,2,1,0.516397779494322
LOC111137499,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137500,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137501,1,1,1,1,0,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111137502,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137503,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137504,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137505,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137506,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137507,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137508,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137509,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137510,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137511,4,3,3,3,2,3,18,3,3,4,2,0.632455532033676
LOC111137512,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137513,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137514,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137515,1,1,1,1,0,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111137516,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137517,1,1,0,1,0,1,4,1,0.666666666666667,1,0,0.516397779494322
LOC111137518,1,1,2,1,2,1,8,1,1.33333333333333,2,1,0.516397779494322
LOC111137519,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137520,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137521,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137522,5,5,5,4,3,5,27,5,4.5,5,3,0.836660026534076
LOC111137523,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137524,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137525,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137526,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137527,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137528,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137529,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137530,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137531,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137532,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137533,1,2,1,1,2,2,9,1.5,1.5,2,1,0.547722557505166
LOC111137534,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137535,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137536,5,5,4,5,5,4,28,5,4.66666666666667,5,4,0.516397779494322
LOC111137537,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137538,2,2,1,3,2,2,12,2,2,3,1,0.632455532033676
LOC111137539,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137540,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137541,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137542,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137543,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137544,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137545,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137546,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137547,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137548,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137549,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137550,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137551,2,1,1,1,1,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111137552,2,1,1,3,3,3,13,2.5,2.16666666666667,3,1,0.983192080250175
LOC111137553,5,5,5,5,5,5,30,5,5,5,5,0
LOC111137554,2,2,1,3,3,3,14,2.5,2.33333333333333,3,1,0.816496580927726
LOC111137555,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137556,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137557,1,2,1,1,1,2,8,1,1.33333333333333,2,1,0.516397779494322
LOC111137558,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137559,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137560,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137561,1,2,1,1,2,1,8,1,1.33333333333333,2,1,0.516397779494322
LOC111137562,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137563,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137564,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137565,1,0,1,1,1,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111137566,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137567,3,3,3,3,2,3,17,3,2.83333333333333,3,2,0.408248290463863
LOC111137568,0,0,1,1,0,1,3,0.5,0.5,1,0,0.547722557505166
LOC111137569,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137570,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137571,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137572,1,1,1,2,1,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111137573,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137574,1,1,1,2,1,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111137575,3,3,3,2,3,3,17,3,2.83333333333333,3,2,0.408248290463863
LOC111137576,3,3,2,4,3,4,19,3,3.16666666666667,4,2,0.752772652709081
LOC111137577,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137578,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137579,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137580,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137581,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137582,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137583,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137584,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137585,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137586,1,1,1,0,0,1,4,1,0.666666666666667,1,0,0.516397779494322
LOC111137587,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137588,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137589,2,2,1,1,4,2,12,2,2,4,1,1.09544511501033
LOC111137590,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137591,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137592,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137593,1,1,1,2,1,2,8,1,1.33333333333333,2,1,0.516397779494322
LOC111137594,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137595,2,2,2,2,2,2,12,2,2,2,2,0
LOC111137596,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137597,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137598,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137599,2,1,1,2,2,1,9,1.5,1.5,2,1,0.547722557505166
LOC111137600,1,2,1,1,1,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111137601,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137602,1,3,1,1,2,1,9,1,1.5,3,1,0.836660026534076
LOC111137603,1,2,1,1,1,2,8,1,1.33333333333333,2,1,0.516397779494322
LOC111137604,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137605,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137606,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137607,2,2,2,2,2,2,12,2,2,2,2,0
LOC111137608,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137609,1,1,1,1,0,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111137610,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137611,1,2,1,1,2,1,8,1,1.33333333333333,2,1,0.516397779494322
LOC111137612,1,4,1,1,1,1,9,1,1.5,4,1,1.22474487139159
LOC111137613,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137614,2,2,1,2,1,2,10,2,1.66666666666667,2,1,0.516397779494322
LOC111137615,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137616,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137617,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137618,1,1,1,1,2,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111137619,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137620,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137621,0,1,0,0,0,1,2,0,0.333333333333333,1,0,0.516397779494322
LOC111137622,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137623,2,1,1,1,2,2,9,1.5,1.5,2,1,0.547722557505166
LOC111137624,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137625,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137626,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137627,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137628,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137629,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137630,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137631,3,4,2,4,2,4,19,3.5,3.16666666666667,4,2,0.983192080250175
LOC111137632,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137633,1,1,1,1,2,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111137634,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137635,2,2,2,2,3,2,13,2,2.16666666666667,3,2,0.408248290463863
LOC111137636,1,2,1,1,1,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111137637,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137638,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137639,1,2,1,2,2,2,10,2,1.66666666666667,2,1,0.516397779494322
LOC111137640,2,4,3,2,3,4,18,3,3,4,2,0.894427190999916
LOC111137641,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137642,0,0,0,0,1,0,1,0,0.166666666666667,1,0,0.408248290463863
LOC111137643,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137644,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137645,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137646,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137647,4,4,5,5,5,5,28,5,4.66666666666667,5,4,0.516397779494322
LOC111137648,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137649,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137650,2,2,2,2,2,2,12,2,2,2,2,0
LOC111137651,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137652,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137653,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137654,1,1,1,2,2,1,8,1,1.33333333333333,2,1,0.516397779494322
LOC111137655,1,1,1,2,2,3,10,1.5,1.66666666666667,3,1,0.816496580927726
LOC111137656,1,1,3,1,4,1,11,1,1.83333333333333,4,1,1.32916013582513
LOC111137657,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137658,2,1,1,2,1,1,8,1,1.33333333333333,2,1,0.516397779494322
LOC111137659,3,3,4,4,2,3,19,3,3.16666666666667,4,2,0.752772652709081
LOC111137660,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137661,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137662,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137663,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137664,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137665,2,2,2,2,2,2,12,2,2,2,2,0
LOC111137666,1,1,1,1,2,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111137667,1,3,2,2,1,1,10,1.5,1.66666666666667,3,1,0.816496580927726
LOC111137668,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137669,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137670,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137671,1,1,1,1,2,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111137672,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137673,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137674,1,1,1,1,1,1,6,1,1,1,1,0
LOC111137675,7,8,6,9,6,8,44,7.5,7.33333333333333,9,6,1.211060141639
LOC111137676,3,2,1,3,3,2,14,2.5,2.33333333333333,3,1,0.816496580927726
LOC111137677,4,3,3,3,4,3,20,3,3.33333333333333,4,3,0.516397779494322
