"","GeneID","Exon1","Exon2","Exon3","Exon4","Exon5","Exon6","fold2","fold3","fold4","fold5","fold6"
"1","LOC111099029",11,62,205,33,5,5,5.63636363636364,18.6363636363636,3,0.454545454545455,0.454545454545455
"2","LOC111099033",18,24,21,21,9,7,1.33333333333333,1.16666666666667,1.16666666666667,0.5,0.388888888888889
"3","LOC111099034",20,31,48,170,NA,NA,1.55,2.4,8.5,NA,NA
"4","LOC111099035",25,42,33,20,76,164,1.68,1.32,0.8,3.04,6.56
"5","LOC111099036",12,17,35,25,149,73,1.41666666666667,2.91666666666667,2.08333333333333,12.4166666666667,6.08333333333333
"6","LOC111099040",24.4,19.24,17.28,11.56,5,6.24,0.788524590163934,0.708196721311475,0.473770491803279,0.204918032786885,0.255737704918033
"7","LOC111099041",11,14,24.5,53,21,18,1.27272727272727,2.22727272727273,4.81818181818182,1.90909090909091,1.63636363636364
"8","LOC111099043",9,9,4,1,6,10,1,0.444444444444444,0.111111111111111,0.666666666666667,1.11111111111111
"9","LOC111099044",11,9,13,NA,NA,NA,0.818181818181818,1.18181818181818,NA,NA,NA
"10","LOC111099045",346,408,779,856,485,738,1.17919075144509,2.2514450867052,2.47398843930636,1.40173410404624,2.13294797687861
"11","LOC111099047",27.7142857142857,77.2857142857143,183.571428571429,88.7142857142857,88,88.1428571428571,2.78865979381443,6.62371134020619,3.20103092783505,3.17525773195876,3.18041237113402
"12","LOC111099048",7,4,4,5,NA,NA,0.571428571428571,0.571428571428571,0.714285714285714,NA,NA
"13","LOC111099050",37,40,38,41,57,47,1.08108108108108,1.02702702702703,1.10810810810811,1.54054054054054,1.27027027027027
"14","LOC111099051",324,255,NA,NA,NA,NA,0.787037037037037,NA,NA,NA,NA
"15","LOC111099052",105,83,82,92,79,NA,0.79047619047619,0.780952380952381,0.876190476190476,0.752380952380952,NA
"16","LOC111099053",172,286,315,473,281,415,1.66279069767442,1.83139534883721,2.75,1.63372093023256,2.41279069767442
"17","LOC111099056",13.6666666666667,66,45,25,22,29,4.82926829268293,3.29268292682927,1.82926829268293,1.60975609756098,2.1219512195122
"18","LOC111099060",12,19,35,61,50,81,1.58333333333333,2.91666666666667,5.08333333333333,4.16666666666667,6.75
"19","LOC111099062",52,66,134,101,28,37,1.26923076923077,2.57692307692308,1.94230769230769,0.538461538461538,0.711538461538462
"20","LOC111099063",57,134,127,136,76,106,2.35087719298246,2.2280701754386,2.3859649122807,1.33333333333333,1.85964912280702
"21","LOC111099064",2,5,12,10,12,16,2.5,6,5,6,8
"22","LOC111099065",10,18,59,52,24,78,1.8,5.9,5.2,2.4,7.8
"23","LOC111099067",79,113,103,143,172,70,1.43037974683544,1.30379746835443,1.81012658227848,2.17721518987342,0.886075949367089
"24","LOC111099068",3,9,5,3,7.5,NA,3,1.66666666666667,1,2.5,NA
"25","LOC111099069",8,19,14,10,19,23,2.375,1.75,1.25,2.375,2.875
"26","LOC111099070",0,6,3,2,9,16,NA,NA,NA,NA,NA
"27","LOC111099071",74,202,137,221,NA,NA,2.72972972972973,1.85135135135135,2.98648648648649,NA,NA
"28","LOC111099073",49,82,139,65,56,22,1.6734693877551,2.83673469387755,1.3265306122449,1.14285714285714,0.448979591836735
"29","LOC111099076",7,6.5,3,3,5,NA,0.928571428571429,0.428571428571429,0.428571428571429,0.714285714285714,NA
"30","LOC111099079",24,76,128,32,29,37,3.16666666666667,5.33333333333333,1.33333333333333,1.20833333333333,1.54166666666667
"31","LOC111099080",3,7,3,3,3,5,2.33333333333333,1,1,1,1.66666666666667
"32","LOC111099081",125,255,297.5,456,NA,NA,2.04,2.38,3.648,NA,NA
"33","LOC111099082",235,85,44,NA,NA,NA,0.361702127659574,0.187234042553191,NA,NA,NA
"34","LOC111099083",135,39,102,NA,NA,NA,0.288888888888889,0.755555555555556,NA,NA,NA
"35","LOC111099088",7,33.5,23.5,9,NA,NA,4.78571428571429,3.35714285714286,1.28571428571429,NA,NA
"36","LOC111099091",3,5,6,9,7,11,1.66666666666667,2,3,2.33333333333333,3.66666666666667
"37","LOC111099092",978,1160,1698,1146,2019,1434,1.18609406952965,1.7361963190184,1.17177914110429,2.06441717791411,1.46625766871166
"38","LOC111099093",27,72,44,34,50,47,2.66666666666667,1.62962962962963,1.25925925925926,1.85185185185185,1.74074074074074
"39","LOC111099095",40,51,67,39,136,118,1.275,1.675,0.975,3.4,2.95
"40","LOC111099097",13.3333333333333,68,46,25,12,13,5.1,3.45,1.875,0.9,0.975
"41","LOC111099098",12,4,NA,NA,NA,NA,0.333333333333333,NA,NA,NA,NA
"42","LOC111099101",155,79,82,68,42,42,0.509677419354839,0.529032258064516,0.438709677419355,0.270967741935484,0.270967741935484
"43","LOC111099102",1016,898,589,1137,1551,314,0.883858267716535,0.579724409448819,1.11909448818898,1.52657480314961,0.309055118110236
"44","LOC111099104",122,772,118,108,57,126,6.32786885245902,0.967213114754098,0.885245901639344,0.467213114754098,1.0327868852459
"45","LOC111099105",46,67,72,45,78,170,1.45652173913043,1.56521739130435,0.978260869565217,1.69565217391304,3.69565217391304
"46","LOC111099106",6,18.5,42.5,56,NA,NA,3.08333333333333,7.08333333333333,9.33333333333333,NA,NA
"47","LOC111099108",61,115,NA,NA,NA,NA,1.88524590163934,NA,NA,NA,NA
"48","LOC111099109",28,57,55,80,NA,NA,2.03571428571429,1.96428571428571,2.85714285714286,NA,NA
"49","LOC111099110",136,137,152,NA,NA,NA,1.00735294117647,1.11764705882353,NA,NA,NA
"50","LOC111099111",10,3,16,NA,NA,NA,0.3,1.6,NA,NA,NA
"51","LOC111099112",46,1241,159,208,204,198,26.9782608695652,3.45652173913043,4.52173913043478,4.43478260869565,4.30434782608696
"52","LOC111099114",5,379,NA,NA,NA,NA,75.8,NA,NA,NA,NA
"53","LOC111099115",101,173,105,58,71,77,1.71287128712871,1.03960396039604,0.574257425742574,0.702970297029703,0.762376237623762
"54","LOC111099118",5,5,7,7,3,NA,1,1.4,1.4,0.6,NA
"55","LOC111099119",7,3,9,NA,NA,NA,0.428571428571429,1.28571428571429,NA,NA,NA
"56","LOC111099120",264,86,87,NA,NA,NA,0.325757575757576,0.329545454545455,NA,NA,NA
"57","LOC111099122",614,511,398,308,426,274,0.832247557003257,0.648208469055375,0.501628664495114,0.693811074918567,0.446254071661238
"58","LOC111099123",35,290,79,134,276,232,8.28571428571429,2.25714285714286,3.82857142857143,7.88571428571429,6.62857142857143
"59","LOC111099125",12.8,13,11,9,12,20,1.015625,0.859375,0.703125,0.9375,1.5625
"60","LOC111099127",5.33333333333333,10.3333333333333,16,NA,NA,NA,1.9375,3,NA,NA,NA
"61","LOC111099131",32,32,32,32,32,30,1,1,1,1,0.9375
"62","LOC111099132",49,40,32,NA,NA,NA,0.816326530612245,0.653061224489796,NA,NA,NA
"63","LOC111099135",65,34.5,34.75,38,29.6666666666667,NA,0.530769230769231,0.534615384615385,0.584615384615385,0.456410256410256,NA
"64","LOC111099136",73,136,63,106,NA,NA,1.86301369863014,0.863013698630137,1.45205479452055,NA,NA
"65","LOC111099138",39,48,64,203,NA,NA,1.23076923076923,1.64102564102564,5.20512820512821,NA,NA
"66","LOC111099140",18,17,12,14,10,9,0.944444444444444,0.666666666666667,0.777777777777778,0.555555555555556,0.5
"67","LOC111099143",4217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","LOC111099145",0,14,6.66666666666667,14,6,10,NA,NA,NA,NA,NA
"69","LOC111099147",8,61.5,90,102,67,101,7.6875,11.25,12.75,8.375,12.625
"70","LOC111099151",23,4,3,3,9,5,0.173913043478261,0.130434782608696,0.130434782608696,0.391304347826087,0.217391304347826
"71","LOC111099152",11.5,16,12.5,18,29.5,21,1.39130434782609,1.08695652173913,1.56521739130435,2.56521739130435,1.82608695652174
"72","LOC111099153",14,44,13,8,8,4,3.14285714285714,0.928571428571429,0.571428571428571,0.571428571428571,0.285714285714286
"73","LOC111099155",4,9,4,6,4,2,2.25,1,1.5,1,0.5
"74","LOC111099156",25,36,50,71,29,41,1.44,2,2.84,1.16,1.64
"75","LOC111099157",45.8333333333333,39.9444444444444,53.5,42.9444444444444,33.7222222222222,42,0.871515151515151,1.16727272727273,0.936969696969697,0.735757575757576,0.916363636363636
"76","LOC111099158",4,1,9,NA,NA,NA,0.25,2.25,NA,NA,NA
"77","LOC111099161",89,89,89,89,89,89,1,1,1,1,1
"78","LOC111099162",251,376,330,415,236,NA,1.49800796812749,1.31474103585657,1.65338645418327,0.940239043824701,NA
"79","LOC111099168",178,203,246,200,331,309,1.14044943820225,1.38202247191011,1.12359550561798,1.85955056179775,1.73595505617978
"80","LOC111099169",39,71,105,120,75,82,1.82051282051282,2.69230769230769,3.07692307692308,1.92307692307692,2.1025641025641
"81","LOC111099171",5.8,32,NA,NA,NA,NA,5.51724137931035,NA,NA,NA,NA
"82","LOC111099172",14,17,19,14,20,15,1.21428571428571,1.35714285714286,1,1.42857142857143,1.07142857142857
"83","LOC111099174",11,31,59,74,34,36,2.81818181818182,5.36363636363636,6.72727272727273,3.09090909090909,3.27272727272727
"84","LOC111099175",107,39,49,60,51,59,0.364485981308411,0.457943925233645,0.560747663551402,0.476635514018692,0.551401869158878
"85","LOC111099176",3,1,3,9,3,1,0.333333333333333,1,3,1,0.333333333333333
"86","LOC111099180",28,20,18,21,30,28,0.714285714285714,0.642857142857143,0.75,1.07142857142857,1
"87","LOC111099182",212,216,148,287,196,298,1.0188679245283,0.69811320754717,1.35377358490566,0.924528301886792,1.40566037735849
"88","LOC111099183",75,99,107,136,541,NA,1.32,1.42666666666667,1.81333333333333,7.21333333333333,NA
"89","LOC111099184",45,56,80,NA,NA,NA,1.24444444444444,1.77777777777778,NA,NA,NA
"90","LOC111099186",3,2,2,4,10,4,0.666666666666667,0.666666666666667,1.33333333333333,3.33333333333333,1.33333333333333
"91","LOC111099187",5,5,5,NA,NA,NA,1,1,NA,NA,NA
"92","LOC111099189",9,25,12,NA,NA,NA,2.77777777777778,1.33333333333333,NA,NA,NA
"93","LOC111099192",19,27,150,26,11,4,1.42105263157895,7.89473684210526,1.36842105263158,0.578947368421053,0.210526315789474
"94","LOC111099193",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","LOC111099194",25,22.2,23.1,29.35,73.25,35.75,0.888,0.924,1.174,2.93,1.43
"96","LOC111099196",70.1666666666667,81.6666666666667,142.166666666667,187,143.333333333333,131.333333333333,1.16389548693587,2.02612826603325,2.66508313539192,2.04275534441805,1.87173396674584
"97","LOC111099197",2,15,27,8,5,4,7.5,13.5,4,2.5,2
"98","LOC111099200",51,49,29,49,43,31,0.96078431372549,0.568627450980392,0.96078431372549,0.843137254901961,0.607843137254902
"99","LOC111099201",34,155,NA,NA,NA,NA,4.55882352941176,NA,NA,NA,NA
"100","LOC111099202",44,30,13,20,19,170,0.681818181818182,0.295454545454545,0.454545454545455,0.431818181818182,3.86363636363636
"101","LOC111099203",160,117,68,95,104,59,0.73125,0.425,0.59375,0.65,0.36875
"102","LOC111099206",11,12,12.75,33.25,38.75,36.25,1.09090909090909,1.15909090909091,3.02272727272727,3.52272727272727,3.29545454545455
"103","LOC111099209",32,66,49,233,NA,NA,2.0625,1.53125,7.28125,NA,NA
"104","LOC111099210",3,13,9,4,7,12,4.33333333333333,3,1.33333333333333,2.33333333333333,4
"105","LOC111099211",72,137,71,277,155,109,1.90277777777778,0.986111111111111,3.84722222222222,2.15277777777778,1.51388888888889
"106","LOC111099212",14,43,36,26,28,62,3.07142857142857,2.57142857142857,1.85714285714286,2,4.42857142857143
"107","LOC111099214",27,44,30,37,22,61,1.62962962962963,1.11111111111111,1.37037037037037,0.814814814814815,2.25925925925926
"108","LOC111099215",69,52,136,125,76,NA,0.753623188405797,1.97101449275362,1.81159420289855,1.10144927536232,NA
"109","LOC111099216",60,49,25,34,35,36,0.816666666666667,0.416666666666667,0.566666666666667,0.583333333333333,0.6
"110","LOC111099217",5,5,6,9,6,4,1,1.2,1.8,1.2,0.8
"111","LOC111099218",121,139,68,118,270,481,1.14876033057851,0.56198347107438,0.975206611570248,2.23140495867769,3.97520661157025
"112","LOC111099219",58,68,78,87,105,111,1.17241379310345,1.3448275862069,1.5,1.81034482758621,1.91379310344828
"113","LOC111099220",80,56,69,73,43,47,0.7,0.8625,0.9125,0.5375,0.5875
"114","LOC111099221",48,62,64,65,44,47,1.29166666666667,1.33333333333333,1.35416666666667,0.916666666666667,0.979166666666667
"115","LOC111099222",24,32,43.6666666666667,35.3333333333333,26.6666666666667,25.3333333333333,1.33333333333333,1.81944444444444,1.47222222222222,1.11111111111111,1.05555555555556
"116","LOC111099225",84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","LOC111099226",36,67,63,26,16,8,1.86111111111111,1.75,0.722222222222222,0.444444444444444,0.222222222222222
"118","LOC111099227",19.3333333333333,62.3333333333333,73,133.333333333333,150.666666666667,120,3.22413793103448,3.77586206896552,6.89655172413793,7.79310344827586,6.20689655172414
"119","LOC111099300",37.5,88,144,50,26,24,2.34666666666667,3.84,1.33333333333333,0.693333333333333,0.64
"120","LOC111099316",1,3,4,4,6,21,3,4,4,6,21
"121","LOC111099327",194,164,360,239,467,NA,0.845360824742268,1.85567010309278,1.2319587628866,2.40721649484536,NA
"122","LOC111099343",34,43,31,54,63,88,1.26470588235294,0.911764705882353,1.58823529411765,1.85294117647059,2.58823529411765
"123","LOC111099359",79,146,238,95,107,62,1.84810126582278,3.0126582278481,1.20253164556962,1.35443037974684,0.784810126582278
"124","LOC111099375",28,134.666666666667,290,NA,NA,NA,4.80952380952381,10.3571428571429,NA,NA,NA
"125","LOC111099408",3,3,7,NA,NA,NA,1,2.33333333333333,NA,NA,NA
"126","LOC111099410",2,5,7,3,2,5,2.5,3.5,1.5,1,2.5
"127","LOC111099416",48,41,57,NA,NA,NA,0.854166666666667,1.1875,NA,NA,NA
"128","LOC111099417",1574,698,456,527,911,NA,0.443456162642948,0.289707750952986,0.334815756035578,0.578780177890724,NA
"129","LOC111099418",64,85,NA,NA,NA,NA,1.328125,NA,NA,NA,NA
"130","LOC111099420",4,16,15,6,4,8,4,3.75,1.5,1,2
"131","LOC111099424",48,42,28,29,14,24,0.875,0.583333333333333,0.604166666666667,0.291666666666667,0.5
"132","LOC111099426",58.6666666666667,214,188,124,107,107,3.64772727272727,3.20454545454545,2.11363636363636,1.82386363636364,1.82386363636364
"133","LOC111099427",42,114.5,163.5,151.5,144.5,80.5,2.72619047619048,3.89285714285714,3.60714285714286,3.44047619047619,1.91666666666667
"134","LOC111099428",44,36,104,NA,NA,NA,0.818181818181818,2.36363636363636,NA,NA,NA
"135","LOC111099429",18,24,45,NA,NA,NA,1.33333333333333,2.5,NA,NA,NA
"136","LOC111099437",43,907,NA,NA,NA,NA,21.093023255814,NA,NA,NA,NA
"137","LOC111099440",79,126,184,NA,NA,NA,1.59493670886076,2.32911392405063,NA,NA,NA
"138","LOC111099442",268,73,86,206,157,76,0.272388059701493,0.32089552238806,0.76865671641791,0.585820895522388,0.283582089552239
"139","LOC111099443",237,257,251.5,287,203.5,207,1.08438818565401,1.06118143459916,1.21097046413502,0.858649789029536,0.873417721518987
"140","LOC111099446",57,84,53,37,59,67,1.47368421052632,0.929824561403509,0.649122807017544,1.03508771929825,1.17543859649123
"141","LOC111099450",16.3333333333333,61,NA,NA,NA,NA,3.73469387755102,NA,NA,NA,NA
"142","LOC111099454",24,32,52,89,29,20,1.33333333333333,2.16666666666667,3.70833333333333,1.20833333333333,0.833333333333333
"143","LOC111099457",82.0909090909091,20.5454545454545,18.1818181818182,16.7272727272727,14,15.4545454545455,0.250276854928018,0.221483942414175,0.203765227021041,0.170542635658915,0.188261351052049
"144","LOC111099458",812.5,3299,4315,6467,14604,2530.75,4.06030769230769,5.31076923076923,7.95938461538462,17.9741538461538,3.11476923076923
"145","LOC111099459",82.5,1195,NA,NA,NA,NA,14.4848484848485,NA,NA,NA,NA
"146","LOC111099460",161,555,955,9892,NA,NA,3.4472049689441,5.93167701863354,61.4409937888199,NA,NA
"147","LOC111099461",39,39,51,38,34,46,1,1.30769230769231,0.974358974358974,0.871794871794872,1.17948717948718
"148","LOC111099467",7.5,8,22.5,NA,NA,NA,1.06666666666667,3,NA,NA,NA
"149","LOC111099469",151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","LOC111099470",40,903,NA,NA,NA,NA,22.575,NA,NA,NA,NA
"151","LOC111099471",39,56,32,84,154,105,1.43589743589744,0.82051282051282,2.15384615384615,3.94871794871795,2.69230769230769
"152","LOC111099474",0,1,23,15,11,6,NA,NA,NA,NA,NA
"153","LOC111099476",2,6,1,0,2,NA,3,0.5,0,1,NA
"154","LOC111099477",17,26,23,33,33,23,1.52941176470588,1.35294117647059,1.94117647058824,1.94117647058824,1.35294117647059
"155","LOC111099478",24,20,20,24,31,40,0.833333333333333,0.833333333333333,1,1.29166666666667,1.66666666666667
"156","LOC111099479",22.5,55,71,41,NA,NA,2.44444444444444,3.15555555555556,1.82222222222222,NA,NA
"157","LOC111099481",17.75,26,124,NA,NA,NA,1.46478873239437,6.98591549295775,NA,NA,NA
"158","LOC111099483",404.75,519.5,433.25,430.5,415.25,452.5,1.28350833848054,1.07041383570105,1.06361951822112,1.02594193946881,1.11797405806053
"159","LOC111099484",96,120,92,174,147,7,1.25,0.958333333333333,1.8125,1.53125,0.0729166666666667
"160","LOC111099487",33,1,13,NA,NA,NA,0.0303030303030303,0.393939393939394,NA,NA,NA
"161","LOC111099489",14,15,5,10,10,20,1.07142857142857,0.357142857142857,0.714285714285714,0.714285714285714,1.42857142857143
"162","LOC111099490",24.5,186,311,256,297,230,7.59183673469388,12.6938775510204,10.4489795918367,12.1224489795918,9.38775510204082
"163","LOC111099492",49,15,17,NA,NA,NA,0.306122448979592,0.346938775510204,NA,NA,NA
"164","LOC111099495",86,86,87,87,87,87,1,1.01162790697674,1.01162790697674,1.01162790697674,1.01162790697674
"165","LOC111099496",48,143,170,129,100,72,2.97916666666667,3.54166666666667,2.6875,2.08333333333333,1.5
"166","LOC111099500",3,5,5,5,5,5,1.66666666666667,1.66666666666667,1.66666666666667,1.66666666666667,1.66666666666667
"167","LOC111099502",103,138,66,49,21,48,1.33980582524272,0.640776699029126,0.475728155339806,0.203883495145631,0.466019417475728
"168","LOC111099506",9,10,13,17,NA,NA,1.11111111111111,1.44444444444444,1.88888888888889,NA,NA
"169","LOC111099509",11,39,25,62,NA,NA,3.54545454545455,2.27272727272727,5.63636363636364,NA,NA
"170","LOC111099511",37,395,NA,NA,NA,NA,10.6756756756757,NA,NA,NA,NA
"171","LOC111099517",116,162,120,85,166,126,1.39655172413793,1.03448275862069,0.732758620689655,1.43103448275862,1.08620689655172
"172","LOC111099519",67,94,105.5,106,107.5,75,1.40298507462687,1.57462686567164,1.58208955223881,1.6044776119403,1.11940298507463
"173","LOC111099521",4,4,5,8,5,4,1,1.25,2,1.25,1
"174","LOC111099522",239,57,66,326,NA,NA,0.238493723849372,0.276150627615063,1.36401673640167,NA,NA
"175","LOC111099523",944,364,431,604,NA,NA,0.385593220338983,0.456567796610169,0.639830508474576,NA,NA
"176","LOC111099524",304,376,401,232,240,225,1.23684210526316,1.31907894736842,0.763157894736842,0.789473684210526,0.740131578947368
"177","LOC111099529",5,5,6,5,5,18,1,1.2,1,1,3.6
"178","LOC111099531",105,115,116,59,61,66,1.0952380952381,1.1047619047619,0.561904761904762,0.580952380952381,0.628571428571429
"179","LOC111099533",276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","LOC111099534",9,11,NA,NA,NA,NA,1.22222222222222,NA,NA,NA,NA
"181","LOC111099539",19,4,46,NA,NA,NA,0.210526315789474,2.42105263157895,NA,NA,NA
"182","LOC111099540",2,38,NA,NA,NA,NA,19,NA,NA,NA,NA
"183","LOC111099544",1,49,118,343,362,268,49,118,343,362,268
"184","LOC111099545",12,36,5,8,3,7,3,0.416666666666667,0.666666666666667,0.25,0.583333333333333
"185","LOC111099547",15,60,8,NA,NA,NA,4,0.533333333333333,NA,NA,NA
"186","LOC111099548",478,839,421,764,868,1060,1.75523012552301,0.880753138075314,1.59832635983264,1.81589958158996,2.21757322175732
"187","LOC111099552",61,35,29,2,28,62,0.573770491803279,0.475409836065574,0.0327868852459016,0.459016393442623,1.01639344262295
"188","LOC111099555",22,3,3,11,NA,NA,0.136363636363636,0.136363636363636,0.5,NA,NA
"189","LOC111099557",853,1660,1852.5,1277.5,765.5,741,1.94607268464244,2.17174677608441,1.49765533411489,0.897420867526378,0.868698710433763
"190","LOC111099560",15,29,16,NA,NA,NA,1.93333333333333,1.06666666666667,NA,NA,NA
"191","LOC111099561",26,6,21,NA,NA,NA,0.230769230769231,0.807692307692308,NA,NA,NA
"192","LOC111099567",100.5,116.5,103,140,128,104.5,1.1592039800995,1.02487562189055,1.39303482587065,1.27363184079602,1.03980099502488
"193","LOC111099570",12,10,8,21,NA,NA,0.833333333333333,0.666666666666667,1.75,NA,NA
"194","LOC111099571",841,1633,4059,3849,1370,1240,1.94173602853746,4.82639714625446,4.57669441141498,1.62901307966706,1.47443519619501
"195","LOC111099572",36,18,12,10,7,28.5,0.5,0.333333333333333,0.277777777777778,0.194444444444444,0.791666666666667
"196","LOC111099573",63,137,224,518,413,428,2.17460317460317,3.55555555555556,8.22222222222222,6.55555555555556,6.79365079365079
"197","LOC111099576",14,13,30,NA,NA,NA,0.928571428571429,2.14285714285714,NA,NA,NA
"198","LOC111099580",335.666666666667,84.6666666666667,560.666666666667,296.666666666667,98,88,0.252234359483615,1.67030784508441,0.883813306852036,0.291956305858987,0.262164846077458
"199","LOC111099582",19,47,59,46,103,83,2.47368421052632,3.10526315789474,2.42105263157895,5.42105263157895,4.36842105263158
"200","LOC111099584",108,130,123,133,269,292,1.2037037037037,1.13888888888889,1.23148148148148,2.49074074074074,2.7037037037037
"201","LOC111099585",252,159,53,70,103,167,0.630952380952381,0.21031746031746,0.277777777777778,0.408730158730159,0.662698412698413
"202","LOC111099589",224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","LOC111099593",77,45,52,40,5,0,0.584415584415584,0.675324675324675,0.519480519480519,0.0649350649350649,0
"204","LOC111099594",163,310,311,303,326,173,1.90184049079755,1.9079754601227,1.85889570552147,2,1.06134969325153
"205","LOC111099597",89,1832,NA,NA,NA,NA,20.5842696629213,NA,NA,NA,NA
"206","LOC111099598",308,212,60,59,101,198,0.688311688311688,0.194805194805195,0.191558441558442,0.327922077922078,0.642857142857143
"207","LOC111099600",0.333333333333333,0,2,6,4.66666666666667,6,0,6,18,14,18
"208","LOC111099601",7,33.5,8,NA,NA,NA,4.78571428571429,1.14285714285714,NA,NA,NA
"209","LOC111099603",63.2307692307692,107.230769230769,53.9230769230769,45.6923076923077,49.6923076923077,82.3076923076923,1.69586374695864,0.85279805352798,0.722627737226277,0.785888077858881,1.30170316301703
"210","LOC111099604",27,33,203,36,73,85,1.22222222222222,7.51851851851852,1.33333333333333,2.7037037037037,3.14814814814815
"211","LOC111099605",11,7,11,7,3,4,0.636363636363636,1,0.636363636363636,0.272727272727273,0.363636363636364
"212","LOC111099610",1474,577.5,426.333333333333,553.166666666667,648.833333333333,743.166666666667,0.391791044776119,0.289235639981909,0.375282677521483,0.440185436454093,0.504183627317956
"213","LOC111099611",118,266,221,NA,NA,NA,2.25423728813559,1.8728813559322,NA,NA,NA
"214","LOC111099612",31,24,21.3333333333333,26.6666666666667,20,14,0.774193548387097,0.688172043010753,0.860215053763441,0.645161290322581,0.451612903225806
"215","LOC111099613",27,12,4,9,6,4,0.444444444444444,0.148148148148148,0.333333333333333,0.222222222222222,0.148148148148148
"216","LOC111099614",10.5,12,11,20.5,22,26,1.14285714285714,1.04761904761905,1.95238095238095,2.0952380952381,2.47619047619048
"217","LOC111099615",15.4285714285714,16.7142857142857,1,7,20.5,63.6666666666667,1.08333333333333,0.0648148148148148,0.453703703703704,1.3287037037037,4.12654320987654
"218","LOC111099617",18,22,18,38,43,53,1.22222222222222,1,2.11111111111111,2.38888888888889,2.94444444444444
"219","LOC111099622",0,3,3,0,0,5,NA,NA,NA,NA,NA
"220","LOC111099623",25,51,42,28,58,63,2.04,1.68,1.12,2.32,2.52
"221","LOC111099624",21,264,521,717,NA,NA,12.5714285714286,24.8095238095238,34.1428571428571,NA,NA
"222","LOC111099625",276,190,144,237,94,41,0.688405797101449,0.521739130434783,0.858695652173913,0.340579710144928,0.148550724637681
"223","LOC111099626",11,65,58,19,29,29,5.90909090909091,5.27272727272727,1.72727272727273,2.63636363636364,2.63636363636364
"224","LOC111099628",83,1583,NA,NA,NA,NA,19.0722891566265,NA,NA,NA,NA
"225","LOC111099631",259,131,535,NA,NA,NA,0.505791505791506,2.06563706563707,NA,NA,NA
"226","LOC111099633",48,42,19,19,10,5,0.875,0.395833333333333,0.395833333333333,0.208333333333333,0.104166666666667
"227","LOC111099637",344,129,NA,NA,NA,NA,0.375,NA,NA,NA,NA
"228","LOC111099638",5,7,6,NA,NA,NA,1.4,1.2,NA,NA,NA
"229","LOC111099639",400,1846,1,NA,NA,NA,4.615,0.0025,NA,NA,NA
"230","LOC111099642",2,6,3.5,19,NA,NA,3,1.75,9.5,NA,NA
"231","LOC111099643",9,17,11,7,47,NA,1.88888888888889,1.22222222222222,0.777777777777778,5.22222222222222,NA
"232","LOC111099645",9,6,128,NA,NA,NA,0.666666666666667,14.2222222222222,NA,NA,NA
"233","LOC111099648",20,47,46,22,37,11,2.35,2.3,1.1,1.85,0.55
"234","LOC111099652",28,5,2,2,2,NA,0.178571428571429,0.0714285714285714,0.0714285714285714,0.0714285714285714,NA
"235","LOC111099654",32,40,NA,NA,NA,NA,1.25,NA,NA,NA,NA
"236","LOC111099655",21.6666666666667,14.6666666666667,17,39,18,0,0.676923076923077,0.784615384615385,1.8,0.830769230769231,0
"237","LOC111099656",53,50,NA,NA,NA,NA,0.943396226415094,NA,NA,NA,NA
"238","LOC111099657",32,30,39,34,49,46,0.9375,1.21875,1.0625,1.53125,1.4375
"239","LOC111099658",50,39,69,NA,NA,NA,0.78,1.38,NA,NA,NA
"240","LOC111099659",40.6666666666667,170,68,67,453,NA,4.18032786885246,1.67213114754098,1.64754098360656,11.1393442622951,NA
"241","LOC111099660",103,160,334,302,258,249,1.55339805825243,3.24271844660194,2.93203883495146,2.50485436893204,2.41747572815534
"242","LOC111099664",47,136,207,138,50,104,2.8936170212766,4.40425531914894,2.93617021276596,1.06382978723404,2.21276595744681
"243","LOC111099666",27,21,21,35,42,60,0.777777777777778,0.777777777777778,1.2962962962963,1.55555555555556,2.22222222222222
"244","LOC111099669",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","LOC111099670",16,21,40,27,14,18,1.3125,2.5,1.6875,0.875,1.125
"246","LOC111099675",20,19,13.5,19,24,NA,0.95,0.675,0.95,1.2,NA
"247","LOC111099676",2,6,1,19,NA,NA,3,0.5,9.5,NA,NA
"248","LOC111099677",6,509,NA,NA,NA,NA,84.8333333333333,NA,NA,NA,NA
"249","LOC111099679",9,0,1,38,NA,NA,0,0.111111111111111,4.22222222222222,NA,NA
"250","LOC111099680",8,5,4,35,NA,NA,0.625,0.5,4.375,NA,NA
"251","LOC111099681",5,9,21,18,19,41,1.8,4.2,3.6,3.8,8.2
"252","LOC111099684",12,237,296,253,308,229,19.75,24.6666666666667,21.0833333333333,25.6666666666667,19.0833333333333
"253","LOC111099687",4,7,12,12,4,1,1.75,3,3,1,0.25
"254","LOC111099688",40,123,141.5,66,NA,NA,3.075,3.5375,1.65,NA,NA
"255","LOC111099690",23,103,106,93,44,27,4.47826086956522,4.60869565217391,4.04347826086957,1.91304347826087,1.17391304347826
