"","GeneID","Exon1","Exon2","Exon3","Exon4","Exon5","Exon6","fold2","fold3","fold4","fold5","fold6"
"44","LOC111099104",137,1220,234,202,117,196,2.18662521189918,0.535340189529577,0.38828677157308,-0.157806991030369,0.358133733402392
"45","LOC111099105",45,62,66,47,72,108,0.320471895274772,0.382992252256106,0.0434851119397389,0.470003629245736,0.8754687373539
"46","LOC111099106",15.5,37.75,104.5,145,NA,NA,0.890145451769833,1.90834704747966,2.23589371849537,NA,NA
"47","LOC111099108",64,133,NA,NA,NA,NA,0.731466044862082,NA,NA,NA,NA
"48","LOC111099109",69,103,125,161,NA,NA,0.400622483632376,0.594207232705042,0.847297860387204,NA,NA
"49","LOC111099110",127,113,85,NA,NA,NA,-0.116799267746251,-0.401535829968275,NA,NA,NA
"50","LOC111099111",30,2,8,NA,NA,NA,-2.70805020110221,-1.32175583998232,NA,NA,NA
"51","LOC111099112",10,606,58,105,92,74,4.10429489307527,1.75785791755237,2.35137525716348,2.21920348405499,2.00148000021012
"52","LOC111099114",4,912,NA,NA,NA,NA,5.42934562895444,NA,NA,NA,NA
"53","LOC111099115",73,147,74,32,41,55,0.699973145630345,0.0136056520557787,-0.824723538348665,-0.576887374444083,-0.28312625591592
"54","LOC111099118",3,19,13,8,19,NA,1.84582669049833,1.46633706879343,0.980829253011726,1.84582669049833,NA
"55","LOC111099119",47,18,45,NA,NA,NA,-0.959775843813894,-0.0434851119397388,NA,NA,NA
"56","LOC111099120",210,130,85,NA,NA,NA,-0.479573080261886,-0.904456274227152,NA,NA,NA
"57","LOC111099122",236,177,129,109.333333333333,144,93,-0.287682072451781,-0.604019400663938,-0.769430485309576,-0.494018505449609,-0.931232311872354
"58","LOC111099123",19,126,40,98,221,221,1.89184292778504,0.744440474947496,1.64052849950413,2.45372372235131,2.45372372235131
"59","LOC111099125",33.2,30,17,23,46,89,-0.101352494260288,-0.669336531866227,-0.367055659993293,0.326091520566652,0.986086493809697
"60","LOC111099127",10,33,61.5,NA,NA,NA,1.19392246847243,1.81645208181843,NA,NA,NA
"61","LOC111099131",2,2,2,2,2,2,0,0,0,0,0
"62","LOC111099132",15,8,9,NA,NA,NA,-0.628608659422374,-0.510825623765991,NA,NA,NA
"63","LOC111099135",95,22.25,43.75,56,45,NA,-1.45153488298829,-0.775385278796917,-0.528525200865392,-0.747214401830221,NA
"64","LOC111099136",89,149,73,81,NA,NA,0.515309936213319,-0.198176928583749,-0.0941872150597011,NA,NA
"65","LOC111099138",29,37,35,98,NA,NA,0.243622082657751,0.18805223150294,1.2176716486841,NA,NA
"66","LOC111099140",53,95,76,151,81,58,0.583584978048419,0.360441426734209,1.0469879232628,0.424157241120317,0.0901510969942975
"67","LOC111099143",6311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","LOC111099145",5,79,34,14,21,17,2.76000994003292,1.91692261218206,1.02961941718116,1.43508452528932,1.22377543162212
"69","LOC111099147",15,60,89,82,59,67,1.38629436111989,1.78058616862993,1.69866904616204,1.36948724280351,1.49664241828876
"70","LOC111099151",27,8,7,5,3,7,-1.21639532432449,-1.34992671694902,-1.68639895357023,-2.19722457733622,-1.34992671694902
"71","LOC111099152",14.5,24,15.5,19.5,31,26.5,0.503905180921417,0.0666913744986721,0.296265816143172,0.759838555058617,0.602996083565648
"72","LOC111099153",4,38,31,27,30,22,2.2512917986065,2.04769284336526,1.90954250488444,2.01490302054226,1.70474809223843
"73","LOC111099155",9,10,13,12,8,12,0.105360515657826,0.367724780125317,0.287682072451781,-0.117783035656384,0.287682072451781
"74","LOC111099156",16,69,75,50,37,67,1.46151778235748,1.54489939129653,1.13943428318836,0.838329190404443,1.43210389715118
"75","LOC111099157",30.9444444444444,29.8888888888889,36.5,32.5555555555556,33.0555555555556,54.4444444444444,-0.0347066797654995,0.165118778557326,0.0507545496497288,0.0659961656183458,0.564987331737334
"76","LOC111099158",6,4,24,NA,NA,NA,-0.405465108108164,1.38629436111989,NA,NA,NA
"77","LOC111099161",55,56,60,56,56,55,0.0180185055026782,0.0870113769896297,0.0180185055026782,0.0180185055026782,0
"78","LOC111099162",190,280,210,210,105,NA,0.387765531008763,0.100083458556983,0.100083458556983,-0.593063722002963,NA
"79","LOC111099168",192,201,278,237,316,345,0.0458095360312942,0.370125741662856,0.21056476910735,0.498246841559131,0.586049045003578
"80","LOC111099169",15,26,31,38,33,36,0.550046336919272,0.725937003382936,0.929535958624176,0.78845736036427,0.8754687373539
"81","LOC111099171",13.6,44,NA,NA,NA,NA,1.17411984117625,NA,NA,NA,NA
"82","LOC111099172",47,140,151,232,260,133,1.09149482089925,1.16713223510487,1.59658976995625,1.71053402930547,1.0402015265117
"83","LOC111099174",38,74,88,109,73,66,0.666478933477784,0.839750654751821,1.05376172250276,0.652873281422005,0.55206858230004
"84","LOC111099175",148,45,56,60,57,67,-1.1905497839938,-0.971860583028966,-0.902867711542014,-0.954161005929565,-0.792519654373149
"85","LOC111099176",8,11,30,42,8,17,0.318453731118535,1.32175583998232,1.65822807660353,0,0.75377180237638
"86","LOC111099180",65,149,153,48,29,49,0.829559036049822,0.856050651496798,-0.303186258987746,-0.807091439909163,-0.282566971785011
"87","LOC111099182",278,269,176,268,236,340,-0.032909734088798,-0.457137118652485,-0.0366341331797804,-0.163789308665027,0.20132450391957
"88","LOC111099183",43,84,105,56,337,NA,0.669616683149751,0.892760234463961,0.264151575041587,2.0588828146588,NA
"89","LOC111099184",49,56,103,NA,NA,NA,0.133531392624523,0.742908690119009,NA,NA,NA
"90","LOC111099186",4,6,4,8,22,18,0.405465108108164,0,0.693147180559945,1.70474809223843,1.50407739677627
"91","LOC111099187",16,14,22,NA,NA,NA,-0.133531392624523,0.318453731118535,NA,NA,NA
"92","LOC111099189",13,4,11,NA,NA,NA,-1.17865499634165,-0.167054084663166,NA,NA,NA
"93","LOC111099192",27,38,168,19,16,15,0.341749293722057,1.82812711339893,-0.351397886837889,-0.523248143764548,-0.587786664902119
"94","LOC111099193",112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","LOC111099194",67.25,63.25,89.4,99.5,261.3,120.8,-0.0613218908743188,0.28470366369752,0.391740625682599,1.35725215404462,0.585719267018766
"96","LOC111099196",27.6666666666667,50.6666666666667,72,124.333333333333,70.5,53.6666666666667,0.605039913049678,0.956437799887567,1.50273781184722,0.935384390689735,0.662563757187865
"97","LOC111099197",16,46,81,58,40,42,1.05605267424931,1.62186043243266,1.28785428830664,0.916290731874155,0.965080896043587
"98","LOC111099200",47,61,33,48,53,17,0.260726262463253,-0.353640040243578,0.0210534091978323,0.120144311842063,-1.01693425765384
"99","LOC111099201",118,228,NA,NA,NA,NA,0.658661004488776,NA,NA,NA,NA
"100","LOC111099202",81,64,26,23,31,117,-0.235566071312767,-1.13635261665096,-1.25895493874329,-0.960461950187293,0.367724780125317
"101","LOC111099203",110,103,78,70,88,76,-0.0657513775627804,-0.343771539102824,-0.451985123743057,-0.22314355131421,-0.369747025506085
"102","LOC111099206",13,10,18.5,24.5,33,36.5,-0.262364264467491,0.352821374622742,0.633723760089145,0.931558204004943,1.03236290312691
"103","LOC111099209",17,37,35,166,NA,NA,0.777704568588008,0.722134717433197,2.27877444430033,NA,NA
"104","LOC111099210",15,31,19,21,11,14,0.725937003382936,0.23638877806423,0.336472236621213,-0.31015492830384,-0.0689928714869514
"105","LOC111099211",72,127,65,220,91,60,0.567520967442536,-0.102278849120418,1.11696142733631,0.234193387500795,-0.182321556793955
"106","LOC111099212",5,42,62,46,47,66,2.12823170584927,2.51769647261099,2.21920348405499,2.24070968927596,2.58021682959233
"107","LOC111099214",4,14,17,22,10,18,1.25276296849537,1.44691898293633,1.70474809223843,0.916290731874155,1.50407739677627
"108","LOC111099215",62,34,94,138,115,NA,-0.60077386042893,0.416160397224912,0.800119300112113,0.617797743318159,NA
"109","LOC111099216",87,92,48,60,57,46,0.0558804583944566,-0.594707107746693,-0.371563556432483,-0.422856850820034,-0.637266722165489
"110","LOC111099217",7,22,23,32,28,44,1.145132304303,1.18958406687384,1.51982575374441,1.38629436111989,1.83827948486295
"111","LOC111099218",163,266,110,149,562,898,0.489746107974937,-0.393269835014346,-0.0898038948613031,1.23775164908693,1.70641986749544
"112","LOC111099219",33,61,72,96,144,151,0.614366302706831,0.780158557549575,1.06784063000136,1.47330573810952,1.52077227534844
"113","LOC111099220",79,78,60,52,30,23,-0.0127390257774297,-0.275103290244921,-0.418204133885594,-0.968250470804866,-1.23395363653787
"114","LOC111099221",39,46,45,61,56,72,0.165079750359449,0.143100843640673,0.447312218043665,0.361790044605503,0.613104472886409
"115","LOC111099222",38,57.3333333333333,119,146,110.333333333333,90.6666666666667,0.411296028418958,1.14153733338514,1.34602046198195,1.06591992698257,0.869603617901502
"116","LOC111099225",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","LOC111099226",44,83,130,78,70,25,0.634650973878337,1.08334481653732,0.572519192771331,0.464305608131098,-0.56531380905006
"118","LOC111099227",13.3333333333333,55.6666666666667,94.3333333333333,211,264.333333333333,203,1.42911435830282,1.9565674435293,2.76159096803024,2.98694376752091,2.72293881359596
"119","LOC111099300",66,160,236,66,56,67,0.885519073207401,1.27417706299918,0,-0.164303051291276,0.0150378773645405
"120","LOC111099316",2,12,30,28,36,43,1.79175946922805,2.70805020110221,2.63905732961526,2.89037175789616,3.06805293513362
"121","LOC111099327",261,250,429,226,425,NA,-0.043059489460447,0.496936511605324,-0.143985408050408,0.487568761601723,NA
"122","LOC111099343",46,62,69,77,99,132,0.298492988555997,0.405465108108164,0.515164025364589,0.766478453645495,1.05416052609728
"123","LOC111099359",61,136,205,90,107,57,0.801781021562741,1.2121361149651,0.388935806156954,0.561954970288595,-0.0678225963387611
"124","LOC111099375",36.6666666666667,115.666666666667,199,NA,NA,NA,1.14884441415444,1.69143674760019,NA,NA,NA
"125","LOC111099408",70,60,110,NA,NA,NA,-0.154150679827258,0.451985123743057,NA,NA,NA
"126","LOC111099410",4,12,24,39,26,47,1.09861228866811,1.79175946922805,2.27726728500976,1.87180217690159,2.46385324059017
"127","LOC111099416",58,42,114,NA,NA,NA,-0.322773392263051,0.675755437848076,NA,NA,NA
"128","LOC111099417",737,331,257,333,500,NA,-0.800469516812274,-1.05351180729412,-0.794445402208893,-0.387979793767145,NA
"129","LOC111099418",50,442,NA,NA,NA,NA,2.17928687664955,NA,NA,NA,NA
"130","LOC111099420",14.6666666666667,48,44,17,17,29,1.18562366565774,1.09861228866811,0.147635998806065,0.147635998806065,0.681718484736323
"131","LOC111099424",103,94,39,47,46,68,-0.0914342059596318,-0.971167342099989,-0.784581386519577,-0.806087591740541,-0.415221283053529
"132","LOC111099426",63.6666666666667,272,185,167,113,132,1.45214092691748,1.0666946856998,0.964332673038235,0.57372667933382,0.729140783207851
"133","LOC111099427",65.5,120,149.5,101,90,93,0.60544160014084,0.825246250189535,0.433070374200053,0.317759527689059,0.35054935051205
"134","LOC111099428",27,70,133,NA,NA,NA,0.95265837604503,1.59451226221742,NA,NA,NA
"135","LOC111099429",6,10,48,NA,NA,NA,0.510825623765991,2.07944154167984,NA,NA,NA
"136","LOC111099437",43,713,NA,NA,NA,NA,2.80828130472073,NA,NA,NA,NA
"137","LOC111099440",80,127,160,NA,NA,NA,0.46216045178471,0.693147180559945,NA,NA,NA
"138","LOC111099442",205,44,61,127,100,58,-1.53882034522015,-1.2121361149651,-0.478822892679817,-0.717839793150317,-1.26256696859199
"139","LOC111099443",118,122,137.5,177.5,114.5,105.5,0.0333364202675917,0.152939292640961,0.408285984449806,-0.0301098014713705,-0.111973671549544
"140","LOC111099446",100,142,94,83,170,179,0.350656871613169,-0.0618754037180875,-0.186329578191493,0.53062825106217,0.582215619852664
"141","LOC111099450",37,188.333333333333,NA,NA,NA,NA,1.62729552983411,NA,NA,NA,NA
"142","LOC111099454",117,263,186,206,108,60,0.809980097380008,0.463572738915445,0.565702233991825,-0.0800427076735364,-0.667829372575656
"143","LOC111099457",194.818181818182,36.5454545454545,40.8181818181818,46.9090909090909,52.7272727272727,49.9090909090909,-1.67350990685456,-1.56293910773132,-1.42385522999201,-1.30693389193311,-1.36186355396405
"144","LOC111099458",535.5,1744,2045,2893,7723.25,1280.5,1.18073571458112,1.3399521785891,1.68684841508833,2.66878964899788,0.871805015751776
"145","LOC111099459",43,748,NA,NA,NA,NA,2.85620286228091,NA,NA,NA,NA
"146","LOC111099460",92.5,361,605,3798,NA,NA,1.3616693138145,1.87801981351246,3.71502124685385,NA,NA
"147","LOC111099461",22,24,29,23,28,27,0.0870113769896297,0.276253376628158,0.0444517625708338,0.241162056816888,0.204794412646013
"148","LOC111099467",12,12,43.5,NA,NA,NA,0,1.28785428830664,NA,NA,NA
"149","LOC111099469",219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","LOC111099470",43,693,NA,NA,NA,NA,2.77982988349634,NA,NA,NA,NA
"151","LOC111099471",73,89,37,90,167,118,0.198176928583749,-0.679541528504167,0.209350229181874,0.827534371268364,0.480225183317274
"152","LOC111099474",5,6,71,23,34,22,0.182321556793955,2.65324196460721,1.52605630349505,1.91692261218206,1.48160454092422
"153","LOC111099476",2.5,30,4,3,16,NA,2.484906649788,0.470003629245736,0.182321556793955,1.85629799036563,NA
"154","LOC111099477",13,14,17,14,5,8,0.0741079721537218,0.268263986594679,0.0741079721537218,-0.955511445027436,-0.485507815781701
"155","LOC111099478",16,16,20,21,45,38,0,0.22314355131421,0.271933715483642,1.03407376753054,0.864997437486605
"156","LOC111099479",27.5,100,82,57,NA,NA,1.29098418131557,1.09253324259173,0.728865263162025,NA,NA
"157","LOC111099481",46.25,54,193,NA,NA,NA,0.15492258260584,1.42862872494645,NA,NA,NA
"158","LOC111099483",241.5,332,283,245,226.25,269.25,0.318265495823861,0.15857742455061,0.0143887374520997,-0.0652288905125919,0.108770842943871
"159","LOC111099484",186,275,370,488,397,174,0.39102442395337,0.687756331925069,0.964568732139946,0.758189606973989,-0.0666913744986723
"160","LOC111099487",85,4,44,NA,NA,NA,-3.05635689537043,-0.658461622572055,NA,NA,NA
"161","LOC111099489",10,12,1,5,4,2,0.182321556793955,-2.30258509299405,-0.693147180559945,-0.916290731874155,-1.6094379124341
"162","LOC111099490",3.5,24,38,30,38,29,1.92529086185258,2.38482319123102,2.14843441316679,2.38482319123102,2.11453286149111
"163","LOC111099492",54,19,23,NA,NA,NA,-1.04454506739783,-0.853489830635125,NA,NA,NA
"164","LOC111099495",116,116,117,120,117,118,0,0.00858374369139144,0.0339015516756814,0.00858374369139144,0.0170944333593
"165","LOC111099496",46,83,57,54,50,57,0.590199211307503,0.214409871345455,0.160342650075179,0.083381608939051,0.214409871345455
"166","LOC111099500",6,18,25,27,43,37,1.09861228866811,1.42711635564015,1.50407739677627,1.96944064646551,1.81915844341617
"167","LOC111099502",119,172,90,89,53,43,0.368370983701924,-0.279313822781264,-0.29048712337939,-0.808831579559408,-1.01792337741797
"168","LOC111099506",12,10.5,22.5,33,NA,NA,-0.133531392624523,0.628608659422374,1.01160091167848,NA,NA
"169","LOC111099509",21,181,109,344,NA,NA,2.1539745935424,1.64682544450572,2.79611921964998,NA,NA
"170","LOC111099511",22.5,264,NA,NA,NA,NA,2.46243379393594,NA,NA,NA,NA
"171","LOC111099517",57,72,86,103,151,104,0.233614851181505,0.411296028418958,0.591677720395086,0.974228568980374,0.601339631306822
"172","LOC111099519",146,128,95,87,107.5,102.5,-0.131576357788719,-0.429729730107796,-0.517698503053753,-0.306115774140619,-0.353743823129874
"173","LOC111099521",8,11,13,22,13,25,0.318453731118535,0.485507815781701,1.01160091167848,0.485507815781701,1.13943428318836
"174","LOC111099522",383,98,124,356,NA,NA,-1.36306751051007,-1.12775342357561,-0.0731042583286156,NA,NA
"175","LOC111099523",238,220,202,485,NA,NA,-0.0786431273191131,-0.16400297627027,0.711878217266008,NA,NA
"176","LOC111099524",81,112,180,122,170,186,0.324049716622656,0.798507696217772,0.409571890060818,0.741349282377823,0.831297519040762
"177","LOC111099529",18,16,16,16,16,23,-0.117783035656384,-0.117783035656384,-0.117783035656384,-0.117783035656384,0.245122458032985
"178","LOC111099531",91,85,82,64,67,56,-0.0682082500265336,-0.104140259252597,-0.351976423157178,-0.306166887125884,-0.485507815781701
"179","LOC111099533",554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","LOC111099534",72,45,NA,NA,NA,NA,-0.470003629245736,NA,NA,NA,NA
"181","LOC111099539",15,9,31,NA,NA,NA,-0.510825623765991,0.725937003382936,NA,NA,NA
"182","LOC111099540",3,50,NA,NA,NA,NA,2.81341071676004,NA,NA,NA,NA
"183","LOC111099544",3,2,46,273,310,210,-0.405465108108164,2.73002910782099,4.51085950651685,4.63796000881108,4.24849524204936
"184","LOC111099545",11,37,9,7,7,16,1.21302263984585,-0.200670695462151,-0.451985123743057,-0.451985123743057,0.374693449441411
"185","LOC111099547",24,125,25,NA,NA,NA,1.65025990695436,0.0408219945202552,NA,NA,NA
"186","LOC111099548",318,334,143,170,300,454,0.0490896101965236,-0.79920675252027,-0.626252945729915,-0.0582689081239758,0.356045815261171
"187","LOC111099552",25,9,10,7,55,134,-1.02165124753198,-0.916290731874155,-1.27296567581289,0.78845736036427,1.67896397508271
"188","LOC111099555",66,6,11,8,NA,NA,-2.39789527279837,-1.79175946922805,-2.11021320034659,NA,NA
"189","LOC111099557",385,755.5,851.5,630.5,385,383.5,0.67413644742501,0.793756165814959,0.49326982111719,0,-0.00390371348047329
"190","LOC111099560",38,64,49,NA,NA,NA,0.521296923633286,0.254234138384241,NA,NA,NA
"191","LOC111099561",62,55,53,NA,NA,NA,-0.119801199812621,-0.15684247149297,NA,NA,NA
"192","LOC111099567",29.5,27,29,63.5,61.5,41.5,-0.0885533973414451,-0.0170944333593001,0.766649642552872,0.734646911466698,0.341303163890879
"193","LOC111099570",27,18,28,172,NA,NA,-0.405465108108164,0.0363676441708748,1.85165761080912,NA,NA
"194","LOC111099571",430,711,1146,1151,556,548,0.502887221115633,0.980247688587077,0.984601200034275,0.256983085562974,0.242490078260407
"195","LOC111099572",70,12,13,13,19,44,-1.76358859226136,-1.68354588458782,-1.68354588458782,-1.30405626288292,-0.464305608131098
"196","LOC111099573",59,138,194,502,406,449,0.849716241251485,1.19032071515761,2.14106267578601,1.92881571569601,2.02948544383653
"197","LOC111099576",8,8,17,NA,NA,NA,0,0.75377180237638,NA,NA,NA
"198","LOC111099580",329,128.666666666667,410,185,110,75,-0.938832669968651,0.220099408932982,-0.575701925687047,-1.09557738497296,-1.47856963722906
"199","LOC111099582",2,44,55,45,105,103,3.09104245335832,3.31418600467253,3.11351530921037,3.96081316959758,3.94158180766969
"200","LOC111099584",52,75,86,67,103,128,0.366244394954883,0.50310357767208,0.253448900809539,0.683485269648208,0.90078654533819
"201","LOC111099585",400,313,117,165,217,303,-0.245261356567829,-1.22929061231023,-0.885519073207401,-0.611567193567522,-0.277731741598613
"202","LOC111099589",174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","LOC111099593",103,105,343,420,179,246,0.0192313619278876,1.2030014589363,1.40552572304778,0.552656817611119,0.870602547702727
"204","LOC111099594",115,247,213,198,211,151,0.764456208264727,0.616360037346175,0.543334902331285,0.606926005112816,0.272347708451674
"205","LOC111099597",23,650,NA,NA,NA,NA,3.34147814696053,NA,NA,NA,NA
"206","LOC111099598",311,271,144,106,60,132,-0.137674091299533,-0.769979612603234,-1.07635381806717,-1.64544834995713,-0.856990989592863
"207","LOC111099600",4,12,8,20,16.6666666666667,20,1.09861228866811,0.693147180559945,1.6094379124341,1.42711635564015,1.6094379124341
"208","LOC111099601",8,110,11,NA,NA,NA,2.62103882411258,0.318453731118535,NA,NA,NA
"209","LOC111099603",94.0769230769231,182.307692307692,99.7692307692308,81,89.6923076923077,147,0.661583098442005,0.0587470486292715,-0.149663623553197,-0.0477277687767347,0.446319808553101
"210","LOC111099604",25,28,270,28,52,66,0.113328685307003,2.37954613413017,0.113328685307003,0.732367893713227,0.970778917158225
"211","LOC111099605",27,23,25,22,25,27,-0.160342650075179,-0.0769610411361283,-0.204794412646013,-0.0769610411361283,0
"212","LOC111099610",907,432,342.166666666667,398.833333333333,447.833333333333,540.166666666667,-0.741716861871026,-0.974844502324258,-0.821598831434818,-0.7057213107277,-0.518264716201644
"213","LOC111099611",92,147,156,NA,NA,NA,0.468644009729696,0.528067430200497,NA,NA,NA
"214","LOC111099612",20,17,18,20.6666666666667,20.6666666666667,16.3333333333333,-0.162518929497775,-0.105360515657826,0.032789822822991,0.032789822822991,-0.202524264111474
"215","LOC111099613",220,212,109,121,150,229,-0.0370412716803491,-0.702279664123218,-0.59783700075562,-0.382992252256106,0.0400944572018782
"216","LOC111099614",40.5,65,32,24.5,37.5,57.5,0.473085295783144,-0.235566071312767,-0.502628856561812,-0.0769610411361283,0.350482973690811
"217","LOC111099615",4.71428571428571,11.4285714285714,3,2,10.6666666666667,29.3333333333333,0.885519073207401,-0.451985123743057,-0.857450231851222,0.81652620172045,1.82812711339893
"218","LOC111099617",81,70,41,30,62,109,-0.14595391262308,-0.680877087968131,-0.993251773010283,-0.267314769627347,0.296898727556705
"219","LOC111099622",12,32,25,13,21,16,0.980829253011726,0.733969175080201,0.0800427076735364,0.559615787935423,0.287682072451781
"220","LOC111099623",28,60,52,43,93,88,0.762140052046897,0.619039208406224,0.428995605518359,1.20039498297805,1.145132304303
"221","LOC111099624",39,133,252,372,NA,NA,1.22678748209211,1.86586744138178,2.2553322081435,NA,NA
"222","LOC111099625",125,116,70,79,20,13,-0.0747235461959364,-0.579818495252942,-0.45886588483528,-1.83258146374831,-2.26336437984076
"223","LOC111099626",39,62,35,17,20,19,0.463572738915445,-0.108213584640233,-0.83034830207343,-0.667829372575656,-0.719122666963206
"224","LOC111099628",127,1184,NA,NA,NA,NA,2.23246672898536,NA,NA,NA,NA
"225","LOC111099631",326,261,774,NA,NA,NA,-0.222376974044014,0.86467449222302,NA,NA,NA
"226","LOC111099633",104,96,37,50,42,28,-0.0800427076735364,-1.03347298649715,-0.732367893713227,-0.906721280858004,-1.31218638896617
"227","LOC111099637",224,147,NA,NA,NA,NA,-0.421213465076304,NA,NA,NA,NA
"228","LOC111099638",12,20,33,NA,NA,NA,0.510825623765991,1.01160091167848,NA,NA,NA
