gene_name,females_controls_predom_isoform,females_exposed_predom_isoform,males_controls_predom_isoform,males_exposed_predom_isoform
LOC111123742,rna-XM_022466283.1,rna-XM_022466283.1,rna-XM_022466283.1,rna-XM_022466283.1
LOC111123743,rna-XM_022466298.1,rna-XM_022466298.1,rna-XM_022466285.1,rna-XM_022466298.1
LOC111123744,rna-XM_022466411.1,rna-XM_022466328.1,rna-XM_022466328.1,rna-XM_022466328.1
LOC111123745,rna-XM_022466305.1,rna-XM_022466322.1,rna-XM_022466322.1,rna-XM_022466305.1
LOC111123746,rna-XM_022466303.1,rna-XM_022466303.1,rna-XM_022466303.1,rna-XM_022466303.1
LOC111123747,rna-XM_022466304.1,rna-XM_022466304.1,rna-XM_022466304.1,rna-XM_022466304.1
LOC111123748,rna-XM_022466306.1,rna-XM_022466306.1,rna-XM_022466306.1,rna-XM_022466306.1
LOC111123749,rna-XM_022466307.1,rna-XM_022466307.1,rna-XM_022466307.1,rna-XM_022466307.1
LOC111123750,rna-XM_022466310.1,rna-XM_022466310.1,rna-XM_022466310.1,rna-XM_022466310.1
LOC111123751,rna-XM_022466311.1,rna-XM_022466311.1,rna-XM_022466311.1,rna-XM_022466311.1
LOC111123752,rna-XM_022466312.1,rna-XM_022466312.1,rna-XM_022466312.1,rna-XM_022466312.1
LOC111123753,rna-XM_022466313.1,rna-XM_022466313.1,rna-XM_022466313.1,rna-XM_022466313.1
LOC111123754,rna-XR_002638098.1,rna-XR_002638098.1,rna-XR_002638098.1,rna-XR_002638098.1
LOC111123755,rna-XM_022466315.1,rna-XM_022466317.1,rna-XM_022466315.1,rna-XM_022466317.1
LOC111123756,rna-XM_022466318.1,rna-XM_022466318.1,rna-XM_022466318.1,rna-XM_022466318.1
LOC111123757,rna-XM_022466320.1,rna-XM_022466320.1,rna-XM_022466320.1,rna-XM_022466320.1
LOC111123758,rna-XM_022466321.1,rna-XM_022466321.1,rna-XM_022466321.1,rna-XM_022466321.1
LOC111123759,rna-XM_022466323.1,rna-XM_022466323.1,rna-XM_022466323.1,rna-XM_022466323.1
LOC111123760,rna-XM_022466324.1,rna-XM_022466324.1,rna-XM_022466324.1,rna-XM_022466324.1
LOC111123761,rna-XM_022466325.1,rna-XM_022466325.1,rna-XM_022466325.1,rna-XM_022466325.1
LOC111123762,rna-XM_022466326.1,rna-XM_022466326.1,rna-XM_022466326.1,rna-XM_022466326.1
LOC111123763,rna-XM_022466327.1,rna-XM_022466327.1,rna-XM_022466327.1,rna-XM_022466327.1
LOC111123764,rna-XR_002638100.1,rna-XR_002638100.1,rna-XR_002638099.1,rna-XR_002638099.1
LOC111123765,rna-XM_022470433.1,rna-XM_022470433.1,rna-XM_022470433.1,rna-XM_022470433.1
LOC111123766,rna-XM_022466753.1,rna-XM_022466753.1,rna-XM_022466753.1,rna-XM_022466753.1
LOC111123767,rna-XM_022466332.1,rna-XM_022466332.1,rna-XM_022466332.1,rna-XM_022466332.1
LOC111123768,rna-XM_022466329.1,rna-XM_022466329.1,rna-XR_002638102.1,rna-XM_022466329.1
LOC111123769,rna-XM_022466330.1,rna-XM_022466330.1,rna-XM_022466330.1,rna-XR_002638103.1
LOC111123770,rna-XM_022466331.1,rna-XM_022466331.1,rna-XM_022466331.1,rna-XM_022466331.1
LOC111123771,rna-XM_022466333.1,rna-XM_022466333.1,rna-XM_022466333.1,rna-XM_022466333.1
LOC111123772,rna-XM_022466335.1,rna-XM_022466335.1,rna-XM_022466335.1,rna-XM_022466335.1
LOC111123773,rna-XM_022466336.1,rna-XM_022466336.1,rna-XM_022466336.1,rna-XM_022466336.1
LOC111123774,rna-XM_022466337.1,rna-XM_022466337.1,rna-XM_022466337.1,rna-XM_022466337.1
LOC111123775,rna-XM_022466338.1,rna-XM_022466338.1,rna-XM_022466338.1,rna-XM_022466338.1
LOC111123776,rna-XR_002638104.1,rna-XR_002638104.1,rna-XR_002638104.1,rna-XR_002638104.1
LOC111123777,rna-XM_022466343.1,rna-XM_022466343.1,rna-XM_022466343.1,rna-XM_022466343.1
LOC111123778,rna-XM_022466339.1,rna-XM_022466339.1,rna-XM_022466339.1,rna-XM_022466339.1
LOC111123779,rna-XM_022466341.1,rna-XM_022466340.1,rna-XM_022466340.1,rna-XM_022466340.1
LOC111123780,rna-XM_022466342.1,rna-XM_022466342.1,rna-XM_022466342.1,rna-XM_022466342.1
LOC111123781,rna-XM_022466344.1,rna-XM_022466344.1,rna-XM_022466344.1,rna-XM_022466344.1
LOC111123782,rna-XM_022466345.1,rna-XM_022466345.1,rna-XM_022466345.1,rna-XM_022466345.1
LOC111123783,rna-XR_002638105.1,rna-XR_002638105.1,rna-XR_002638105.1,rna-XR_002638105.1
LOC111123784,rna-XM_022466346.1,rna-XM_022466346.1,rna-XM_022466346.1,rna-XM_022466346.1
LOC111123785,rna-XM_022466347.1,rna-XM_022466348.1,rna-XM_022466348.1,rna-XM_022466348.1
LOC111123786,rna-XM_022466349.1,rna-XM_022466349.1,rna-XM_022466349.1,rna-XM_022466349.1
LOC111123787,rna-XM_022466352.1,rna-XM_022466352.1,rna-XM_022466352.1,rna-XM_022466352.1
LOC111123788,rna-XR_002638107.1,rna-XR_002638107.1,rna-XR_002638107.1,rna-XR_002638107.1
LOC111123789,rna-XR_002638108.1,rna-XR_002638108.1,rna-XR_002638108.1,rna-XR_002638108.1
LOC111123790,rna-XM_022466359.1,rna-XM_022466355.1,rna-XM_022466350.1,rna-XM_022466350.1
LOC111123791,rna-XM_022466361.1,rna-XM_022466361.1,rna-XM_022466361.1,rna-XM_022466361.1
LOC111123792,rna-XM_022466363.1,rna-XM_022466363.1,rna-XM_022466363.1,rna-XM_022466364.1
LOC111123793,rna-XR_002638109.1,rna-XR_002638109.1,rna-XR_002638109.1,rna-XR_002638109.1
LOC111123794,rna-XM_022466365.1,rna-XM_022466365.1,rna-XM_022466365.1,rna-XM_022466365.1
LOC111123795,rna-XM_022466367.1,rna-XM_022466367.1,rna-XM_022466367.1,rna-XM_022466367.1
LOC111123796,rna-XM_022466368.1,rna-XM_022466368.1,rna-XM_022466368.1,rna-XM_022466368.1
LOC111123797,rna-XM_022466369.1,rna-XM_022466369.1,rna-XM_022466369.1,rna-XM_022466369.1
LOC111123798,rna-XM_022466394.1,rna-XM_022466384.1,rna-XM_022466384.1,rna-XM_022466384.1
LOC111123799,rna-XM_022466371.1,rna-XM_022466371.1,rna-XM_022466371.1,rna-XM_022466371.1
LOC111123800,rna-XM_022466372.1,rna-XM_022466372.1,rna-XM_022466372.1,rna-XM_022466372.1
LOC111123801,rna-XM_022466375.1,rna-XM_022466375.1,rna-XM_022466375.1,rna-XM_022466375.1
LOC111123802,rna-XM_022466390.1,rna-XM_022466390.1,rna-XM_022466391.1,rna-XM_022466390.1
LOC111123803,rna-XM_022466392.1,rna-XM_022466392.1,rna-XM_022466392.1,rna-XM_022466392.1
LOC111123804,rna-XM_022466395.1,rna-XM_022466395.1,rna-XM_022466395.1,rna-XM_022466393.1
LOC111123805,rna-XM_022466396.1,rna-XM_022466396.1,rna-XM_022466396.1,rna-XM_022466396.1
LOC111123806,rna-XM_022466402.1,rna-XM_022466402.1,rna-XM_022466403.1,rna-XM_022466403.1
LOC111123807,rna-XM_022466407.1,rna-XM_022466407.1,rna-XM_022466407.1,rna-XM_022466407.1
LOC111123808,gene-LOC111123808,gene-LOC111123808,gene-LOC111123808,gene-LOC111123808
LOC111123809,rna-XM_022466404.1,rna-XM_022466404.1,rna-XM_022466404.1,rna-XM_022466404.1
LOC111123810,rna-XM_022466405.1,rna-XM_022466406.1,rna-XM_022466406.1,rna-XM_022466405.1
LOC111123811,rna-XM_022466408.1,rna-XM_022466408.1,rna-XM_022466408.1,rna-XM_022466408.1
LOC111123812,rna-XM_022466409.1,rna-XM_022466409.1,rna-XM_022466409.1,rna-XM_022466409.1
LOC111123813,rna-XM_022466410.1,rna-XM_022466415.1,rna-XM_022466412.1,rna-XM_022466412.1
LOC111123814,rna-XM_022466421.1,rna-XM_022466421.1,rna-XM_022466421.1,rna-XM_022466421.1
LOC111123815,rna-XM_022466422.1,rna-XM_022466422.1,rna-XM_022466422.1,rna-XM_022466422.1
LOC111123816,rna-XM_022466423.1,rna-XM_022466423.1,rna-XM_022466423.1,rna-XM_022466423.1
LOC111123817,rna-XM_022466424.1,rna-XM_022466424.1,rna-XM_022466424.1,rna-XM_022466424.1
LOC111123818,rna-XM_022466430.1,rna-XM_022466430.1,rna-XM_022466430.1,rna-XM_022466430.1
LOC111123819,rna-XM_022466427.1,rna-XM_022466427.1,rna-XM_022466427.1,rna-XM_022466427.1
LOC111123820,rna-XM_022466428.1,rna-XR_002638110.1,rna-XR_002638110.1,rna-XR_002638110.1
LOC111123821,rna-XM_022466434.1,rna-XM_022466433.1,rna-XM_022466433.1,rna-XM_022466433.1
LOC111123822,rna-XM_022466436.1,rna-XM_022466436.1,rna-XM_022466436.1,rna-XM_022466436.1
LOC111123823,rna-XM_022466439.1,rna-XM_022466439.1,rna-XM_022466439.1,rna-XM_022466439.1
LOC111123824,gene-LOC111123824,gene-LOC111123824,gene-LOC111123824,gene-LOC111123824
LOC111123825,rna-XM_022466443.1,rna-XM_022466443.1,rna-XM_022466444.1,rna-XM_022466444.1
LOC111123826,rna-XM_022466450.1,rna-XM_022466450.1,rna-XM_022466451.1,rna-XM_022466450.1
LOC111123827,rna-XM_022466452.1,rna-XM_022466452.1,rna-XM_022466452.1,rna-XM_022466452.1
LOC111123828,rna-XM_022466456.1,rna-XM_022466456.1,rna-XM_022466456.1,rna-XM_022466456.1
LOC111123829,rna-XM_022466453.1,rna-XM_022466453.1,rna-XM_022466453.1,rna-XM_022466453.1
LOC111123830,rna-XM_022466454.1,rna-XM_022466454.1,rna-XM_022466454.1,rna-XM_022466454.1
LOC111123831,rna-XM_022466455.1,rna-XM_022466455.1,rna-XM_022466455.1,rna-XM_022466455.1
LOC111123832,rna-XM_022466457.1,rna-XM_022466457.1,rna-XM_022466457.1,rna-XM_022466457.1
LOC111123833,rna-XM_022466459.1,rna-XM_022466459.1,rna-XM_022466459.1,rna-XM_022466459.1
LOC111123834,rna-XM_022466460.1,rna-XM_022466460.1,rna-XM_022466460.1,rna-XM_022466460.1
LOC111123835,rna-XM_022466461.1,rna-XM_022466461.1,rna-XM_022466461.1,rna-XM_022466461.1
LOC111123836,rna-XM_022466463.1,rna-XM_022466463.1,rna-XM_022466463.1,rna-XM_022466463.1
LOC111123837,rna-XM_022466464.1,rna-XM_022466464.1,rna-XM_022466464.1,rna-XM_022466464.1
LOC111123838,rna-XM_022466468.1,rna-XM_022466468.1,rna-XM_022466468.1,rna-XM_022466468.1
LOC111123839,rna-XM_022466465.1,rna-XM_022466465.1,rna-XM_022466465.1,rna-XM_022466465.1
LOC111123840,rna-XM_022466466.1,rna-XM_022466466.1,rna-XM_022466466.1,rna-XM_022466466.1
LOC111123841,rna-XM_022466467.1,rna-XM_022466467.1,rna-XM_022466467.1,rna-XM_022466467.1
LOC111123842,rna-XM_022466469.1,rna-XM_022466469.1,rna-XM_022466469.1,rna-XM_022466469.1
LOC111123843,rna-XM_022466470.1,rna-XM_022466470.1,rna-XM_022466470.1,rna-XM_022466470.1
LOC111123844,rna-XM_022466471.1,rna-XM_022466471.1,rna-XM_022466471.1,rna-XM_022466471.1
LOC111123845,rna-XM_022466472.1,rna-XM_022466472.1,rna-XM_022466472.1,rna-XM_022466472.1
LOC111123846,rna-XM_022466474.1,rna-XM_022466474.1,rna-XM_022466474.1,rna-XM_022466474.1
LOC111123847,rna-XM_022466475.1,rna-XM_022466475.1,rna-XM_022466475.1,rna-XM_022466475.1
LOC111123848,rna-XM_022466480.1,rna-XM_022466480.1,rna-XM_022466480.1,rna-XM_022466480.1
LOC111123849,rna-XM_022466484.1,rna-XM_022466485.1,rna-XM_022466485.1,rna-XM_022466485.1
LOC111123850,rna-XM_022466487.1,rna-XM_022466487.1,rna-XM_022466486.1,rna-XM_022466486.1
LOC111123851,rna-XM_022466488.1,rna-XM_022466488.1,rna-XM_022466488.1,rna-XM_022466488.1
LOC111123852,rna-XM_022466489.1,rna-XM_022466489.1,rna-XM_022466489.1,rna-XM_022466489.1
LOC111123853,rna-XM_022466492.1,rna-XM_022466492.1,rna-XM_022466492.1,rna-XM_022466492.1
LOC111123854,gene-LOC111123854,gene-LOC111123854,gene-LOC111123854,gene-LOC111123854
LOC111123855,rna-XM_022466490.1,rna-XM_022466490.1,rna-XM_022466490.1,rna-XM_022466490.1
LOC111123856,rna-XM_022466493.1,rna-XM_022466493.1,rna-XM_022466491.1,rna-XM_022466491.1
LOC111123857,rna-XM_022466494.1,rna-XM_022466494.1,rna-XM_022466494.1,rna-XM_022466494.1
LOC111123858,rna-XM_022466496.1,rna-XM_022466496.1,rna-XM_022466495.1,rna-XM_022466495.1
LOC111123859,rna-XM_022466498.1,rna-XM_022466498.1,rna-XM_022466498.1,rna-XM_022466498.1
LOC111123860,gene-LOC111123860,gene-LOC111123860,gene-LOC111123860,gene-LOC111123860
LOC111123861,rna-XM_022466500.1,rna-XM_022466500.1,rna-XM_022466500.1,rna-XM_022466500.1
LOC111123862,rna-XM_022466504.1,rna-XM_022466504.1,rna-XM_022466504.1,rna-XM_022466504.1
LOC111123863,rna-XM_022466501.1,rna-XM_022466501.1,rna-XM_022466501.1,rna-XM_022466501.1
LOC111123864,rna-XM_022466502.1,rna-XM_022466502.1,rna-XM_022466502.1,rna-XM_022466502.1
LOC111123865,rna-XM_022466506.1,rna-XM_022466506.1,rna-XM_022466505.1,rna-XM_022466505.1
LOC111123866,rna-XM_022466507.1,rna-XM_022466507.1,rna-XM_022466507.1,rna-XM_022466507.1
LOC111123867,rna-XM_022466508.1,rna-XM_022466508.1,rna-XM_022466508.1,rna-XM_022466508.1
LOC111123868,rna-XM_022466513.1,rna-XM_022466513.1,rna-XM_022466513.1,rna-XM_022466513.1
LOC111123869,rna-XM_022466515.1,rna-XM_022466515.1,rna-XM_022466516.1,rna-XM_022466516.1
LOC111123870,rna-XM_022466517.1,rna-XM_022466517.1,rna-XM_022466517.1,rna-XM_022466517.1
LOC111123871,rna-XM_022466518.1,rna-XM_022466518.1,rna-XM_022466518.1,rna-XM_022466518.1
LOC111123872,gene-LOC111123872,gene-LOC111123872,gene-LOC111123872,gene-LOC111123872
LOC111123873,rna-XR_002638111.1,rna-XR_002638111.1,rna-XR_002638111.1,rna-XR_002638111.1
LOC111123874,rna-XM_022466519.1,rna-XM_022466519.1,rna-XM_022466519.1,rna-XM_022466519.1
LOC111123875,rna-XM_022466523.1,rna-XM_022466523.1,rna-XM_022466523.1,rna-XM_022466523.1
LOC111123876,rna-XM_022466520.1,rna-XM_022466520.1,rna-XM_022466520.1,rna-XM_022466520.1
LOC111123877,rna-XM_022466521.1,rna-XM_022466521.1,rna-XM_022466521.1,rna-XM_022466521.1
LOC111123878,rna-XM_022466522.1,rna-XM_022466522.1,rna-XM_022466522.1,rna-XM_022466522.1
LOC111123879,rna-XM_022466524.1,rna-XM_022466524.1,rna-XM_022466524.1,rna-XM_022466524.1
LOC111123880,rna-XM_022466525.1,rna-XM_022466525.1,rna-XM_022466525.1,rna-XM_022466525.1
LOC111123881,rna-XM_022466528.1,rna-XM_022466528.1,rna-XM_022466527.1,rna-XM_022466527.1
LOC111123882,rna-XM_022466530.1,rna-XM_022466529.1,rna-XM_022466529.1,rna-XM_022466529.1
LOC111123883,rna-XM_022466532.1,rna-XM_022466531.1,rna-XM_022466531.1,rna-XM_022466531.1
LOC111123884,rna-XM_022466536.1,rna-XM_022466536.1,rna-XM_022466536.1,rna-XM_022466536.1
LOC111123885,rna-XM_022466533.1,rna-XM_022466533.1,rna-XM_022466533.1,rna-XM_022466533.1
LOC111123886,rna-XM_022466535.1,rna-XM_022466535.1,rna-XM_022466535.1,rna-XM_022466535.1
LOC111123887,rna-XM_022466538.1,rna-XM_022466538.1,rna-XM_022466538.1,rna-XM_022466538.1
LOC111123888,rna-XR_002638112.1,rna-XR_002638112.1,rna-XR_002638112.1,rna-XR_002638112.1
LOC111123889,rna-XM_022466539.1,rna-XM_022466539.1,rna-XM_022466539.1,rna-XM_022466539.1
LOC111123890,rna-XM_022466561.1,rna-XM_022466552.1,rna-XM_022466546.1,rna-XM_022466546.1
LOC111123891,rna-XM_022466548.1,rna-XM_022466548.1,rna-XM_022466548.1,rna-XM_022466548.1
LOC111123892,rna-XR_002638119.1,rna-XR_002638119.1,rna-XM_022466573.1,rna-XM_022466573.1
LOC111123893,rna-XR_002638115.1,rna-XR_002638115.1,rna-XR_002638115.1,rna-XR_002638115.1
LOC111123894,rna-XM_022466571.1,rna-XM_022466571.1,rna-XM_022466570.1,rna-XM_022466571.1
LOC111123895,rna-XM_022466574.1,rna-XM_022466575.1,rna-XM_022466575.1,rna-XM_022466575.1
LOC111123896,rna-XM_022466576.1,rna-XM_022466576.1,rna-XM_022466576.1,rna-XM_022466576.1
LOC111123897,rna-XM_022466577.1,rna-XM_022466577.1,rna-XM_022466577.1,rna-XM_022466577.1
LOC111123898,rna-XM_022466619.1,rna-XM_022466619.1,rna-XM_022466619.1,rna-XM_022466619.1
LOC111123899,rna-XR_002638117.1,rna-XR_002638117.1,rna-XR_002638117.1,rna-XR_002638117.1
LOC111123900,rna-XM_022466578.1,rna-XM_022466578.1,rna-XM_022466578.1,rna-XM_022466578.1
LOC111123901,rna-XM_022466580.1,rna-XM_022466584.1,rna-XM_022466579.1,rna-XM_022466580.1
LOC111123902,rna-XM_022466585.1,rna-XM_022466585.1,rna-XM_022466585.1,rna-XM_022466585.1
LOC111123903,rna-XR_002638118.1,rna-XR_002638118.1,rna-XR_002638118.1,rna-XR_002638118.1
LOC111123904,rna-XM_022466588.1,rna-XM_022466588.1,rna-XM_022466588.1,rna-XM_022466588.1
LOC111123905,rna-XM_022466602.1,rna-XM_022466602.1,rna-XM_022466602.1,rna-XM_022466602.1
LOC111123906,rna-XM_022466605.1,rna-XM_022466605.1,rna-XM_022466605.1,rna-XM_022466605.1
LOC111123907,rna-XM_022466610.1,rna-XM_022466610.1,rna-XM_022466609.1,rna-XM_022466609.1
LOC111123908,rna-XR_002638120.1,rna-XR_002638120.1,rna-XR_002638120.1,rna-XR_002638120.1
LOC111123909,rna-XM_022466611.1,rna-XM_022466611.1,rna-XM_022466611.1,rna-XM_022466611.1
LOC111123910,rna-XM_022466617.1,rna-XM_022466617.1,rna-XR_002638121.1,rna-XR_002638129.1
LOC111123911,rna-XM_022466620.1,rna-XM_022466620.1,rna-XM_022466620.1,rna-XM_022466620.1
LOC111123912,rna-XM_022466627.1,rna-XM_022466628.1,rna-XM_022466627.1,rna-XM_022466627.1
LOC111123913,rna-XM_022466630.1,rna-XM_022466630.1,rna-XM_022466630.1,rna-XM_022466630.1
LOC111123914,rna-XM_022466634.1,rna-XM_022466634.1,rna-XM_022466634.1,rna-XM_022466634.1
LOC111123915,rna-XM_022466631.1,rna-XM_022466631.1,rna-XM_022466631.1,rna-XM_022466631.1
LOC111123916,rna-XM_022466632.1,rna-XM_022466632.1,rna-XM_022466632.1,rna-XM_022466632.1
LOC111123917,rna-XM_022466633.1,rna-XM_022466633.1,rna-XM_022466633.1,rna-XM_022466633.1
LOC111123918,rna-XM_022466638.1,rna-XM_022466638.1,rna-XM_022466638.1,rna-XM_022466638.1
LOC111123919,rna-XM_022466639.1,rna-XM_022466639.1,rna-XM_022466639.1,rna-XM_022466639.1
LOC111123920,rna-XM_022466640.1,rna-XM_022466641.1,rna-XM_022466640.1,rna-XM_022466640.1
LOC111123921,rna-XM_022466642.1,rna-XM_022466642.1,rna-XM_022466642.1,rna-XM_022466642.1
LOC111123922,rna-XM_022466656.1,rna-XM_022466656.1,rna-XM_022466656.1,rna-XM_022466656.1
LOC111123923,rna-XM_022466643.1,rna-XM_022466643.1,rna-XM_022466643.1,rna-XM_022466643.1
LOC111123924,rna-XM_022466644.1,rna-XM_022466644.1,rna-XM_022466644.1,rna-XM_022466644.1
LOC111123925,rna-XM_022466645.1,rna-XM_022466645.1,rna-XM_022466645.1,rna-XM_022466645.1
LOC111123926,rna-XM_022466647.1,rna-XM_022466647.1,rna-XM_022466647.1,rna-XM_022466647.1
LOC111123927,rna-XM_022466651.1,rna-XM_022466651.1,rna-XM_022466651.1,rna-XM_022466651.1
LOC111123928,rna-XM_022466654.1,rna-XM_022466652.1,rna-XM_022466653.1,rna-XM_022466654.1
LOC111123929,rna-XM_022466657.1,rna-XM_022466657.1,rna-XM_022466657.1,rna-XM_022466657.1
LOC111123930,rna-XM_022466658.1,rna-XM_022466658.1,rna-XM_022466658.1,rna-XM_022466658.1
LOC111123931,rna-XM_022466659.1,rna-XM_022466659.1,rna-XM_022466659.1,rna-XM_022466659.1
LOC111123932,rna-XM_022466660.1,rna-XM_022466660.1,rna-XM_022466660.1,rna-XM_022466660.1
LOC111123933,rna-XM_022466661.1,rna-XM_022466661.1,rna-XM_022466661.1,rna-XM_022466661.1
LOC111123934,rna-XM_022466662.1,rna-XM_022466662.1,rna-XM_022466665.1,rna-XM_022466662.1
LOC111123935,rna-XM_022466666.1,rna-XM_022466667.1,rna-XM_022466666.1,rna-XM_022466667.1
LOC111123936,rna-XM_022466668.1,rna-XM_022466668.1,rna-XM_022466668.1,rna-XM_022466668.1
LOC111123937,rna-XR_002638130.1,rna-XR_002638130.1,rna-XR_002638130.1,rna-XR_002638130.1
LOC111123938,rna-XM_022466675.1,rna-XM_022466671.1,rna-XR_002638131.1,rna-XR_002638131.1
LOC111123939,rna-XM_022466676.1,rna-XM_022466676.1,rna-XM_022466676.1,rna-XM_022466676.1
LOC111123940,rna-XM_022466677.1,rna-XM_022466677.1,rna-XM_022466677.1,rna-XM_022466677.1
LOC111123941,rna-XM_022466679.1,rna-XM_022466679.1,rna-XM_022466679.1,rna-XM_022466679.1
LOC111123942,rna-XM_022466680.1,rna-XM_022466680.1,rna-XM_022466680.1,rna-XM_022466680.1
LOC111123943,rna-XM_022466684.1,rna-XM_022466684.1,rna-XM_022466684.1,rna-XM_022466684.1
LOC111123944,rna-XM_022466681.1,rna-XM_022466681.1,rna-XM_022466681.1,rna-XM_022466681.1
LOC111123945,rna-XM_022466682.1,rna-XM_022466682.1,rna-XM_022466682.1,rna-XM_022466682.1
LOC111123946,rna-XM_022466683.1,rna-XM_022466683.1,rna-XM_022466683.1,rna-XM_022466683.1
LOC111123947,rna-XM_022466687.1,rna-XM_022466687.1,rna-XM_022466688.1,rna-XM_022466687.1
LOC111123948,rna-XM_022466689.1,rna-XM_022466689.1,rna-XM_022466689.1,rna-XM_022466689.1
LOC111123949,rna-XM_022466690.1,rna-XM_022466690.1,rna-XM_022466690.1,rna-XM_022466690.1
LOC111123950,rna-XM_022466691.1,rna-XM_022466691.1,rna-XM_022466691.1,rna-XM_022466691.1
LOC111123951,rna-XM_022466694.1,rna-XM_022466694.1,rna-XM_022466694.1,rna-XM_022466694.1
LOC111123952,rna-XM_022466695.1,rna-XM_022466695.1,rna-XM_022466695.1,rna-XM_022466695.1
LOC111123953,gene-LOC111123953,gene-LOC111123953,gene-LOC111123953,gene-LOC111123953
LOC111123954,rna-XM_022466698.1,rna-XM_022466698.1,rna-XM_022466698.1,rna-XM_022466696.1
LOC111123955,rna-XM_022466699.1,rna-XM_022466699.1,rna-XM_022466699.1,rna-XM_022466700.1
LOC111123956,rna-XM_022466704.1,rna-XM_022466704.1,rna-XM_022466704.1,rna-XM_022466704.1
LOC111123957,rna-XM_022466754.1,rna-XM_022466754.1,rna-XM_022466754.1,rna-XM_022466754.1
LOC111123958,rna-XM_022466706.1,rna-XM_022466706.1,rna-XM_022466706.1,rna-XM_022466706.1
LOC111123959,rna-XM_022466707.1,rna-XM_022466707.1,rna-XM_022466707.1,rna-XM_022466707.1
LOC111123960,rna-XM_022466710.1,rna-XM_022466717.1,rna-XM_022466708.1,rna-XM_022466713.1
LOC111123961,rna-XM_022466715.1,rna-XM_022466715.1,rna-XM_022466724.1,rna-XM_022466724.1
LOC111123962,rna-XM_022466719.1,rna-XM_022466719.1,rna-XM_022466718.1,rna-XM_022466718.1
LOC111123963,rna-XM_022466721.1,rna-XM_022466721.1,rna-XM_022466721.1,rna-XM_022466721.1
LOC111123964,rna-XM_022466725.1,rna-XM_022466725.1,rna-XM_022466729.1,rna-XM_022466727.1
LOC111123965,rna-XM_022466730.1,rna-XM_022466730.1,rna-XM_022466730.1,rna-XM_022466730.1
LOC111123966,rna-XM_022466733.1,rna-XM_022466733.1,rna-XM_022466733.1,rna-XM_022466733.1
LOC111123967,rna-XM_022466738.1,rna-XM_022466748.1,rna-XM_022466738.1,rna-XM_022466738.1
LOC111123968,rna-XM_022466736.1,rna-XM_022466736.1,rna-XM_022466736.1,rna-XM_022466736.1
LOC111123969,rna-XM_022466737.1,rna-XM_022466737.1,rna-XM_022466737.1,rna-XM_022466737.1
LOC111123970,rna-XM_022466744.1,rna-XM_022466744.1,rna-XM_022466741.1,rna-XM_022466739.1
LOC111123971,rna-XM_022466745.1,rna-XM_022466745.1,rna-XM_022466745.1,rna-XM_022466745.1
LOC111123972,rna-XM_022466749.1,rna-XM_022466749.1,rna-XM_022466749.1,rna-XM_022466749.1
LOC111123973,rna-XM_022466751.1,rna-XM_022466751.1,rna-XM_022466750.1,rna-XM_022466750.1
LOC111123974,rna-XM_022466755.1,rna-XM_022466755.1,rna-XM_022466755.1,rna-XM_022466755.1
LOC111123975,rna-XM_022466756.1,rna-XM_022466756.1,rna-XM_022466756.1,rna-XM_022466756.1
LOC111123976,rna-XM_022466758.1,rna-XM_022466758.1,rna-XM_022466757.1,rna-XM_022466757.1
LOC111123977,rna-XM_022466763.1,rna-XM_022466763.1,rna-XM_022466763.1,rna-XM_022466763.1
LOC111123978,rna-XM_022466761.1,rna-XM_022466761.1,rna-XM_022466761.1,rna-XM_022466761.1
LOC111123979,rna-XM_022466772.1,rna-XM_022466772.1,rna-XM_022466770.1,rna-XM_022466766.1
LOC111123980,rna-XM_022466773.1,rna-XM_022466773.1,rna-XM_022466773.1,rna-XM_022466773.1
LOC111123981,rna-XM_022466776.1,rna-XM_022466776.1,rna-XM_022466776.1,rna-XM_022466776.1
LOC111123982,rna-XM_022466775.1,rna-XM_022466775.1,rna-XM_022466775.1,rna-XM_022466775.1
LOC111123983,rna-XM_022466782.1,rna-XM_022466788.1,rna-XM_022466781.1,rna-XM_022466779.1
LOC111123984,rna-XM_022466791.1,rna-XM_022466791.1,rna-XM_022466791.1,rna-XM_022466791.1
LOC111123985,rna-XM_022466790.1,rna-XM_022466790.1,rna-XM_022466790.1,rna-XM_022466790.1
LOC111123986,rna-XM_022466792.1,rna-XM_022466792.1,rna-XM_022466794.1,rna-XM_022466792.1
LOC111123987,rna-XM_022466795.1,rna-XM_022466795.1,rna-XM_022466795.1,rna-XM_022466795.1
LOC111123988,rna-XM_022466797.1,rna-XM_022466797.1,rna-XM_022466797.1,rna-XM_022466797.1
LOC111123989,rna-XM_022466798.1,rna-XM_022466798.1,rna-XM_022466798.1,rna-XM_022466798.1
LOC111123990,rna-XM_022466799.1,rna-XM_022466799.1,rna-XM_022466800.1,rna-XM_022466800.1
LOC111123991,rna-XR_002638132.1,rna-XR_002638132.1,rna-XR_002638132.1,rna-XR_002638132.1
LOC111123992,rna-XM_022466804.1,rna-XM_022466802.1,rna-XM_022466802.1,rna-XM_022466802.1
LOC111123993,rna-XM_022466806.1,rna-XM_022466808.1,rna-XM_022466806.1,rna-XM_022466816.1
LOC111123994,rna-XM_022466824.1,rna-XM_022466824.1,rna-XM_022466814.1,rna-XM_022466814.1
LOC111123995,rna-XM_022466820.1,rna-XM_022466820.1,rna-XM_022466820.1,rna-XM_022466822.1
