gene_name	t_name	Predom_exp
LOC111099434	rna-XM_022430717.1	1.38132366666667
LOC111099435	rna-XR_002633671.1	0
LOC111099436	rna-XM_022430718.1	0.193487166666667
LOC111099437	rna-XM_022430719.1	3.79310416666667
LOC111099438	rna-XM_022430722.1	0.0795213333333333
LOC111099439	rna-XM_022430725.1	1.18824883333333
LOC111099440	rna-XR_002633672.1	7.81013833333333
LOC111099441	rna-XR_002633673.1	0.0299015
LOC111099442	rna-XM_022430723.1	22.2488501666667
LOC111099443	rna-XM_022430724.1	14.8231521666667
LOC111099444	rna-XR_002633674.1	0.0097295
LOC111099445	rna-XR_002633675.1	0.271575333333333
LOC111099446	rna-XM_022430727.1	17.5834021666667
LOC111099447	rna-XM_022430728.1	0.185273666666667
LOC111099448	rna-XM_022430761.1	0.5605455
LOC111099449	rna-XM_022430729.1	0.442646166666667
LOC111099450	rna-XM_022430731.1	0.638213333333333
LOC111099451	rna-XM_022430735.1	0.833606666666667
LOC111099452	rna-XR_002633676.1	0
LOC111099453	rna-XM_022430733.1	0.348170333333333
LOC111099454	rna-XM_022430734.1	13.9300238333333
LOC111099455	rna-XM_022430736.1	0.4444735
LOC111099456	rna-XM_022430737.1	0
LOC111099457	rna-XR_002633678.1	0.796554666666667
LOC111099458	rna-XM_022430741.1	163.934666
LOC111099459	rna-XM_022430743.1	23.3923096666667
LOC111099460	rna-XM_022430742.1	79.9720976666667
LOC111099461	rna-XM_022430745.1	1.1447295
LOC111099462	rna-XM_022430746.1	0.0482531666666667
LOC111099463	rna-XM_022430750.1	0.0050845
LOC111099464	rna-XM_022430751.1	1.09134166666667
LOC111099465	rna-XM_022430754.1	0.188800166666667
LOC111099466	rna-XM_022430755.1	0
LOC111099467	rna-XR_002633689.1	1.3998945
LOC111099468	rna-XM_022430756.1	2.78831033333333
LOC111099469	rna-XM_022430757.1	0.726062
LOC111099470	rna-XM_022430758.1	3.805458
LOC111099471	rna-XM_022430762.1	13.1591058333333
LOC111099472	rna-XR_002633691.1	0.227292833333333
LOC111099473	rna-XM_022430759.1	0.226179833333333
LOC111099474	rna-XM_022430760.1	0.802482666666667
LOC111099475	rna-XM_022430763.1	0.177110166666667
LOC111099476	rna-XM_022430764.1	1.293317
LOC111099477	rna-XM_022430766.1	4.48006233333333
LOC111099478	rna-XM_022430767.1	4.86193783333333
LOC111099479	rna-XM_022430768.1	9.46360366666667
LOC111099480	rna-XM_022430770.1	0.342313333333333
LOC111099481	rna-XM_022430775.1	1.54385566666667
LOC111099482	rna-XM_022430771.1	0
LOC111099483	rna-XM_022430772.1	33.8085325
LOC111099484	rna-XM_022430777.1	28.5668298333333
LOC111099485	rna-XM_022430778.1	0.483564
LOC111099486	rna-XM_022430779.1	0
LOC111099487	rna-XR_002633692.1	0.231009833333333
LOC111099488	rna-XR_002633693.1	0
LOC111099489	rna-XM_022430787.1	7.82403483333333
LOC111099490	rna-XM_022430788.1	5.266778
LOC111099491	rna-XM_022430790.1	0
LOC111099492	rna-XR_002633695.1	0.391145166666667
LOC111099493	rna-XM_022430793.1	0.0460745
LOC111099494	rna-XM_022430794.1	0.4365185
LOC111099495	rna-XM_022430795.1	0.327150666666667
LOC111099496	rna-XM_022430796.1	3.872884
LOC111099497	rna-XM_022430799.1	0.116849833333333
LOC111099498	rna-XM_022430800.1	0.874854166666667
LOC111099499	rna-XM_022430802.1	0
LOC111099500	rna-XM_022430803.1	0.609878166666667
LOC111099501	rna-XM_022430804.1	0
LOC111099502	rna-XM_022430811.1	9.035231
LOC111099503	rna-XM_022430808.1	0.892579666666667
LOC111099504	rna-XM_022430809.1	0.2875675
LOC111099505	rna-XR_002633697.1	1.2242125
LOC111099506	rna-XM_022430815.1	0.750805666666667
LOC111099507	rna-XM_022430816.1	0.06342
LOC111099508	rna-XM_022430817.1	0.486491833333333
LOC111099509	rna-XM_022430822.1	5.498653
LOC111099510	rna-XM_022430819.1	0.5107345
LOC111099511	rna-XM_022430820.1	3.16321416666667
LOC111099512	rna-XR_002633699.1	0.118982333333333
LOC111099513	rna-XM_022430823.1	0.0129593333333333
LOC111099514	rna-XM_022430824.1	1.3988945
LOC111099515	rna-XM_022430825.1	0
LOC111099516	rna-XM_022430828.1	0.0275135
LOC111099517	rna-XM_022430829.1	13.2799523333333
LOC111099518	rna-XM_022430854.1	0.810656333333333
LOC111099519	rna-XM_022430832.1	2.9087315
LOC111099520	rna-XR_002633700.1	0
LOC111099521	rna-XM_022430833.1	5.756432
LOC111099522	rna-XM_022430835.1	24.6049885
LOC111099523	rna-XM_022430836.1	30.5298548333333
LOC111099524	rna-XM_022430837.1	24.0798698333333
LOC111099525	rna-XR_002633701.1	0.324165333333333
LOC111099526	rna-XM_022430838.1	0.200163666666667
LOC111099527	rna-XM_022430839.1	0.1482725
LOC111099528	rna-XM_022430840.1	0.118246833333333
LOC111099529	rna-XM_022430875.1	0.765415
LOC111099530	rna-XR_002633702.1	0.643905833333333
LOC111099531	rna-XM_022430842.1	9.80675183333333
LOC111099532	rna-XM_022430844.1	0.0271001666666667
LOC111099533	rna-XM_022430845.1	5.21426633333333
LOC111099534	rna-XM_022430846.1	1.14126783333333
LOC111099535	rna-XM_022430847.1	0.2871015
LOC111099536	rna-XM_022430849.1	0.0430893333333333
LOC111099537	rna-XM_022430850.1	0.604740666666667
LOC111099538	rna-XR_002633705.1	0.140690333333333
LOC111099539	rna-XM_022430852.1	1.6748575
LOC111099540	rna-XM_022430853.1	1.344095
LOC111099541	rna-XR_002633706.1	0.263198833333333
LOC111099542	rna-XM_022430855.1	0.157793333333333
LOC111099543	rna-XM_022430857.1	0.1588535
LOC111099544	rna-XM_022430858.1	19.8594861666667
LOC111099545	rna-XM_022430859.1	0.860410166666667
LOC111099546	rna-XM_022430860.1	0
LOC111099547	rna-XM_022430861.1	2.41444166666667
LOC111099548	rna-XM_022430865.1	29.4909521666667
LOC111099549	rna-XM_022430862.1	0.303015166666667
LOC111099550	rna-XR_002633707.1	0.0946815
LOC111099551	rna-XM_022430866.1	0.0777346666666667
LOC111099552	rna-XM_022430868.1	8.777409
LOC111099553	rna-XM_022430869.1	1.09947016666667
LOC111099554	rna-XM_022430870.1	0.141812333333333
LOC111099555	rna-XM_022430871.1	0.442562666666667
LOC111099556	rna-XM_022430872.1	0.157074
LOC111099557	rna-XM_022430876.1	71.2312728333333
LOC111099558	rna-XM_022430873.1	0.1806755
LOC111099559	rna-XM_022430874.1	0.133251833333333
LOC111099560	rna-XR_002633709.1	1.47579116666667
LOC111099561	rna-XR_002633710.1	0.911385
LOC111099562	rna-XR_002633711.1	0
LOC111099563	rna-XM_022430877.1	0.0769971666666667
LOC111099564	rna-XM_022430880.1	0.1254535
LOC111099565	gene-LOC111099565	2.56230533333333
LOC111099566	rna-XM_022430881.1	0.424258333333333
LOC111099567	rna-XM_022430884.1	1.58657783333333
LOC111099568	rna-XR_002633712.1	0.0625221666666667
LOC111099569	rna-XM_022430886.1	0.0865745
LOC111099570	rna-XM_022430888.1	1.29054166666667
LOC111099571	rna-XM_022430889.1	118.957590333333
LOC111099572	rna-XM_022430890.1	2.67161166666667
LOC111099573	rna-XM_022430893.1	33.7372131666667
LOC111099574	rna-XM_022430892.1	0.0108038333333333
LOC111099575	rna-XR_002633713.1	0.026026
LOC111099576	rna-XR_002633718.1	2.23577033333333
LOC111099577	rna-XM_022430894.1	1.09738383333333
LOC111099578	rna-XM_022430896.1	0.295246666666667
LOC111099579	rna-XM_022430899.1	0.189470833333333
LOC111099580	rna-XM_022430920.1	20.5712203333333
LOC111099581	rna-XM_022430900.1	0.0431615
LOC111099582	rna-XM_022430901.1	7.72560683333333
LOC111099583	rna-XM_022430903.1	0.0292438333333333
LOC111099584	rna-XM_022430906.1	11.761024
LOC111099585	rna-XM_022430907.1	44.2120326666667
LOC111099586	rna-XM_022430908.1	0.0122866666666667
LOC111099587	rna-XM_022430915.1	1.91562316666667
LOC111099588	rna-XM_022430916.1	0.0283996666666667
LOC111099589	rna-XM_022430917.1	8.35548016666667
LOC111099590	rna-XM_022430918.1	0.384121666666667
LOC111099591	rna-XM_022430921.1	0.0154871666666667
LOC111099592	rna-XM_022430922.1	2.32968633333333
LOC111099593	rna-XM_022430926.1	16.9131906666667
LOC111099594	rna-XM_022430940.1	22.8471471666667
LOC111099595	rna-XM_022430928.1	0.0796406666666667
LOC111099596	rna-XM_022430929.1	0.3197425
LOC111099597	rna-XM_022430934.1	7.60034133333333
LOC111099598	rna-XM_022430935.1	14.1565486666667
LOC111099599	rna-XR_002633723.1	0.0371595
LOC111099600	rna-XM_022430938.1	0.642892666666667
LOC111099601	rna-XM_022430941.1	2.22843883333333
LOC111099602	rna-XM_022430942.1	0
LOC111099603	rna-XM_022430953.1	1.74728416666667
LOC111099604	rna-XM_022430955.1	4.324561
LOC111099605	rna-XM_022430994.1	0.787085166666667
LOC111099606	rna-XM_022430958.1	17.8230581666667
LOC111099607	rna-XR_002633724.1	0.1880255
LOC111099608	rna-XM_022430959.1	0.211969166666667
LOC111099609	rna-XM_022430960.1	0.576868166666667
LOC111099610	rna-XM_022430965.1	53.1258716666667
LOC111099611	rna-XR_002633725.1	4.849411
LOC111099612	rna-XM_022430969.1	1.64223816666667
LOC111099613	rna-XM_022430970.1	13.1592556666667
LOC111099614	rna-XM_022430976.1	2.05185733333333
LOC111099615	rna-XR_002633726.1	1.1600755
LOC111099616	rna-XR_002633727.1	0.266477166666667
LOC111099617	rna-XM_022430979.1	7.34566583333333
LOC111099618	rna-XM_022430980.1	0.0343763333333333
LOC111099619	rna-XM_022430981.1	0.277711833333333
LOC111099620	rna-XM_022430982.1	0.253241166666667
LOC111099621	rna-XM_022430985.1	0.595252333333333
LOC111099622	rna-XM_022430986.1	1.64769566666667
LOC111099623	rna-XM_022430987.1	5.18619766666667
LOC111099624	rna-XR_002633728.1	28.8630033333333
LOC111099625	rna-XM_022430988.1	9.6627855
LOC111099626	rna-XM_022430989.1	17.7039338333333
LOC111099627	rna-XM_022430990.1	0.495074666666667
LOC111099628	rna-XM_022430995.1	37.1160263333333
LOC111099629	rna-XM_022430991.1	2.57631766666667
LOC111099630	rna-XM_022430992.1	0.1491135
LOC111099631	rna-XM_022430993.1	56.2749765
LOC111099632	rna-XM_022430997.1	0
LOC111099633	rna-XM_022430999.1	1.16393116666667
LOC111099634	rna-XM_022431000.1	0.0172595
LOC111099635	rna-XR_002633731.1	1.14412083333333
LOC111099636	rna-XR_002633732.1	0
LOC111099637	rna-XR_002633733.1	1.61808583333333
LOC111099638	rna-XR_002633734.1	3.1683165
LOC111099639	rna-XM_022431001.1	19.0764086666667
LOC111099640	rna-XR_002633735.1	0.0856088333333333
LOC111099641	rna-XM_022431006.1	0
LOC111099642	rna-XM_022431007.1	1.41673333333333
LOC111099643	rna-XM_022431011.1	2.80651133333333
LOC111099644	rna-XM_022431009.1	0
LOC111099645	rna-XR_002633736.1	1.5251455
LOC111099646	rna-XM_022431012.1	1.08179266666667
LOC111099647	rna-XR_002633737.1	0.106849166666667
LOC111099648	rna-XM_022431013.1	1.75745716666667
LOC111099649	rna-XR_002633739.1	0.533541166666667
LOC111099650	rna-XM_022431015.1	0.304647333333333
LOC111099651	rna-XM_022431017.1	0.593553833333333
LOC111099652	rna-XM_022431022.1	1.62105133333333
LOC111099653	rna-XM_022431018.1	0.416695166666667
LOC111099654	rna-XM_022431019.1	0.41274
LOC111099655	rna-XM_022431023.1	0.680625166666667
LOC111099656	rna-XM_022431024.1	0.450699166666667
LOC111099657	rna-XM_022431025.1	8.66406433333333
LOC111099658	rna-XM_022431026.1	1.420252
LOC111099659	rna-XM_022431028.1	4.58061483333333
LOC111099660	rna-XM_022431027.1	6.55372533333333
LOC111099661	rna-XR_002633740.1	0.605410333333333
LOC111099662	rna-XR_002633741.1	0.0856136666666667
LOC111099663	rna-XM_022431029.1	0.105526333333333
LOC111099664	rna-XM_022431040.1	8.75863616666667
LOC111099665	rna-XM_022431041.1	0.0379841666666667
LOC111099666	rna-XM_022431042.1	7.2994605
LOC111099667	rna-XM_022431043.1	0
LOC111099668	rna-XM_022431055.1	0.467658666666667
LOC111099669	rna-XM_022431057.1	0.754767333333333
LOC111099670	rna-XM_022431060.1	3.72936583333333
LOC111099671	rna-XM_022431058.1	0.3511835
LOC111099672	gene-LOC111099672	0.549613666666667
LOC111099673	rna-XM_022431061.1	0.347178
LOC111099674	rna-XM_022431065.1	0.360827833333333
LOC111099675	rna-XR_002633746.1	0.356316
LOC111099676	rna-XM_022431067.1	1.2579635
LOC111099677	rna-XR_002633751.1	44.5470128333333
LOC111099678	rna-XM_022431089.1	0.281732666666667
LOC111099679	rna-XM_022431068.1	1.01646133333333
LOC111099680	rna-XM_022431069.1	1.2760905
LOC111099681	rna-XM_022431070.1	3.31727433333333
LOC111099682	rna-XM_022431072.1	0.0795681666666667
LOC111099683	rna-XM_022431074.1	0.0187445
LOC111099684	rna-XM_022431076.1	5.35717666666667
LOC111099685	rna-XM_022431077.1	0.423894666666667
LOC111099686	rna-XM_022431078.1	0.079117
LOC111099687	rna-XM_022431082.1	1.709293
LOC111099688	rna-XM_022431083.1	7.52576216666667
LOC111099689	rna-XM_022431086.1	0.0133358333333333
LOC111099690	rna-XM_022431088.1	15.093524
LOC111099691	rna-XM_022431090.1	0.0740188333333333
LOC111099692	rna-XM_022431094.1	10.0942985
LOC111099693	rna-XM_022431103.1	16.5920963333333
LOC111099694	rna-XM_022431102.1	1.27388783333333
LOC111099695	rna-XR_002633748.1	0.1479725
LOC111099696	rna-XM_022431106.1	2.75224883333333
LOC111099697	rna-XM_022431107.1	2.032217
LOC111099698	rna-XR_002633749.1	0.255116333333333
LOC111099699	rna-XR_002633750.1	0
LOC111099700	rna-XM_022431108.1	2.373237
LOC111099701	rna-XM_022431127.1	18.173985
LOC111099702	rna-XM_022431113.1	4.577598
LOC111099703	rna-XM_022431115.1	1.21188216666667
LOC111099704	rna-XM_022431116.1	1.358757
LOC111099705	rna-XM_022431117.1	0.116768333333333
LOC111099706	rna-XR_002633754.1	0.0992851666666667
LOC111099707	rna-XM_022431118.1	0.188399666666667
LOC111099708	rna-XM_022431119.1	0.7881495
LOC111099709	rna-XR_002633757.1	0.155418666666667
LOC111099710	rna-XR_002633758.1	0.197323
LOC111099711	rna-XM_022431124.1	0.3110535
LOC111099712	rna-XM_022431125.1	0.0378661666666667
LOC111099713	rna-XM_022431126.1	13.6103398333333
LOC111099714	rna-XR_002633760.1	0.0974641666666667
LOC111099715	rna-XM_022431128.1	3.080817
LOC111099716	rna-XM_022431129.1	0.2049975
LOC111099717	rna-XM_022431130.1	2.92426316666667
LOC111099718	rna-XM_022431131.1	0.302492666666667
LOC111099719	rna-XR_002633761.1	0.0440636666666667
LOC111099720	rna-XR_002633762.1	0.144037166666667
LOC111099721	rna-XM_022431139.1	0.550402833333333
LOC111099722	rna-XM_022431137.1	2.33375233333333
LOC111099723	rna-XM_022431140.1	1.1092485
LOC111099724	rna-XM_022431141.1	3.74813133333333
LOC111099725	rna-XM_022431142.1	0.225869166666667
LOC111099726	rna-XM_022431143.1	0
LOC111099727	rna-XM_022431147.1	0.0855253333333333
