gene_name	t_name	Predom_exp
LOC111099174	rna-XM_022430594.1	2.67034983333333
LOC111099175	rna-XM_022430584.1	5.64548916666667
LOC111099176	rna-XM_022430585.1	1.3358505
LOC111099177	rna-XR_002633652.1	0
LOC111099178	rna-XM_022430587.1	0.188638333333333
LOC111099179	rna-XM_022430588.1	0.4522545
LOC111099180	rna-XM_022430589.1	6.4555715
LOC111099181	rna-XM_022430591.1	0.0903808333333333
LOC111099182	rna-XM_022430592.1	40.5531566666667
LOC111099183	rna-XM_022430593.1	9.79844516666667
LOC111099184	rna-XM_022430595.1	3.35639416666667
LOC111099185	rna-XM_022430596.1	0.721848666666667
LOC111099186	rna-XM_022430597.1	0.2484755
LOC111099187	rna-XR_002633653.1	0.063736
LOC111099188	rna-XM_022430598.1	0.053388
LOC111099189	rna-XR_002633654.1	0.224472
LOC111099190	rna-XM_022430599.1	0.1039945
LOC111099191	rna-XM_022430603.1	0.0824695
LOC111099192	rna-XM_022430601.1	5.14552283333333
LOC111099193	rna-XM_022430602.1	1.10536016666667
LOC111099194	rna-XM_022430620.1	1.35333233333333
LOC111099195	rna-XM_022430618.1	0.065491
LOC111099196	rna-XM_022430627.1	6.20101816666667
LOC111099197	rna-XM_022430630.1	3.48585833333333
LOC111099198	rna-XR_002633659.1	0.1154005
LOC111099199	rna-XM_022430628.1	0.0984678333333333
LOC111099200	rna-XM_022430631.1	2.37936916666667
LOC111099201	rna-XM_022430632.1	1.36231816666667
LOC111099202	rna-XM_022430633.1	0.786264833333333
LOC111099203	rna-XM_022430634.1	12.1774561666667
LOC111099204	rna-XM_022430635.1	0
LOC111099205	rna-XM_022430636.1	0.149431
LOC111099206	rna-XM_022430637.1	5.54896283333333
LOC111099207	rna-XM_022430642.1	0.510456333333333
LOC111099208	rna-XR_002633660.1	0.171279333333333
LOC111099209	rna-XM_022430641.1	4.592941
LOC111099210	rna-XM_022430643.1	1.18666216666667
LOC111099211	rna-XM_022430644.1	7.626098
LOC111099212	rna-XM_022430645.1	5.8584845
LOC111099213	rna-XM_022430646.1	0.1556875
LOC111099214	rna-XM_022430647.1	0.789935
LOC111099215	rna-XM_022430648.1	8.553414
LOC111099216	rna-XM_022430649.1	3.9756
LOC111099217	rna-XM_022430653.1	1.15059583333333
LOC111099218	rna-XM_022430650.1	21.9174396666667
LOC111099219	rna-XM_022430651.1	12.5809631666667
LOC111099220	rna-XM_022430654.1	6.30836366666667
LOC111099221	rna-XM_022430655.1	5.86586983333333
LOC111099222	rna-XM_022430656.1	4.42655033333333
LOC111099223	rna-XR_002633661.1	0.0730305
LOC111099224	rna-XM_022430664.1	1.75513616666667
LOC111099225	rna-XM_022430665.1	0.638174833333333
LOC111099226	rna-XM_022430666.1	5.63992683333333
LOC111099227	rna-XM_022430668.1	8.90007933333333
LOC111099228	rna-XM_022430670.1	0.0658366666666667
LOC111099229	rna-XM_022430672.1	0.23953
LOC111099230	rna-XM_022430673.1	0.140750833333333
LOC111099246	rna-XM_022430676.1	0.0222153333333333
LOC111099262	rna-XM_022430677.1	0.570895666666667
LOC111099278	rna-XR_002633662.1	0.748285833333333
LOC111099289	rna-XR_002633663.1	0.330166666666667
LOC111099300	rna-XM_022430678.1	11.8781653333333
LOC111099316	rna-XM_022430684.1	1.00354116666667
LOC111099327	rna-XM_022430681.1	17.4032395
LOC111099343	rna-XM_022430682.1	6.49812333333333
LOC111099359	rna-XM_022430683.1	9.32045116666667
LOC111099375	rna-XM_022430686.1	3.8423885
LOC111099408	rna-XR_002633664.1	4.29170266666667
LOC111099409	rna-XM_022430688.1	0.0377315
LOC111099410	rna-XM_022430691.1	1.53311366666667
LOC111099411	rna-XR_002633665.1	0
LOC111099412	rna-XR_002633666.1	0.00731883333333333
LOC111099413	rna-XM_022430690.1	0.1050195
LOC111099414	rna-XM_022430692.1	0.2130865
LOC111099415	rna-XM_022430694.1	0.083389
LOC111099416	rna-XR_002633667.1	0.269585833333333
LOC111099417	rna-XM_022430695.1	28.7446511666667
LOC111099418	rna-XM_022430696.1	0.6617725
LOC111099419	rna-XM_022430697.1	0.386563333333333
LOC111099420	rna-XM_022430700.1	0.9855805
LOC111099421	rna-XM_022430698.1	1.149
LOC111099422	rna-XR_002633668.1	0.205974166666667
LOC111099423	rna-XM_022430699.1	0
LOC111099424	rna-XM_022430701.1	2.71217716666667
LOC111099425	rna-XM_022430702.1	0.0650823333333333
LOC111099426	rna-XM_022430706.1	5.583758
LOC111099427	rna-XM_022430708.1	5.49427816666667
LOC111099428	rna-XM_022430711.1	1.6289155
LOC111099429	rna-XM_022430712.1	0.3835085
LOC111099430	rna-XM_022430713.1	0.243024333333333
LOC111099431	rna-XR_002633669.1	0.0354448333333333
LOC111099432	rna-XM_022430715.1	0.0274491666666667
LOC111099433	rna-XR_002633670.1	0.230012833333333
LOC111099434	rna-XM_022430717.1	1.56995716666667
LOC111099435	rna-XR_002633671.1	0
LOC111099436	rna-XM_022430718.1	0.108776666666667
LOC111099437	rna-XM_022430719.1	4.56392733333333
LOC111099438	rna-XM_022430722.1	0.1385775
LOC111099439	rna-XM_022430725.1	0.4449365
LOC111099440	rna-XR_002633672.1	7.07016183333333
LOC111099441	rna-XR_002633673.1	0
LOC111099442	rna-XM_022430723.1	23.842179
LOC111099443	rna-XM_022430724.1	14.7943998333333
LOC111099444	rna-XR_002633674.1	0.1974065
LOC111099445	rna-XR_002633675.1	0.161158833333333
LOC111099446	rna-XM_022430727.1	15.2600018333333
LOC111099447	rna-XM_022430728.1	0.262341333333333
LOC111099448	rna-XM_022430761.1	0.0859818333333333
LOC111099449	rna-XM_022430729.1	0.159011
LOC111099450	rna-XM_022430731.1	0.500503666666667
LOC111099451	rna-XM_022430735.1	0.692753666666667
LOC111099452	rna-XR_002633676.1	0
LOC111099453	rna-XM_022430733.1	0.227403666666667
LOC111099454	rna-XM_022430734.1	10.8829658333333
LOC111099455	rna-XM_022430736.1	0.461253166666667
LOC111099456	rna-XM_022430737.1	0.0787263333333333
LOC111099457	rna-XR_002633686.1	0.270086333333333
LOC111099458	rna-XM_022430741.1	200.170282666667
LOC111099459	rna-XM_022430743.1	34.7367815
LOC111099460	rna-XM_022430742.1	94.8592061666667
LOC111099461	rna-XM_022430745.1	1.1400395
LOC111099462	rna-XM_022430746.1	0.1929265
LOC111099463	rna-XM_022430747.1	0
LOC111099464	rna-XM_022430751.1	0.418296833333333
LOC111099465	rna-XM_022430754.1	0.122117833333333
LOC111099466	rna-XM_022430755.1	0
LOC111099467	rna-XR_002633689.1	0.509240333333333
LOC111099468	rna-XM_022430756.1	0.733357666666667
LOC111099469	rna-XM_022430757.1	0.276864666666667
LOC111099470	rna-XM_022430758.1	4.48810933333333
LOC111099471	rna-XM_022430762.1	10.0346418333333
LOC111099472	rna-XR_002633691.1	0.0950991666666667
LOC111099473	rna-XM_022430759.1	0
LOC111099474	rna-XM_022430760.1	0.832402666666667
LOC111099475	rna-XM_022430763.1	0.0560251666666667
LOC111099476	rna-XM_022430765.1	0.245271833333333
LOC111099477	rna-XM_022430766.1	1.87147366666667
LOC111099478	rna-XM_022430767.1	5.17427733333333
LOC111099479	rna-XM_022430768.1	7.58745933333333
LOC111099480	rna-XM_022430770.1	0
LOC111099481	rna-XM_022430775.1	1.58121116666667
LOC111099482	rna-XM_022430771.1	0.0177516666666667
LOC111099483	rna-XM_022430773.1	35.1741556666667
LOC111099484	rna-XM_022430777.1	26.624503
LOC111099485	rna-XM_022430778.1	0.261818833333333
LOC111099486	rna-XM_022430779.1	0
LOC111099487	rna-XR_002633692.1	0.358552333333333
LOC111099488	rna-XR_002633694.1	0.0118715
LOC111099489	rna-XM_022430787.1	1.57980033333333
LOC111099490	rna-XM_022430788.1	3.74527316666667
LOC111099491	rna-XM_022430790.1	0
LOC111099492	rna-XR_002633695.1	0.449362
LOC111099493	rna-XM_022430793.1	0.00869766666666667
LOC111099494	rna-XM_022430794.1	0.239335833333333
LOC111099495	rna-XM_022430795.1	0.0389108333333333
LOC111099496	rna-XM_022430796.1	4.87193166666667
LOC111099497	rna-XM_022430799.1	0
LOC111099498	rna-XM_022430800.1	0.0713463333333333
LOC111099499	rna-XM_022430802.1	0.256768666666667
LOC111099500	rna-XM_022430803.1	0.499308
LOC111099501	rna-XM_022430804.1	0.0240553333333333
LOC111099502	rna-XM_022430811.1	11.0331598333333
LOC111099503	rna-XM_022430808.1	0.177033166666667
LOC111099504	rna-XM_022430813.1	0.142255
LOC111099505	rna-XR_002633697.1	0.399504333333333
LOC111099506	rna-XM_022430814.1	0.383043
LOC111099507	rna-XM_022430816.1	0.0359958333333333
LOC111099508	rna-XR_002633698.1	0.166648666666667
LOC111099509	rna-XM_022430822.1	3.19217833333333
LOC111099510	rna-XM_022430819.1	0.00241783333333333
LOC111099511	rna-XM_022430820.1	4.15667433333333
LOC111099512	rna-XR_002633699.1	0.10843
LOC111099513	rna-XM_022430823.1	0.0334223333333333
LOC111099514	rna-XM_022430824.1	0.157068333333333
LOC111099515	rna-XM_022430826.1	0.0169073333333333
LOC111099516	rna-XM_022430828.1	0.0228945
LOC111099517	rna-XM_022430829.1	15.8925018333333
LOC111099518	rna-XM_022430854.1	0.152556833333333
LOC111099519	rna-XM_022430832.1	3.25900566666667
LOC111099520	rna-XR_002633700.1	0.350739166666667
LOC111099521	rna-XM_022430833.1	1.76482766666667
LOC111099522	rna-XM_022430835.1	17.4141705
LOC111099523	rna-XM_022430836.1	23.1429213333333
LOC111099524	rna-XM_022430837.1	26.7105558333333
LOC111099525	rna-XR_002633701.1	0.116522333333333
LOC111099526	rna-XM_022430838.1	0.280393
LOC111099527	rna-XM_022430839.1	0.575465666666667
LOC111099528	rna-XM_022430840.1	0.1207745
LOC111099529	rna-XM_022430875.1	0.358826666666667
LOC111099530	rna-XR_002633702.1	0.161341333333333
LOC111099531	rna-XM_022430842.1	12.7720371666667
LOC111099532	rna-XM_022430844.1	0.0975053333333333
LOC111099533	rna-XM_022430845.1	7.57849116666667
LOC111099534	rna-XM_022430846.1	1.68712266666667
LOC111099535	rna-XM_022430847.1	0.0656436666666667
LOC111099536	rna-XM_022430849.1	0.00597783333333333
LOC111099537	rna-XM_022430850.1	0.020912
LOC111099538	rna-XR_002633705.1	0.122693
LOC111099539	rna-XM_022430852.1	3.03618066666667
LOC111099540	rna-XM_022430853.1	2.591388
LOC111099541	rna-XR_002633706.1	1.14858183333333
LOC111099542	rna-XM_022430855.1	0
LOC111099543	rna-XM_022430857.1	0.522955666666667
LOC111099544	rna-XM_022430858.1	24.7959193333333
LOC111099545	rna-XM_022430859.1	0.706367166666667
LOC111099546	rna-XM_022430860.1	0
LOC111099547	rna-XM_022430861.1	2.01626466666667
LOC111099548	rna-XM_022430865.1	34.793355
LOC111099549	rna-XM_022430862.1	0.2031435
LOC111099550	rna-XR_002633707.1	0.057958
LOC111099551	rna-XM_022430866.1	0.02896
LOC111099552	rna-XM_022430868.1	8.145663
LOC111099553	rna-XM_022430869.1	0.314869333333333
LOC111099554	rna-XM_022430870.1	0.078688
LOC111099555	rna-XM_022430871.1	0.613127666666667
LOC111099556	rna-XM_022430872.1	0.0883933333333333
LOC111099557	rna-XM_022430876.1	76.3735578333333
LOC111099558	rna-XM_022430873.1	0.171841666666667
LOC111099559	rna-XM_022430874.1	0.0576206666666667
LOC111099560	rna-XR_002633709.1	0.578248333333333
LOC111099561	rna-XR_002633710.1	0.387051166666667
LOC111099562	rna-XR_002633711.1	0
LOC111099563	rna-XM_022430877.1	0.0245931666666667
LOC111099564	rna-XM_022430880.1	0.0882285
LOC111099565	gene-LOC111099565	1.78432183333333
LOC111099566	rna-XM_022430881.1	0.761078333333333
LOC111099567	rna-XM_022430885.1	2.870446
LOC111099568	rna-XR_002633712.1	0
LOC111099569	rna-XM_022430887.1	0.577508166666667
LOC111099570	rna-XM_022430888.1	1.9255925
LOC111099571	rna-XM_022430889.1	130.447643
LOC111099572	rna-XM_022430890.1	2.03224883333333
LOC111099573	rna-XM_022430893.1	38.0984336666667
LOC111099574	rna-XM_022430892.1	0.0784288333333333
LOC111099575	rna-XR_002633713.1	0.0386095
LOC111099576	rna-XR_002633718.1	1.054016
LOC111099577	rna-XM_022430894.1	1.55280733333333
LOC111099578	rna-XM_022430896.1	0.265377666666667
LOC111099579	rna-XR_002633719.1	0.118899666666667
LOC111099580	rna-XM_022430920.1	21.3708815
LOC111099581	rna-XM_022430900.1	0
LOC111099582	rna-XM_022430901.1	7.685205
LOC111099583	rna-XM_022430903.1	0.0413835
LOC111099584	rna-XM_022430906.1	14.2086188333333
LOC111099585	rna-XM_022430907.1	31.570898
LOC111099586	rna-XM_022430908.1	0
LOC111099587	rna-XM_022430915.1	0.678720666666667
LOC111099588	rna-XM_022430916.1	0.01455
LOC111099589	rna-XM_022430917.1	4.041925
LOC111099590	rna-XM_022430918.1	0.0350693333333333
LOC111099591	rna-XM_022430919.1	0.247092833333333
LOC111099592	rna-XM_022430922.1	0.137768666666667
LOC111099593	rna-XM_022430926.1	12.0815781666667
LOC111099594	rna-XM_022430940.1	19.6073396666667
LOC111099595	rna-XM_022430928.1	0.0323511666666667
LOC111099596	rna-XM_022430931.1	0.649874
LOC111099597	rna-XM_022430934.1	10.3493406666667
LOC111099598	rna-XM_022430935.1	18.7618106666667
LOC111099599	rna-XR_002633723.1	0.005691
LOC111099600	rna-XM_022430937.1	0.1289585
LOC111099601	rna-XM_022430939.1	0.70604
LOC111099602	rna-XM_022430943.1	0.0806555
LOC111099603	rna-XM_022430944.1	1.392106
LOC111099604	rna-XM_022430955.1	5.6012255
LOC111099605	rna-XM_022430994.1	0.267578666666667
LOC111099606	rna-XM_022430958.1	5.51837033333333
LOC111099607	rna-XR_002633724.1	0.082822
LOC111099608	rna-XM_022430959.1	0.168540666666667
LOC111099609	rna-XM_022430960.1	0.340314666666667
LOC111099610	rna-XM_022430965.1	66.9156496666667
LOC111099611	rna-XR_002633725.1	3.96489083333333
LOC111099612	rna-XM_022430968.1	1.55227233333333
LOC111099613	rna-XM_022430970.1	10.4062701666667
LOC111099614	rna-XM_022430984.1	2.3753455
LOC111099615	rna-XR_002633726.1	0.944334666666667
LOC111099616	rna-XR_002633727.1	0.306185
LOC111099617	rna-XM_022430979.1	7.185915
LOC111099618	rna-XM_022430980.1	0.0660318333333333
LOC111099619	rna-XM_022430981.1	0
LOC111099620	rna-XM_022430982.1	0.0504421666666667
LOC111099621	rna-XM_022430985.1	0.189461166666667
LOC111099622	rna-XM_022430986.1	0.795703166666667
LOC111099623	rna-XM_022430987.1	6.73727716666667
LOC111099624	rna-XR_002633728.1	39.6091828333333
LOC111099625	rna-XM_022430988.1	10.8756321666667
LOC111099626	rna-XM_022430989.1	24.0120563333333
LOC111099627	rna-XM_022430990.1	0.386517
LOC111099628	rna-XM_022430995.1	50.219138
LOC111099629	rna-XM_022430991.1	0.696263
LOC111099630	rna-XM_022430992.1	0.0953013333333333
LOC111099631	rna-XM_022430993.1	60.6975458333333
LOC111099632	rna-XR_002633730.1	0.0317025
LOC111099633	rna-XM_022430999.1	1.00705516666667
LOC111099634	rna-XM_022431000.1	0.0244653333333333
LOC111099635	rna-XR_002633731.1	12.4383536666667
LOC111099636	rna-XR_002633732.1	0
LOC111099637	rna-XR_002633733.1	1.67353516666667
LOC111099638	rna-XR_002633734.1	1.7644515
LOC111099639	rna-XM_022431001.1	16.2163671666667
LOC111099640	rna-XR_002633735.1	0.0268713333333333
LOC111099641	rna-XM_022431006.1	0.132629166666667
LOC111099642	rna-XM_022431007.1	0.969388333333333
LOC111099643	rna-XM_022431011.1	1.293121
LOC111099644	rna-XM_022431009.1	0
LOC111099645	rna-XR_002633736.1	1.62912233333333
LOC111099646	rna-XM_022431010.1	1.284758
LOC111099647	rna-XR_002633737.1	0.047901
LOC111099648	rna-XM_022431013.1	2.6131715
LOC111099649	rna-XR_002633739.1	0.2794015
LOC111099650	rna-XM_022431015.1	0.284886
LOC111099651	rna-XM_022431017.1	0.142065333333333
LOC111099652	rna-XM_022431022.1	1.7732895
LOC111099653	rna-XM_022431018.1	0.486023833333333
LOC111099654	rna-XM_022431019.1	0.199429333333333
LOC111099655	rna-XM_022431023.1	0.456186333333333
LOC111099656	rna-XM_022431024.1	0.154302666666667
LOC111099657	rna-XM_022431025.1	9.99223266666667
LOC111099658	rna-XM_022431026.1	1.26564666666667
LOC111099659	rna-XM_022431028.1	4.29467266666667
LOC111099660	rna-XM_022431027.1	8.82755616666667
LOC111099661	rna-XR_002633740.1	0.3337225
LOC111099662	rna-XR_002633741.1	0
LOC111099663	rna-XM_022431029.1	0.0885141666666667
LOC111099664	rna-XM_022431040.1	6.307825
LOC111099665	rna-XM_022431041.1	0.080526
LOC111099666	rna-XM_022431042.1	4.34355966666667
LOC111099667	rna-XM_022431043.1	0.00224916666666667
LOC111099668	rna-XM_022431055.1	0.1979265
LOC111099669	rna-XM_022431057.1	0.553395666666667
LOC111099670	rna-XM_022431060.1	3.46467316666667
LOC111099671	rna-XM_022431058.1	0.0555001666666667
LOC111099672	gene-LOC111099672	0.269065166666667
LOC111099673	rna-XM_022431061.1	0.120571666666667
LOC111099674	rna-XM_022431064.1	0.514938166666667
LOC111099675	rna-XR_002633745.1	0.481151666666667
LOC111099676	rna-XM_022431067.1	4.90502116666667
LOC111099677	rna-XR_002633751.1	63.1086458333333
LOC111099678	rna-XM_022431089.1	0.1835575
LOC111099679	rna-XM_022431068.1	0.872060833333333
LOC111099680	rna-XM_022431069.1	0.9985665
LOC111099681	rna-XM_022431070.1	2.34162483333333
LOC111099682	rna-XM_022431072.1	0.2215395
LOC111099683	rna-XM_022431074.1	0.155834166666667
LOC111099684	rna-XM_022431076.1	4.94763116666667
LOC111099685	rna-XM_022431077.1	0.2194335
LOC111099686	rna-XM_022431078.1	0.151153
LOC111099687	rna-XM_022431082.1	1.11648583333333
LOC111099688	rna-XM_022431083.1	6.70734916666667
LOC111099689	rna-XM_022431086.1	0.0463273333333333
LOC111099690	rna-XM_022431088.1	10.94573
LOC111099691	rna-XM_022431090.1	0.1800745
LOC111099692	rna-XM_022431094.1	11.5559293333333
LOC111099693	rna-XM_022431103.1	14.3319495
LOC111099694	rna-XM_022431102.1	1.6430215
LOC111099695	rna-XR_002633748.1	0
LOC111099696	rna-XM_022431104.1	1.382322
LOC111099697	rna-XM_022431107.1	1.60216566666667
LOC111099698	rna-XR_002633749.1	0.0422935
LOC111099699	rna-XR_002633750.1	0.172179666666667
LOC111099700	rna-XM_022431108.1	1.650378
LOC111099701	rna-XM_022431127.1	12.2882958333333
LOC111099702	rna-XM_022431113.1	4.58551283333333
LOC111099703	rna-XM_022431115.1	0.959338833333333
LOC111099704	rna-XM_022431116.1	0.886263
LOC111099705	rna-XM_022431117.1	0
LOC111099706	rna-XR_002633752.1	1.23910166666667
LOC111099707	rna-XM_022431118.1	0
LOC111099708	rna-XM_022431119.1	0
LOC111099709	rna-XR_002633755.1	0
LOC111099710	rna-XR_002633758.1	0.00541233333333333
LOC111099711	rna-XM_022431121.1	1.47571466666667
LOC111099712	rna-XM_022431125.1	0.112733
LOC111099713	rna-XM_022431126.1	10.9038301666667
LOC111099714	rna-XR_002633760.1	0.0185666666666667
LOC111099715	rna-XM_022431128.1	2.588872
LOC111099716	rna-XM_022431129.1	0.1708695
LOC111099717	rna-XM_022431130.1	2.7299375
LOC111099718	rna-XM_022431131.1	0.139284666666667
LOC111099719	rna-XR_002633761.1	0
LOC111099720	rna-XR_002633762.1	0.03062
LOC111099721	rna-XM_022431136.1	0.219641833333333
LOC111099722	rna-XM_022431137.1	2.5735745
LOC111099723	rna-XM_022431140.1	0.773815833333333
LOC111099724	rna-XM_022431141.1	2.37430183333333
LOC111099725	rna-XM_022431142.1	0.247593
LOC111099726	rna-XM_022431143.1	0.019193
LOC111099727	rna-XM_022431147.1	0.112617833333333
LOC111099728	rna-XM_022431148.1	0.359816666666667
LOC111099729	rna-XM_022431149.1	2.58544833333333
LOC111099730	rna-XM_022431150.1	0
LOC111099731	rna-XM_022431153.1	81.8368438333333
