baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
121.89450182156	-1.1172260969600225	0.25125784841435905	-4.446532134262177	8.726761800491273e-6	0.0060511366324606485
53.687820350184936	1.4252228991154055	0.2583717981791113	5.516170530838652	3.4646608537431135e-8	3.578036351467728e-5
87.35134134856885	0.7616284652228434	0.18794620181618335	4.052374870377734	5.070034179857298e-5	0.027650485283361073
27.872909432321322	-21.68311208167422	3.1178271765947865	-6.954558688963632	3.5366738668105245e-12	1.2811590238853222e-8
17.876585087691076	-21.058813110761577	3.118550912566575	-6.75275591169686	1.4506287803406875e-11	2.112263244806614e-8
24.05506167719379	-21.47850529412901	3.118031119813281	-6.888483298850213	5.63903526662534e-12	1.5434914380390798e-8
19.936261662648988	-21.21711824350884	3.118339764018111	-6.8039789917471	1.0176838597981904e-11	1.9758535674753827e-8
23.427447286882035	-21.43671348601033	3.1180738009524815	-6.874985922226098	6.1995981058800805e-12	1.5837689098063545e-8
36.001880125552226	-22.03622419246537	3.117535614762851	-7.068475525384383	1.5664497106273898e-12	8.8050165661072608e-09
126.58362552153794	2.3863295317629536	0.5466791351622758	4.365137387316963	1.2704288532951355e-5	0.008564454955727678
81.48516514972259	-0.8065404623084164	0.20618674302266535	-3.9116989311953794	9.16491196867915e-5	0.0415744389846494
37.773706779593866	-22.104680809283334	3.117489428309309	-7.090539139781861	1.335905266364837e-12	8.8050165661072608e-09
7.138269372925233	-5.897147933058418	1.4716163591828844	-4.007259022543628	6.14274839483155e-5	0.03196287244596193
9.148973208211777	-6.300105564937341	1.5748419134540546	-4.000468562028238	6.321718560328701e-5	0.03196287244596193
439.72719670281685	0.823448415169888	0.1943916433698163	4.236027850247327	2.2750857135960655e-5	0.014341313034613744
19.850419499609153	-2.491502438114198	0.6274070768816183	-3.9711098741468365	7.153857423795344e-5	0.034379597191700834
24.50205231526754	-19.72205846514166	3.118008941741168	-6.325209078498797	2.528899324254693e-10	3.409658761129842e-7
18.049616796051644	-21.072031787475744	3.1185301289334584	-6.757039668134426	1.4083964092562146e-11	2.112263244806614e-8
17.763820603705167	-21.04994991439973	3.1185632663111442	-6.749887084798215	1.4796025860856418e-11	2.112263244806614e-8
17.792918540152726	-21.058764042788958	3.118557715057773	-6.752725447763225	1.4509335129826079e-11	2.112263244806614e-8
43.13072837598866	2.2845485223084934	0.4589971948145773	4.977260314698417	6.449056452932415e-7	6.019698117546799e-4
20.823565819901695	-7.478406185225778	1.638608883633405	-4.563875040542544	5.021797605254639e-6	0.003869016066092852
13.50227004084325	7.585354127127242	1.2676869833244457	5.983617586129212	2.182353563415717e-9	2.5835872502700505e-6
21.944499823816024	-21.34308692434011	3.118180207169478	-6.844725290497003	7.662276398080505e-12	1.766094905300034e-8
10.609332410838613	-6.49591410182975	1.6162032202537462	-4.019243385005682	5.838533430636257e-5	0.031141839083101388
99.91847258924015	0.9248080399419258	0.22169424621446782	4.171547325803229	3.0253820397650665e-5	0.01748166588644248
19.427452350027618	-1.9780957188877122	0.5124359016373095	-3.8601817565229135	1.1330271669782454e-4	0.04974080486231846
20.49357336527216	-7.445687154675668	1.873865768874185	-3.9734367735150116	7.084296956665229e-5	0.034379597191700834
34.614107329195946	-6.629793924456677	1.5837522009013238	-4.18613083579844	2.83749829381493e-5	0.016593553275323986
10.23598308884408	7.179177913684157	1.0362839161498798	6.927809842265098	4.274057084826509e-12	1.2965886423956817e-8
32.5243553481451	-8.10769842204549	1.5141726715049777	-5.354540188594888	8.577425576266877e-8	8.673564221267535e-5
21.68009378790778	-21.323690782746247	3.118200536390992	-6.838460366447857	8.004880282788896e-12	1.766094905300034e-8
32.02431724514549	-21.870867769340208	3.117662043236409	-7.015150284421564	2.2970191924894038e-12	1.0716121488092744e-8
14.337951593239277	7.679821388378004	1.290442129631994	5.951310184338233	2.66004401435635e-9	3.074124199257822e-6
18.71398455046433	-7.324448716689792	1.7262743842791244	-4.24292266825729	2.2062747827121493e-5	0.014278422053770973
88.23428632146387	0.6969425187556201	0.18059166519248396	3.8592175226513508	1.1375065597505767e-4	0.04974080486231846
15.255481130780348	-4.705457371118059	1.1585964005702543	-4.061342991228059	4.8791226964579706e-5	0.026911688345531478
151.60598863806652	0.979749588661737	0.1844001472989666	5.313171399333409	1.0773361760476263e-7	1.0671784349591773e-4
230.91354408232036	-2.074130548362995	0.5011732743188702	-4.138549788357898	3.495080319402146e-5	0.019958142181546044
23.997586125865016	-21.47192424745614	3.1180383548233266	-6.886356678147013	5.723937097676756e-12	1.5434914380390798e-8
25.529673862346158	-5.973419165367174	1.2937658657445854	-4.6170789657751286	3.8917920924741795e-6	0.003046771041685673
63.18371533935592	-0.9144925330501477	0.21327031825655907	-4.287950337046129	1.8032939711255756e-5	0.011828146320336918
7.85686589923808	5.794130990060759	1.2249403605325786	4.730133136883163	2.2437264373367277e-6	0.0018776895485422428
88.7753831447551	-1.3594144695911912	0.311059432022588	-4.370272461284747	1.240916023756552e-5	0.0084833214029712
16.421659817726667	-19.163693141218104	3.118726789961881	-6.144716877060056	8.010626952656537e-10	9.720495275701075e-7
33.022791989765665	-7.404951863086114	1.7664552783015086	-4.191983773405327	2.7652577908003708e-5	0.016495337507999926
24.71695995748091	-7.716343941236376	1.732400284068756	-4.454134539341906	8.423227159398368e-6	0.005925313041490986
18.154448529257063	-21.08726676272392	3.1185171152835234	-6.7619531922327605	1.3614369314788785e-11	2.112263244806614e-8
21.327298601122454	-7.50795852776197	1.8762776200841893	-4.00151792431713	6.293742645069354e-5	0.03196287244596193
