"","gene","Sample.ID","Treatment","Sex","mean","sem"
"6550","gene-LOC111116779","77F","Exposed","F",20.9279953333333,2.64341975728328
"6551","gene-LOC111116779","7M","Control","M",19.2071944444444,2.59090249464461
"6552","gene-LOC111116779","9M","Exposed","M",20.3949492222222,5.56348213609018
"6553","gene-LOC111116781","12M","Exposed","M",0,0
"6554","gene-LOC111116781","13M","Control","M",33.9651455,5.7042755
"6555","gene-LOC111116781","16F","Control","F",0,0
"6556","gene-LOC111116781","19F","Control","F",9.100499,1.505562
"6557","gene-LOC111116781","22F","Exposed","F",21.557072,4.24938
"6558","gene-LOC111116781","23M","Exposed","M",0,0
"6559","gene-LOC111116781","29F","Exposed","F",20,5
"6560","gene-LOC111116781","31M","Exposed","M",11.819172,2.995643
"6561","gene-LOC111116781","35F","Exposed","F",0,0
"6562","gene-LOC111116781","36F","Exposed","F",9.934319,0.410509
"6563","gene-LOC111116781","39F","Control","F",11.447574,2.99687
"6564","gene-LOC111116781","3F","Exposed","F",10.6821105,1.2226515
"6565","gene-LOC111116781","41F","Exposed","F",35.1190475,2.9761905
"6566","gene-LOC111116781","44F","Control","F",0,0
"6567","gene-LOC111116781","48M","Exposed","M",18.0303835,1.6124735
"6568","gene-LOC111116781","50F","Exposed","F",0,0
"6569","gene-LOC111116781","52F","Control","F",0,0
"6570","gene-LOC111116781","53F","Control","F",33.5531915,1.5531915
"6571","gene-LOC111116781","54F","Control","F",33.838531,2.331682
"6572","gene-LOC111116781","59M","Exposed","M",43.6651585,2.4886875
"6573","gene-LOC111116781","64M","Control","M",5.9210525,5.9210525
"6574","gene-LOC111116781","6M","Control","M",0,0
"6575","gene-LOC111116781","76F","Control","F",12.023173,4.447415
"6576","gene-LOC111116781","77F","Exposed","F",11.3395225,7.8912465
"6577","gene-LOC111116781","7M","Control","M",0,0
"6578","gene-LOC111116781","9M","Exposed","M",1.612903,1.612903
"6579","gene-LOC111116783","12M","Exposed","M",0.918742032967033,0.504965110948791
"6580","gene-LOC111116783","13M","Control","M",1.21741932967033,0.625908761595903
"6581","gene-LOC111116783","16F","Control","F",1.62676191208791,0.688162731421006
"6582","gene-LOC111116783","19F","Control","F",1.13472778021978,0.538779525658935
"6583","gene-LOC111116783","22F","Exposed","F",1.04500325274725,0.38881280971498
"6584","gene-LOC111116783","23M","Exposed","M",0.944318241758242,0.470158876914315
"6585","gene-LOC111116783","29F","Exposed","F",2.11949726373626,0.633991876812201
"6586","gene-LOC111116783","31M","Exposed","M",0.824411483516484,0.379282029243839
"6587","gene-LOC111116783","35F","Exposed","F",1.07198578021978,0.463088599280612
"6588","gene-LOC111116783","36F","Exposed","F",0.799719494505495,0.458478175920935
"6589","gene-LOC111116783","39F","Control","F",1.26095605494505,0.562424792599881
"6590","gene-LOC111116783","3F","Exposed","F",0.776222868131868,0.31397132000855
"6591","gene-LOC111116783","41F","Exposed","F",0.830280835164835,0.548961932169212
"6592","gene-LOC111116783","44F","Control","F",1.02705276923077,0.284080060468199
"6593","gene-LOC111116783","48M","Exposed","M",17.7802134175824,1.76453686140615
"6594","gene-LOC111116783","50F","Exposed","F",1.58686964835165,0.865503804824089
"6595","gene-LOC111116783","52F","Control","F",0.749219197802198,0.343722260946719
"6596","gene-LOC111116783","53F","Control","F",0.974956483516484,0.495550356198491
"6597","gene-LOC111116783","54F","Control","F",1.23299438461538,0.638919633159853
"6598","gene-LOC111116783","59M","Exposed","M",0.909559076923077,0.407715574692344
"6599","gene-LOC111116783","64M","Control","M",1.27183684615385,0.734378175942276
"6600","gene-LOC111116783","6M","Control","M",0.719247956043956,0.403720126377097
"6601","gene-LOC111116783","76F","Control","F",0.746599395604396,0.350796369482737
"6602","gene-LOC111116783","77F","Exposed","F",1.26860953846154,0.702358468011906
"6603","gene-LOC111116783","7M","Control","M",1.4718793956044,0.937676662227984
"6604","gene-LOC111116783","9M","Exposed","M",0.611015175824176,0.25850764889061
"6605","gene-LOC111116784","12M","Exposed","M",32.4816085833333,7.57252256107248
"6606","gene-LOC111116784","13M","Control","M",36.0699139166667,5.28402122263777
"6607","gene-LOC111116784","16F","Control","F",64.0321633333333,6.91213844417408
"6608","gene-LOC111116784","19F","Control","F",70.2978258333333,8.89611714594152
"6609","gene-LOC111116784","22F","Exposed","F",74.7552671666667,7.55462317541403
"6610","gene-LOC111116784","23M","Exposed","M",83.0461530833333,7.4355500482318
"6611","gene-LOC111116784","29F","Exposed","F",31.6624020833333,8.05694685944842
"6612","gene-LOC111116784","31M","Exposed","M",88.8889565833333,4.65973176478064
"6613","gene-LOC111116784","35F","Exposed","F",22.874724,5.87047485308804
"6614","gene-LOC111116784","36F","Exposed","F",77.1285223333333,5.37902076767014
"6615","gene-LOC111116784","39F","Control","F",71.4780623333333,5.3300205521021
"6616","gene-LOC111116784","3F","Exposed","F",61.1746029166667,10.7491988619057
"6617","gene-LOC111116784","41F","Exposed","F",53.8240191666667,8.05798804327179
"6618","gene-LOC111116784","44F","Control","F",52.4234239166667,10.9933420244432
"6619","gene-LOC111116784","48M","Exposed","M",32.1004519166667,7.67686471040458
"6620","gene-LOC111116784","50F","Exposed","F",65.291649,7.14262065070157
"6621","gene-LOC111116784","52F","Control","F",79.8481261666667,3.38131954607862
"6622","gene-LOC111116784","53F","Control","F",59.7791151666667,8.75507942538338
"6623","gene-LOC111116784","54F","Control","F",51.7304075,7.79243419546486
"6624","gene-LOC111116784","59M","Exposed","M",63.8163178333333,11.9776461143714
"6625","gene-LOC111116784","64M","Control","M",14.0182204166667,6.70007762750511
"6626","gene-LOC111116784","6M","Control","M",80.2450528333333,6.46363018928727
"6627","gene-LOC111116784","76F","Control","F",75.467834,5.89861803568672
"6628","gene-LOC111116784","77F","Exposed","F",57.3718275,10.425318663812
"6629","gene-LOC111116784","7M","Control","M",59.1010035833333,8.05665063518239
"6630","gene-LOC111116784","9M","Exposed","M",73.7259920833333,8.2097568206602
"6631","gene-LOC111116785","12M","Exposed","M",9.75912971428571,9.27490719075102
"6632","gene-LOC111116785","13M","Control","M",0,0
"6633","gene-LOC111116785","16F","Control","F",0.158730142857143,0.158730142857143
"6634","gene-LOC111116785","19F","Control","F",0.234192,0.234192
"6635","gene-LOC111116785","22F","Exposed","F",0.112486,0.112486
"6636","gene-LOC111116785","23M","Exposed","M",0,0
"6637","gene-LOC111116785","29F","Exposed","F",0,0
"6638","gene-LOC111116785","31M","Exposed","M",0,0
"6639","gene-LOC111116785","35F","Exposed","F",0,0
"6640","gene-LOC111116785","36F","Exposed","F",0.151975714285714,0.151975714285714
"6641","gene-LOC111116785","39F","Control","F",0.136054428571429,0.136054428571429
"6642","gene-LOC111116785","3F","Exposed","F",0,0
"6643","gene-LOC111116785","41F","Exposed","F",0.492610857142857,0.492610857142857
"6644","gene-LOC111116785","44F","Control","F",0,0
"6645","gene-LOC111116785","48M","Exposed","M",0,0
"6646","gene-LOC111116785","50F","Exposed","F",0.408163285714286,0.408163285714286
"6647","gene-LOC111116785","52F","Control","F",0,0
"6648","gene-LOC111116785","53F","Control","F",0,0
"6649","gene-LOC111116785","54F","Control","F",0.242130714285714,0.242130714285714
"6650","gene-LOC111116785","59M","Exposed","M",1.5625,1.5625
"6651","gene-LOC111116785","64M","Control","M",0.277479428571429,0.185394868682118
"6652","gene-LOC111116785","6M","Control","M",0.207039285714286,0.207039285714286
"6653","gene-LOC111116785","76F","Control","F",0,0
"6654","gene-LOC111116785","77F","Exposed","F",0,0
"6655","gene-LOC111116785","7M","Control","M",0,0
"6656","gene-LOC111116785","9M","Exposed","M",0.303951428571429,0.303951428571429
"6657","gene-LOC111116787","12M","Exposed","M",0.576814057142857,0.33608127823165
"6658","gene-LOC111116787","13M","Control","M",0.6730238,0.451489652222542
"6659","gene-LOC111116787","16F","Control","F",0.843212457142857,0.627039977745978
"6660","gene-LOC111116787","19F","Control","F",0.792114514285714,0.458394291256006
"6661","gene-LOC111116787","22F","Exposed","F",0.770045942857143,0.398568139603763
"6662","gene-LOC111116787","23M","Exposed","M",0.347775657142857,0.233806990744082
"6663","gene-LOC111116787","29F","Exposed","F",1.36634185714286,0.636957301149815
"6664","gene-LOC111116787","31M","Exposed","M",0.769230771428571,0.665239715718702
"6665","gene-LOC111116787","35F","Exposed","F",0.340775542857143,0.238494937364675
"6666","gene-LOC111116787","36F","Exposed","F",1.02846134285714,0.62255446229797
"6667","gene-LOC111116787","39F","Control","F",0.640270828571429,0.497134786121495
"6668","gene-LOC111116787","3F","Exposed","F",0.8678812,0.676471467030748
"6669","gene-LOC111116787","41F","Exposed","F",0.491071428571429,0.491071428571429
"6670","gene-LOC111116787","44F","Control","F",0.595968457142857,0.595968457142857
"6671","gene-LOC111116787","48M","Exposed","M",0.683461714285714,0.265190662869841
"6672","gene-LOC111116787","50F","Exposed","F",0.406685914285714,0.248290608804965
"6673","gene-LOC111116787","52F","Control","F",0.510224028571429,0.30609311616997
"6674","gene-LOC111116787","53F","Control","F",0.248410885714286,0.121856574786269
"6675","gene-LOC111116787","54F","Control","F",0.795942942857143,0.505328702761681
"6676","gene-LOC111116787","59M","Exposed","M",0.158611057142857,0.11202355685833
"6677","gene-LOC111116787","64M","Control","M",0.656102028571429,0.404647867860121
"6678","gene-LOC111116787","6M","Control","M",0.835021742857143,0.633449476466428
"6679","gene-LOC111116787","76F","Control","F",0.164914457142857,0.138248819719644
"6680","gene-LOC111116787","77F","Exposed","F",1.14920757142857,0.953495006554403
"6681","gene-LOC111116787","7M","Control","M",0.289210228571429,0.215064509312783
"6682","gene-LOC111116787","9M","Exposed","M",0.664858657142857,0.319371311604531
"6683","gene-LOC111116789","12M","Exposed","M",20.206990625,2.88203601700369
"6684","gene-LOC111116789","13M","Control","M",14.9295262291667,1.97449507689624
"6685","gene-LOC111116789","16F","Control","F",11.9732866041667,1.71321870853992
"6686","gene-LOC111116789","19F","Control","F",6.16736897916667,1.06732115167439
"6687","gene-LOC111116789","22F","Exposed","F",15.6586505208333,2.3289340773043
"6688","gene-LOC111116789","23M","Exposed","M",12.7269331875,1.92271794991668
"6689","gene-LOC111116789","29F","Exposed","F",9.55465775,1.50813132641671
"6690","gene-LOC111116789","31M","Exposed","M",22.5698804166667,3.95897394441628
"6691","gene-LOC111116789","35F","Exposed","F",12.7105055416667,1.74125320386004
"6692","gene-LOC111116789","36F","Exposed","F",15.8468385833333,2.5534878398034
"6693","gene-LOC111116789","39F","Control","F",12.7814909375,1.8279983593079
"6694","gene-LOC111116789","3F","Exposed","F",10.592034125,2.24128351330305
"6695","gene-LOC111116789","41F","Exposed","F",19.2638115625,3.33575168782217
"6696","gene-LOC111116789","44F","Control","F",17.507203875,2.97397847725034
"6697","gene-LOC111116789","48M","Exposed","M",11.3831142916667,1.61595057301308
"6698","gene-LOC111116789","50F","Exposed","F",13.8854855625,2.26257922574973
"6699","gene-LOC111116789","52F","Control","F",6.939949875,1.71807942459574
"6700","gene-LOC111116789","53F","Control","F",17.072743375,2.6601613524402
"6701","gene-LOC111116789","54F","Control","F",6.9555896875,1.2207699614782
"6702","gene-LOC111116789","59M","Exposed","M",12.3273195625,1.83974925180265
"6703","gene-LOC111116789","64M","Control","M",14.0333721041667,2.16500630850255
"6704","gene-LOC111116789","6M","Control","M",18.03236025,2.8825163269442
"6705","gene-LOC111116789","76F","Control","F",8.967169125,1.01528211365138
"6706","gene-LOC111116789","77F","Exposed","F",13.4171342916667,2.81181430074331
"6707","gene-LOC111116789","7M","Control","M",16.9499101458333,2.97029916529712
"6708","gene-LOC111116789","9M","Exposed","M",18.5619421041667,3.19560234892051
"6709","gene-LOC111116790","12M","Exposed","M",2.0998412,0.791601512861215
"6710","gene-LOC111116790","13M","Control","M",2.03865953333333,0.906514860149
"6711","gene-LOC111116790","16F","Control","F",1.69754113333333,0.469614521127558
"6712","gene-LOC111116790","19F","Control","F",2.20451213333333,0.954050937331954
"6713","gene-LOC111116790","22F","Exposed","F",1.29786686666667,0.44232394089737
"6714","gene-LOC111116790","23M","Exposed","M",2.39682246666667,1.19982083710041
"6715","gene-LOC111116790","29F","Exposed","F",1.05842786666667,0.435896755942165
"6716","gene-LOC111116790","31M","Exposed","M",1.19677786666667,0.815543983136158
"6717","gene-LOC111116790","35F","Exposed","F",4.364692,0.61661332734013
"6718","gene-LOC111116790","36F","Exposed","F",2.74403673333333,0.883383619148547
"6719","gene-LOC111116790","39F","Control","F",7.13535806666667,1.01371350935104
"6720","gene-LOC111116790","3F","Exposed","F",1.46465086666667,0.857623428960086
"6721","gene-LOC111116790","41F","Exposed","F",0.3809524,0.22018830849901
"6722","gene-LOC111116790","44F","Control","F",2.1967906,0.808552793160246
"6723","gene-LOC111116790","48M","Exposed","M",0.668972066666667,0.361403011656733
"6724","gene-LOC111116790","50F","Exposed","F",1.33045773333333,0.459935158579301
"6725","gene-LOC111116790","52F","Control","F",1.61772913333333,0.698180040513824
"6726","gene-LOC111116790","53F","Control","F",1.56417533333333,0.390084873548952
"6727","gene-LOC111116790","54F","Control","F",1.09387386666667,0.426857077426077
"6728","gene-LOC111116790","59M","Exposed","M",0.266666666666667,0.266666666666667
"6729","gene-LOC111116790","64M","Control","M",0.8634956,0.336161110073086
"6730","gene-LOC111116790","6M","Control","M",0.949074133333333,0.433054865435359
"6731","gene-LOC111116790","76F","Control","F",0.783235533333333,0.465125399660829
"6732","gene-LOC111116790","77F","Exposed","F",0.350006266666667,0.192697638473643
"6733","gene-LOC111116790","7M","Control","M",0.893157,0.353346255689016
"6734","gene-LOC111116790","9M","Exposed","M",1.60277106666667,0.723173572548004
"6735","gene-LOC111116793","12M","Exposed","M",0.1302083125,0.1302083125
"6736","gene-LOC111116793","13M","Control","M",0.0771605,0.0771605
"6737","gene-LOC111116793","16F","Control","F",38.4415884375,2.20810363991266
"6738","gene-LOC111116793","19F","Control","F",0.206738625,0.141278967524713
"6739","gene-LOC111116793","22F","Exposed","F",0.1893939375,0.1893939375
"6740","gene-LOC111116793","23M","Exposed","M",2.7573529375,2.56783335772088
"6741","gene-LOC111116793","29F","Exposed","F",0,0
"6742","gene-LOC111116793","31M","Exposed","M",0.25,0.25
"6743","gene-LOC111116793","35F","Exposed","F",0,0
"6744","gene-LOC111116793","36F","Exposed","F",0.2840909375,0.2840909375
"6745","gene-LOC111116793","39F","Control","F",0.173611125,0.173611125
"6746","gene-LOC111116793","3F","Exposed","F",0.5076530625,0.293692524750907
"6747","gene-LOC111116793","41F","Exposed","F",0,0
"6748","gene-LOC111116793","44F","Control","F",0.5256564375,0.28402652137607
"6749","gene-LOC111116793","48M","Exposed","M",0,0
"6750","gene-LOC111116793","50F","Exposed","F",0.2728998125,0.186878614912823
"6751","gene-LOC111116793","52F","Control","F",0.2840909375,0.2840909375
"6752","gene-LOC111116793","53F","Control","F",0,0
"6753","gene-LOC111116793","54F","Control","F",0.4049111875,0.277264122932918
"6754","gene-LOC111116793","59M","Exposed","M",0.1602564375,0.1602564375
"6755","gene-LOC111116793","64M","Control","M",0.1302083125,0.1302083125
"6756","gene-LOC111116793","6M","Control","M",0,0
"6757","gene-LOC111116793","76F","Control","F",0,0
"6758","gene-LOC111116793","77F","Exposed","F",0.3617691875,0.19485053144319
"6759","gene-LOC111116793","7M","Control","M",0.2604166875,0.2604166875
"6760","gene-LOC111116793","9M","Exposed","M",0.5291005625,0.364657396657214
"6761","gene-LOC111116794","12M","Exposed","M",0.8809869,0.521715439886927
"6762","gene-LOC111116794","13M","Control","M",3.4077433,1.74889089667759
"6763","gene-LOC111116794","16F","Control","F",1.4015152,0.821774753031467
"6764","gene-LOC111116794","19F","Control","F",27.5602564,14.0528382585484
"6765","gene-LOC111116794","22F","Exposed","F",9.1828412,4.84888046864063
"6766","gene-LOC111116794","23M","Exposed","M",9.7446046,4.69992902387601
"6767","gene-LOC111116794","29F","Exposed","F",1.1306621,0.595630062549332
"6768","gene-LOC111116794","31M","Exposed","M",2.8501841,1.48738779883139
"6769","gene-LOC111116794","35F","Exposed","F",7.8889221,4.66201068666537
"6770","gene-LOC111116794","36F","Exposed","F",13.6004785,6.98156761836649
"6771","gene-LOC111116794","39F","Control","F",10.2967967,5.08088069630438
"6772","gene-LOC111116794","3F","Exposed","F",4.7272727,2.55984387638029
"6773","gene-LOC111116794","41F","Exposed","F",13.8351546,8.01124893368545
"6774","gene-LOC111116794","44F","Control","F",20.0727638,10.2239489021628
"6775","gene-LOC111116794","48M","Exposed","M",9.0161511,4.61737712589067
"6776","gene-LOC111116794","50F","Exposed","F",2.2196463,1.14591575156147
"6777","gene-LOC111116794","52F","Control","F",14.7156856,7.5200069227545
"6778","gene-LOC111116794","53F","Control","F",6.7334369,3.35529767186224
"6779","gene-LOC111116794","54F","Control","F",0.9246591,0.324139036782758
"6780","gene-LOC111116794","59M","Exposed","M",13.3889757,6.57409077719678
"6781","gene-LOC111116794","64M","Control","M",6.4901074,3.35959551542193
"6782","gene-LOC111116794","6M","Control","M",0.2702703,0.2702703
"6783","gene-LOC111116794","76F","Control","F",13.2219848,6.65117037078258
"6784","gene-LOC111116794","77F","Exposed","F",0.8303465,0.65113501783894
"6785","gene-LOC111116794","7M","Control","M",11.3374028,5.58023956201643
"6786","gene-LOC111116794","9M","Exposed","M",4.9552431,2.39031385555189
"6787","gene-LOC111116795","12M","Exposed","M",0.289788639871383,0.0517024874006063
"6788","gene-LOC111116795","13M","Control","M",0.271225009646302,0.0535439006932573
"6789","gene-LOC111116795","16F","Control","F",0.275223488745981,0.0346905633249819
"6790","gene-LOC111116795","19F","Control","F",0.28351092926045,0.033956867640564
"6791","gene-LOC111116795","22F","Exposed","F",0.221289564308682,0.0344029158545215
"6792","gene-LOC111116795","23M","Exposed","M",0.400275316720257,0.0674145741568669
"6793","gene-LOC111116795","29F","Exposed","F",0.23093951607717,0.037998883818123
"6794","gene-LOC111116795","31M","Exposed","M",0.285464741157556,0.0542313282340785
"6795","gene-LOC111116795","35F","Exposed","F",0.288475763665595,0.0349034630688553
"6796","gene-LOC111116795","36F","Exposed","F",0.393616774919614,0.0408847686935078
"6797","gene-LOC111116795","39F","Control","F",0.267056672025723,0.0318192977509992
"6798","gene-LOC111116795","3F","Exposed","F",0.285419561093248,0.0305674673888353
"6799","gene-LOC111116795","41F","Exposed","F",0.228280628617363,0.0409468312489433
"6800","gene-LOC111116795","44F","Control","F",0.260041430868167,0.0261104461914591
"6801","gene-LOC111116795","48M","Exposed","M",0.217358493569132,0.0248094765206634
"6802","gene-LOC111116795","50F","Exposed","F",0.314734556270096,0.0427280551675025
"6803","gene-LOC111116795","52F","Control","F",0.25691477170418,0.030492151298284
"6804","gene-LOC111116795","53F","Control","F",0.203059795819936,0.0300596644151361
"6805","gene-LOC111116795","54F","Control","F",0.234653361736334,0.0301879650485292
"6806","gene-LOC111116795","59M","Exposed","M",0.313490471061093,0.064720402994069
"6807","gene-LOC111116795","64M","Control","M",0.235070120578778,0.0290612256618463
"6808","gene-LOC111116795","6M","Control","M",0.464708062700965,0.131663398570007
"6809","gene-LOC111116795","76F","Control","F",0.275864995176849,0.0439424195230635
"6810","gene-LOC111116795","77F","Exposed","F",0.327813606109325,0.0822936838157046
"6811","gene-LOC111116795","7M","Control","M",0.251905635048231,0.0308269988757843
"6812","gene-LOC111116795","9M","Exposed","M",0.322086493569132,0.0739282452557338
"6813","gene-LOC111116798","12M","Exposed","M",1.10265403703704,0.448336607340359
"6814","gene-LOC111116798","13M","Control","M",1.8127812962963,0.727888409356981
"6815","gene-LOC111116798","16F","Control","F",12.2119648148148,1.82329484938116
"6816","gene-LOC111116798","19F","Control","F",4.05692433333333,1.25134019668738
"6817","gene-LOC111116798","22F","Exposed","F",12.4004203333333,2.09815043618513
"6818","gene-LOC111116798","23M","Exposed","M",4.12696596296296,1.45563275311563
"6819","gene-LOC111116798","29F","Exposed","F",3.5932387037037,1.20615242497309
"6820","gene-LOC111116798","31M","Exposed","M",1.42286392592593,0.510313280525003
"6821","gene-LOC111116798","35F","Exposed","F",16.1435653703704,1.6917982399709
"6822","gene-LOC111116798","36F","Exposed","F",4.17828344444444,1.3530958160863
"6823","gene-LOC111116798","39F","Control","F",5.62019744444444,1.43554785536237
"6824","gene-LOC111116798","3F","Exposed","F",2.73244096296296,0.757271723810749
"6825","gene-LOC111116798","41F","Exposed","F",3.47297088888889,1.11560636932473
"6826","gene-LOC111116798","44F","Control","F",4.55072811111111,1.28942568021348
"6827","gene-LOC111116798","48M","Exposed","M",1.29948225925926,0.427888700228547
"6828","gene-LOC111116798","50F","Exposed","F",11.5970499259259,1.79129142388395
"6829","gene-LOC111116798","52F","Control","F",9.04964062962963,1.85627862401106
"6830","gene-LOC111116798","53F","Control","F",22.795778037037,2.26972925289098
"6831","gene-LOC111116798","54F","Control","F",6.51694225925926,0.73334387368115
"6832","gene-LOC111116798","59M","Exposed","M",5.88799355555556,1.54423617450125
"6833","gene-LOC111116798","64M","Control","M",5.12427466666667,1.76110218238529
"6834","gene-LOC111116798","6M","Control","M",15.5080186666667,1.56542379995917
"6835","gene-LOC111116798","76F","Control","F",9.68935918518519,1.97035344766732
"6836","gene-LOC111116798","77F","Exposed","F",1.57856985185185,0.650329121147952
"6837","gene-LOC111116798","7M","Control","M",2.95697596296296,1.00472757919485
"6838","gene-LOC111116798","9M","Exposed","M",5.21385618518519,1.68935511868553
"6839","gene-LOC111116800","12M","Exposed","M",0,NA
"6840","gene-LOC111116800","13M","Control","M",5.555556,NA
"6841","gene-LOC111116800","16F","Control","F",5,NA
"6842","gene-LOC111116800","19F","Control","F",0,NA
"6843","gene-LOC111116800","22F","Exposed","F",3.846154,NA
"6844","gene-LOC111116800","23M","Exposed","M",9.52381,NA
"6845","gene-LOC111116800","29F","Exposed","F",5.555556,NA
"6846","gene-LOC111116800","31M","Exposed","M",3.846154,NA
"6847","gene-LOC111116800","35F","Exposed","F",0,NA
"6848","gene-LOC111116800","36F","Exposed","F",8,NA
"6849","gene-LOC111116800","39F","Control","F",0,NA
"6850","gene-LOC111116800","3F","Exposed","F",2.12766,NA
"6851","gene-LOC111116800","41F","Exposed","F",0,NA
"6852","gene-LOC111116800","44F","Control","F",0,NA
"6853","gene-LOC111116800","48M","Exposed","M",25.925926,NA
"6854","gene-LOC111116800","50F","Exposed","F",6.666667,NA
"6855","gene-LOC111116800","52F","Control","F",7.407407,NA
"6856","gene-LOC111116800","53F","Control","F",5.555556,NA
"6857","gene-LOC111116800","54F","Control","F",6.25,NA
"6858","gene-LOC111116800","59M","Exposed","M",0,NA
"6859","gene-LOC111116800","64M","Control","M",23.809524,NA
"6860","gene-LOC111116800","6M","Control","M",3.333333,NA
"6861","gene-LOC111116800","76F","Control","F",4.761905,NA
"6862","gene-LOC111116800","77F","Exposed","F",3.333333,NA
"6863","gene-LOC111116800","7M","Control","M",0,NA
"6864","gene-LOC111116800","9M","Exposed","M",0,NA
"6865","gene-LOC111116802","12M","Exposed","M",0.581461625,0.132834371191552
"6866","gene-LOC111116802","13M","Control","M",13.464649,11.7051044135462
"6867","gene-LOC111116802","16F","Control","F",1.255875375,0.884577618300555
"6868","gene-LOC111116802","19F","Control","F",13.853688125,2.73395992112372
"6869","gene-LOC111116802","22F","Exposed","F",29.48291625,4.78847407483511
"6870","gene-LOC111116802","23M","Exposed","M",18.977185,2.50091161743192
"6871","gene-LOC111116802","29F","Exposed","F",6.051314,4.5533458317813
"6872","gene-LOC111116802","31M","Exposed","M",2.12589,1.19130906001752
"6873","gene-LOC111116802","35F","Exposed","F",28.590079125,3.99778200646869
"6874","gene-LOC111116802","36F","Exposed","F",40.0444405,2.84028376231732
"6875","gene-LOC111116802","39F","Control","F",62.139353,5.12066128042702
"6876","gene-LOC111116802","3F","Exposed","F",0.87081475,0.498549367427237
"6877","gene-LOC111116802","41F","Exposed","F",33.096046875,3.13725645326896
"6878","gene-LOC111116802","44F","Control","F",3.249098375,2.8714789321029
"6879","gene-LOC111116802","48M","Exposed","M",30.285603875,3.22337217838447
"6880","gene-LOC111116802","50F","Exposed","F",0.827569125,0.576162081758914
"6881","gene-LOC111116802","52F","Control","F",36.588311,6.21126869016504
"6882","gene-LOC111116802","53F","Control","F",17.747930625,2.79286705683931
"6883","gene-LOC111116802","54F","Control","F",15.230272125,2.25151585454322
"6884","gene-LOC111116802","59M","Exposed","M",8.704231625,8.09442740454139
"6885","gene-LOC111116802","64M","Control","M",0,0
"6886","gene-LOC111116802","6M","Control","M",0,0
"6887","gene-LOC111116802","76F","Control","F",50.692952375,8.53678315653097
"6888","gene-LOC111116802","77F","Exposed","F",12.744876875,2.62404465623756
"6889","gene-LOC111116802","7M","Control","M",27.9830015,3.99880090672357
"6890","gene-LOC111116802","9M","Exposed","M",3.388280875,1.92530381139266
"6891","gene-LOC111116803","12M","Exposed","M",0.171999722891566,0.0591453874243888
"6892","gene-LOC111116803","13M","Control","M",0.207152313253012,0.087131117233967
"6893","gene-LOC111116803","16F","Control","F",0.331765240963855,0.103105886278198
"6894","gene-LOC111116803","19F","Control","F",0.343606421686747,0.120118827825498
"6895","gene-LOC111116803","22F","Exposed","F",0.358183156626506,0.163160465865727
"6896","gene-LOC111116803","23M","Exposed","M",0.27327734939759,0.085117169658566
"6897","gene-LOC111116803","29F","Exposed","F",0.201232939759036,0.0932591458418216
"6898","gene-LOC111116803","31M","Exposed","M",0.152381289156627,0.0611061546203602
"6899","gene-LOC111116803","35F","Exposed","F",0.27495456626506,0.0910062032768106
"6900","gene-LOC111116803","36F","Exposed","F",0.121505530120482,0.0604017200727933
"6901","gene-LOC111116803","39F","Control","F",0.387153096385542,0.112305965265086
"6902","gene-LOC111116803","3F","Exposed","F",0.366151590361446,0.101585303380406
"6903","gene-LOC111116803","41F","Exposed","F",0.544379361445783,0.241485498833371
"6904","gene-LOC111116803","44F","Control","F",0.256551518072289,0.0720983485695
"6905","gene-LOC111116803","48M","Exposed","M",0.212749144578313,0.0579652428698953
"6906","gene-LOC111116803","50F","Exposed","F",0.274524674698795,0.104600950217424
"6907","gene-LOC111116803","52F","Control","F",0.14063134939759,0.0569458873491872
"6908","gene-LOC111116803","53F","Control","F",0.272895530120482,0.106360784012501
"6909","gene-LOC111116803","54F","Control","F",0.457286771084337,0.120049750626858
"6910","gene-LOC111116803","59M","Exposed","M",0.348098542168675,0.105878419670163
"6911","gene-LOC111116803","64M","Control","M",0.230344542168675,0.0666198632862921
"6912","gene-LOC111116803","6M","Control","M",0.375794987951807,0.0969454815641736
"6913","gene-LOC111116803","76F","Control","F",0.352690277108434,0.120494567198801
"6914","gene-LOC111116803","77F","Exposed","F",0.139901072289157,0.0516175726728564
"6915","gene-LOC111116803","7M","Control","M",0.371533144578313,0.101707973172488
"6916","gene-LOC111116803","9M","Exposed","M",5.20790440963855,1.68368263687687
"6917","gene-LOC111116807","12M","Exposed","M",0.18518525,0.18518525
"6918","gene-LOC111116807","13M","Control","M",0,0
"6919","gene-LOC111116807","16F","Control","F",0,0
"6920","gene-LOC111116807","19F","Control","F",0,0
"6921","gene-LOC111116807","22F","Exposed","F",0.609756,0.609756
"6922","gene-LOC111116807","23M","Exposed","M",0,0
"6923","gene-LOC111116807","29F","Exposed","F",0,0
"6924","gene-LOC111116807","31M","Exposed","M",0,0
"6925","gene-LOC111116807","35F","Exposed","F",0,0
"6926","gene-LOC111116807","36F","Exposed","F",0.4385965,0.4385965
"6927","gene-LOC111116807","39F","Control","F",0,0
"6928","gene-LOC111116807","3F","Exposed","F",0.42372875,0.42372875
"6929","gene-LOC111116807","41F","Exposed","F",0,0
"6930","gene-LOC111116807","44F","Control","F",0,0
"6931","gene-LOC111116807","48M","Exposed","M",0,0
"6932","gene-LOC111116807","50F","Exposed","F",0,0
"6933","gene-LOC111116807","52F","Control","F",0,0
