"","gene","Sample.ID","Treatment","Sex","mean","sem"
"11102","gene-LOC111117151","9M","Exposed","M",80.4109958928571,5.85984284920106
"11103","gene-LOC111117152","12M","Exposed","M",0.948183833333333,0.604040111908716
"11104","gene-LOC111117152","13M","Control","M",0.284090833333333,0.184238151119037
"11105","gene-LOC111117152","16F","Control","F",1.028312,0.837436629340792
"11106","gene-LOC111117152","19F","Control","F",0.157232666666667,0.157232666666667
"11107","gene-LOC111117152","22F","Exposed","F",13.1583143333333,4.08861570534871
"11108","gene-LOC111117152","23M","Exposed","M",0.219298166666667,0.219298166666667
"11109","gene-LOC111117152","29F","Exposed","F",0.303030333333333,0.303030333333333
"11110","gene-LOC111117152","31M","Exposed","M",23.7163133333333,4.18977765098754
"11111","gene-LOC111117152","35F","Exposed","F",19.409611,6.76498968684947
"11112","gene-LOC111117152","36F","Exposed","F",0.123456833333333,0.123456833333333
"11113","gene-LOC111117152","39F","Control","F",0.858585833333333,0.57717348272447
"11114","gene-LOC111117152","3F","Exposed","F",16.230057,5.47824250862154
"11115","gene-LOC111117152","41F","Exposed","F",7.1440955,3.99379274650367
"11116","gene-LOC111117152","44F","Control","F",2.41253566666667,1.54783293413852
"11117","gene-LOC111117152","48M","Exposed","M",0,0
"11118","gene-LOC111117152","50F","Exposed","F",9.127243,4.28217390001924
"11119","gene-LOC111117152","52F","Control","F",5.42415,2.78593021666362
"11120","gene-LOC111117152","53F","Control","F",0.173611166666667,0.173611166666667
"11121","gene-LOC111117152","54F","Control","F",1.4285715,0.922138925151149
"11122","gene-LOC111117152","59M","Exposed","M",0.483091833333333,0.483091833333333
"11123","gene-LOC111117152","64M","Control","M",1.19047616666667,0.813250077055449
"11124","gene-LOC111117152","6M","Control","M",0.252525333333333,0.252525333333333
"11125","gene-LOC111117152","76F","Control","F",0.406504,0.406504
"11126","gene-LOC111117152","77F","Exposed","F",0,0
"11127","gene-LOC111117152","7M","Control","M",0,0
"11128","gene-LOC111117152","9M","Exposed","M",2.340683,1.28546219315041
"11129","gene-LOC111117153","12M","Exposed","M",0.155763166666667,0.155763166666667
"11130","gene-LOC111117153","13M","Control","M",0.380834833333333,0.25829128717405
"11131","gene-LOC111117153","16F","Control","F",0.163398666666667,0.163398666666667
"11132","gene-LOC111117153","19F","Control","F",0.462963,0.462963
"11133","gene-LOC111117153","22F","Exposed","F",0,0
"11134","gene-LOC111117153","23M","Exposed","M",0.492081,0.392104514843938
"11135","gene-LOC111117153","29F","Exposed","F",1.38888883333333,1.38888883333333
"11136","gene-LOC111117153","31M","Exposed","M",0,0
"11137","gene-LOC111117153","35F","Exposed","F",0,0
"11138","gene-LOC111117153","36F","Exposed","F",0.252525333333333,0.252525333333333
"11139","gene-LOC111117153","39F","Control","F",0.660130666666667,0.417533987128127
"11140","gene-LOC111117153","3F","Exposed","F",0,0
"11141","gene-LOC111117153","41F","Exposed","F",0.252525333333333,0.252525333333333
"11142","gene-LOC111117153","44F","Control","F",0.243411,0.120698877259346
"11143","gene-LOC111117153","48M","Exposed","M",1.3117285,0.831760126924253
"11144","gene-LOC111117153","50F","Exposed","F",0.569902666666667,0.406664163218961
"11145","gene-LOC111117153","52F","Control","F",17.9444158333333,2.42407150859439
"11146","gene-LOC111117153","53F","Control","F",12.1545671666667,1.32839066335827
"11147","gene-LOC111117153","54F","Control","F",0.522317166666667,0.338433610473154
"11148","gene-LOC111117153","59M","Exposed","M",0.340136,0.340136
"11149","gene-LOC111117153","64M","Control","M",0.203252,0.203252
"11150","gene-LOC111117153","6M","Control","M",0,0
"11151","gene-LOC111117153","76F","Control","F",0,0
"11152","gene-LOC111117153","77F","Exposed","F",0,0
"11153","gene-LOC111117153","7M","Control","M",0.520833333333333,0.520833333333333
"11154","gene-LOC111117153","9M","Exposed","M",0.564971833333333,0.564971833333333
"11155","gene-LOC111117154","12M","Exposed","M",12.7412357594502,0.544130205918448
"11156","gene-LOC111117154","13M","Control","M",14.2047265979381,0.869536844360859
"11157","gene-LOC111117154","16F","Control","F",26.5358418419244,1.02294732311072
"11158","gene-LOC111117154","19F","Control","F",11.2283983024055,0.456183841446637
"11159","gene-LOC111117154","22F","Exposed","F",24.9081080137457,1.21340796266281
"11160","gene-LOC111117154","23M","Exposed","M",21.6597840927835,1.01054226559659
"11161","gene-LOC111117154","29F","Exposed","F",17.3997024707904,1.05285873437595
"11162","gene-LOC111117154","31M","Exposed","M",37.4462392233677,1.28965510662388
"11163","gene-LOC111117154","35F","Exposed","F",26.1962226838488,1.03085855683456
"11164","gene-LOC111117154","36F","Exposed","F",20.7499306872852,0.83650021492363
"11165","gene-LOC111117154","39F","Control","F",44.1312590068729,1.58263782509311
"11166","gene-LOC111117154","3F","Exposed","F",25.6102099793814,0.9276219830854
"11167","gene-LOC111117154","41F","Exposed","F",17.9842167353952,0.831614533855924
"11168","gene-LOC111117154","44F","Control","F",30.5501365945017,1.29222265793134
"11169","gene-LOC111117154","48M","Exposed","M",14.6182486941581,0.780379428371808
"11170","gene-LOC111117154","50F","Exposed","F",21.4826468281787,0.995327618274175
"11171","gene-LOC111117154","52F","Control","F",20.7555316426117,0.984345778558869
"11172","gene-LOC111117154","53F","Control","F",19.2621668453608,0.792630440611144
"11173","gene-LOC111117154","54F","Control","F",20.9912366151203,1.16119630947114
"11174","gene-LOC111117154","59M","Exposed","M",40.9074443367698,1.92369702263144
"11175","gene-LOC111117154","64M","Control","M",15.6925806185567,0.642303283510944
"11176","gene-LOC111117154","6M","Control","M",25.4950364364261,0.886384995778183
"11177","gene-LOC111117154","76F","Control","F",21.1911430309278,1.06066192398274
"11178","gene-LOC111117154","77F","Exposed","F",22.5299684398625,0.946300285380393
"11179","gene-LOC111117154","7M","Control","M",22.9707577766323,1.03778054651361
"11180","gene-LOC111117154","9M","Exposed","M",23.3556509415808,0.874362978143182
"11181","gene-LOC111117155","12M","Exposed","M",23.942427,2.85298583804026
"11182","gene-LOC111117155","13M","Control","M",20.0133758333333,2.87627937198944
"11183","gene-LOC111117155","16F","Control","F",15.7095444444444,2.32677903364348
"11184","gene-LOC111117155","19F","Control","F",27.515470462963,2.11595311301935
"11185","gene-LOC111117155","22F","Exposed","F",18.4588131666667,3.81723643154191
"11186","gene-LOC111117155","23M","Exposed","M",20.3120452222222,2.99241591855055
"11187","gene-LOC111117155","29F","Exposed","F",17.8736666481481,3.00470230523824
"11188","gene-LOC111117155","31M","Exposed","M",16.4692769259259,3.05769791097723
"11189","gene-LOC111117155","35F","Exposed","F",46.6494062592593,2.77637604866665
"11190","gene-LOC111117155","36F","Exposed","F",16.6871208703704,2.30453053016022
"11191","gene-LOC111117155","39F","Control","F",30.6532722777778,2.72682597426795
"11192","gene-LOC111117155","3F","Exposed","F",15.4311920185185,2.80723797534249
"11193","gene-LOC111117155","41F","Exposed","F",16.6937990740741,2.65894530720525
"11194","gene-LOC111117155","44F","Control","F",23.7068944259259,2.63688340860037
"11195","gene-LOC111117155","48M","Exposed","M",24.5411791666667,4.08237123771096
"11196","gene-LOC111117155","50F","Exposed","F",26.7115829259259,2.92720323661596
"11197","gene-LOC111117155","52F","Control","F",18.9932351481481,3.32667518141407
"11198","gene-LOC111117155","53F","Control","F",25.6202466481481,2.49495920337354
"11199","gene-LOC111117155","54F","Control","F",18.2043476296296,2.3346746394118
"11200","gene-LOC111117155","59M","Exposed","M",17.5722498703704,2.65026233188452
"11201","gene-LOC111117155","64M","Control","M",17.0163659814815,2.2815784037707
"11202","gene-LOC111117155","6M","Control","M",30.34272,2.4717043647814
"11203","gene-LOC111117155","76F","Control","F",14.1085978333333,2.35670006081224
"11204","gene-LOC111117155","77F","Exposed","F",23.3702832222222,2.14987799917414
"11205","gene-LOC111117155","7M","Control","M",17.2210712777778,2.35346507594929
"11206","gene-LOC111117155","9M","Exposed","M",23.226610037037,2.49960975748531
"11207","gene-LOC111117157","12M","Exposed","M",52.0855170625,7.05808385001895
"11208","gene-LOC111117157","13M","Control","M",40.4363250625,5.16013911006423
"11209","gene-LOC111117157","16F","Control","F",55.666213125,7.44492254782864
"11210","gene-LOC111117157","19F","Control","F",39.353872,5.21205782742754
"11211","gene-LOC111117157","22F","Exposed","F",58.40415975,6.51675239187704
"11212","gene-LOC111117157","23M","Exposed","M",64.471337625,8.6558861151583
"11213","gene-LOC111117157","29F","Exposed","F",45.549875875,7.08645720620424
"11214","gene-LOC111117157","31M","Exposed","M",63.341689,5.12879539642271
"11215","gene-LOC111117157","35F","Exposed","F",59.8171096875,4.59507719753303
"11216","gene-LOC111117157","36F","Exposed","F",57.2619245625,7.77443447226441
"11217","gene-LOC111117157","39F","Control","F",30.0943614375,4.45864420608386
"11218","gene-LOC111117157","3F","Exposed","F",43.5004174375,4.56321834884703
"11219","gene-LOC111117157","41F","Exposed","F",47.7959154375,4.90176286893559
"11220","gene-LOC111117157","44F","Control","F",53.1575466875,7.03654889632507
"11221","gene-LOC111117157","48M","Exposed","M",51.342877125,6.75601171679198
"11222","gene-LOC111117157","50F","Exposed","F",53.2931295625,9.29249659052802
"11223","gene-LOC111117157","52F","Control","F",57.389098125,8.1611793131011
"11224","gene-LOC111117157","53F","Control","F",60.0138951875,8.34228907447998
"11225","gene-LOC111117157","54F","Control","F",58.4249960625,8.90594325305968
"11226","gene-LOC111117157","59M","Exposed","M",19.838421125,2.40114636549832
"11227","gene-LOC111117157","64M","Control","M",30.710716375,6.85394986317274
"11228","gene-LOC111117157","6M","Control","M",32.232885,3.99843271879753
"11229","gene-LOC111117157","76F","Control","F",63.8222116875,9.18620602594926
"11230","gene-LOC111117157","77F","Exposed","F",72.0362750625,6.85255730780501
"11231","gene-LOC111117157","7M","Control","M",61.447954875,8.58737492554146
"11232","gene-LOC111117157","9M","Exposed","M",71.598245625,3.92095108421292
"11233","gene-LOC111117159","12M","Exposed","M",0.206685858695652,0.043557064770001
"11234","gene-LOC111117159","13M","Control","M",0.217595152173913,0.0435303207803187
"11235","gene-LOC111117159","16F","Control","F",0.29056372826087,0.0808479535009171
"11236","gene-LOC111117159","19F","Control","F",0.372718282608696,0.106981855518261
"11237","gene-LOC111117159","22F","Exposed","F",0.193641608695652,0.0429585568979472
"11238","gene-LOC111117159","23M","Exposed","M",0.298239945652174,0.0599252729326305
"11239","gene-LOC111117159","29F","Exposed","F",0.163179815217391,0.0535306779238846
"11240","gene-LOC111117159","31M","Exposed","M",0.346660032608696,0.133905862925746
"11241","gene-LOC111117159","35F","Exposed","F",0.604385945652174,0.456628229389059
"11242","gene-LOC111117159","36F","Exposed","F",0.370799097826087,0.0670651225785799
"11243","gene-LOC111117159","39F","Control","F",0.260816217391304,0.0641673572442346
"11244","gene-LOC111117159","3F","Exposed","F",0.348366358695652,0.0884233958877604
"11245","gene-LOC111117159","41F","Exposed","F",0.257901010869565,0.078573399127099
"11246","gene-LOC111117159","44F","Control","F",0.233573369565217,0.047699587306024
"11247","gene-LOC111117159","48M","Exposed","M",0.172601793478261,0.0711130633811748
"11248","gene-LOC111117159","50F","Exposed","F",0.302913065217391,0.0700971969747412
"11249","gene-LOC111117159","52F","Control","F",0.335709130434783,0.0600652991683332
"11250","gene-LOC111117159","53F","Control","F",1.16188952173913,0.501856842384292
"11251","gene-LOC111117159","54F","Control","F",0.26791125,0.0625894634071215
"11252","gene-LOC111117159","59M","Exposed","M",0.308251826086957,0.0883922807126883
"11253","gene-LOC111117159","64M","Control","M",0.291320945652174,0.0902198736724038
"11254","gene-LOC111117159","6M","Control","M",0.465252956521739,0.145106198735714
"11255","gene-LOC111117159","76F","Control","F",0.247599152173913,0.0649687321178003
"11256","gene-LOC111117159","77F","Exposed","F",0.259434739130435,0.0610582599258013
"11257","gene-LOC111117159","7M","Control","M",0.381053880434783,0.099317071921963
"11258","gene-LOC111117159","9M","Exposed","M",0.369672217391304,0.107347019608416
"11259","gene-LOC111117161","12M","Exposed","M",0.146947038461538,0.0622513358798021
"11260","gene-LOC111117161","13M","Control","M",0.364398692307692,0.114926247527718
"11261","gene-LOC111117161","16F","Control","F",0.548101192307692,0.212365169393701
"11262","gene-LOC111117161","19F","Control","F",0.329453384615385,0.13630601631106
"11263","gene-LOC111117161","22F","Exposed","F",0.220910653846154,0.0787311688488588
"11264","gene-LOC111117161","23M","Exposed","M",0.941257307692308,0.771084272463257
"11265","gene-LOC111117161","29F","Exposed","F",0.2929435,0.191618640412752
"11266","gene-LOC111117161","31M","Exposed","M",0.427121884615385,0.256477739064578
"11267","gene-LOC111117161","35F","Exposed","F",0.424098653846154,0.236337445963781
"11268","gene-LOC111117161","36F","Exposed","F",0.261557692307692,0.0968823857349768
"11269","gene-LOC111117161","39F","Control","F",0.374753461538462,0.278071545736833
"11270","gene-LOC111117161","3F","Exposed","F",0.262832730769231,0.160989118425253
"11271","gene-LOC111117161","41F","Exposed","F",0.210787730769231,0.146052866982521
"11272","gene-LOC111117161","44F","Control","F",0.278536730769231,0.106489365515703
"11273","gene-LOC111117161","48M","Exposed","M",0.670183884615385,0.262384764362006
"11274","gene-LOC111117161","50F","Exposed","F",0.303215692307692,0.171414576355255
"11275","gene-LOC111117161","52F","Control","F",0.461050076923077,0.221884250122057
"11276","gene-LOC111117161","53F","Control","F",0.302706576923077,0.210113976923077
"11277","gene-LOC111117161","54F","Control","F",0.537187269230769,0.268906452810784
"11278","gene-LOC111117161","59M","Exposed","M",0.982339692307692,0.678761652442428
"11279","gene-LOC111117161","64M","Control","M",0.271009961538462,0.11964515052483
"11280","gene-LOC111117161","6M","Control","M",0.960884846153846,0.638907653450454
"11281","gene-LOC111117161","76F","Control","F",0.123084807692308,0.0852786122488836
"11282","gene-LOC111117161","77F","Exposed","F",0.116768538461538,0.0887048130807105
"11283","gene-LOC111117161","7M","Control","M",0.1477205,0.104782981380481
"11284","gene-LOC111117161","9M","Exposed","M",0.167224076923077,0.167224076923077
"11285","gene-LOC111117162","12M","Exposed","M",0.398337066666667,0.157550122142446
"11286","gene-LOC111117162","13M","Control","M",0.366689,0.135898215158433
"11287","gene-LOC111117162","16F","Control","F",0.327260933333333,0.184418108024711
"11288","gene-LOC111117162","19F","Control","F",0.562989,0.437739441238746
"11289","gene-LOC111117162","22F","Exposed","F",0,0
"11290","gene-LOC111117162","23M","Exposed","M",0.364189866666667,0.163776151508723
"11291","gene-LOC111117162","29F","Exposed","F",0,0
"11292","gene-LOC111117162","31M","Exposed","M",0.1851852,0.1851852
"11293","gene-LOC111117162","35F","Exposed","F",0.138888866666667,0.138888866666667
"11294","gene-LOC111117162","36F","Exposed","F",0.469872866666667,0.376577074277926
"11295","gene-LOC111117162","39F","Control","F",0.4340502,0.24676865888337
"11296","gene-LOC111117162","3F","Exposed","F",0.405721133333333,0.250160310643297
"11297","gene-LOC111117162","41F","Exposed","F",0.666666666666667,0.666666666666667
"11298","gene-LOC111117162","44F","Control","F",0.270071,0.110475312854523
"11299","gene-LOC111117162","48M","Exposed","M",0.101199666666667,0.0542627529978123
"11300","gene-LOC111117162","50F","Exposed","F",0.325979,0.191297018961614
"11301","gene-LOC111117162","52F","Control","F",0.155038733333333,0.155038733333333
"11302","gene-LOC111117162","53F","Control","F",0.0660066,0.0660066
"11303","gene-LOC111117162","54F","Control","F",0.105820133333333,0.105820133333333
"11304","gene-LOC111117162","59M","Exposed","M",0.505910133333333,0.347642897892087
"11305","gene-LOC111117162","64M","Control","M",0.114926666666667,0.08132971765279
"11306","gene-LOC111117162","6M","Control","M",0,0
"11307","gene-LOC111117162","76F","Control","F",0.337812733333333,0.0923215207351056
"11308","gene-LOC111117162","77F","Exposed","F",0.0666929333333333,0.0458394835875784
"11309","gene-LOC111117162","7M","Control","M",3.11269066666667,2.35013313551948
"11310","gene-LOC111117162","9M","Exposed","M",0.657081,0.297915723238285
"11311","gene-LOC111117163","12M","Exposed","M",14.9915402727273,2.11365978732369
"11312","gene-LOC111117163","13M","Control","M",18.8009709090909,3.21176472246964
"11313","gene-LOC111117163","16F","Control","F",18.1756099090909,2.65905334048603
"11314","gene-LOC111117163","19F","Control","F",22.168046,4.8185715947887
"11315","gene-LOC111117163","22F","Exposed","F",14.6721356363636,2.40752194881013
"11316","gene-LOC111117163","23M","Exposed","M",39.3062315454545,2.4851969640991
"11317","gene-LOC111117163","29F","Exposed","F",12.8540855454545,1.67124349008732
"11318","gene-LOC111117163","31M","Exposed","M",16.681704,2.36975390501716
"11319","gene-LOC111117163","35F","Exposed","F",20.070126,3.85251342158174
"11320","gene-LOC111117163","36F","Exposed","F",32.9136903636364,3.27372314746037
"11321","gene-LOC111117163","39F","Control","F",30.0316154545455,10.0959343179655
"11322","gene-LOC111117163","3F","Exposed","F",10.7561882727273,2.77414858066928
"11323","gene-LOC111117163","41F","Exposed","F",24.9341863636364,3.63721652381879
"11324","gene-LOC111117163","44F","Control","F",7.53169690909091,1.22002967756338
"11325","gene-LOC111117163","48M","Exposed","M",9.10325718181818,1.28796207060149
"11326","gene-LOC111117163","50F","Exposed","F",30.685259,4.59410686502842
"11327","gene-LOC111117163","52F","Control","F",9.15735336363636,1.85731270883243
"11328","gene-LOC111117163","53F","Control","F",21.3649227272727,3.22650273345634
"11329","gene-LOC111117163","54F","Control","F",6.37681081818182,1.17658008016466
"11330","gene-LOC111117163","59M","Exposed","M",23.8673496363636,3.18774200739143
"11331","gene-LOC111117163","64M","Control","M",35.4805456363636,7.07363855407072
"11332","gene-LOC111117163","6M","Control","M",9.56352054545455,1.94018605331803
"11333","gene-LOC111117163","76F","Control","F",22.839751,7.25715535863346
"11334","gene-LOC111117163","77F","Exposed","F",29.0988288181818,5.60108934455036
"11335","gene-LOC111117163","7M","Control","M",18.2952123636364,3.27729459416514
"11336","gene-LOC111117163","9M","Exposed","M",18.9084509090909,2.17232900954619
"11337","gene-LOC111117164","12M","Exposed","M",75.6380213269231,4.89840509509028
"11338","gene-LOC111117164","13M","Control","M",23.1036912884615,2.12294396312929
"11339","gene-LOC111117164","16F","Control","F",34.7312316346154,2.50088499835837
"11340","gene-LOC111117164","19F","Control","F",35.8579247692308,3.33306532401722
"11341","gene-LOC111117164","22F","Exposed","F",69.0482283269231,4.4355514149935
"11342","gene-LOC111117164","23M","Exposed","M",72.1876171153846,5.42891817053615
"11343","gene-LOC111117164","29F","Exposed","F",67.4891773846154,4.49053196283013
"11344","gene-LOC111117164","31M","Exposed","M",46.4689760192308,2.77572758714798
"11345","gene-LOC111117164","35F","Exposed","F",50.4994456346154,4.04367989184581
"11346","gene-LOC111117164","36F","Exposed","F",51.2407314423077,3.63485396745193
"11347","gene-LOC111117164","39F","Control","F",46.6762816538462,3.56623824164472
"11348","gene-LOC111117164","3F","Exposed","F",44.34551275,3.73672971148733
"11349","gene-LOC111117164","41F","Exposed","F",37.2539730384615,2.59115748921269
"11350","gene-LOC111117164","44F","Control","F",44.2859677307692,3.27678336682967
"11351","gene-LOC111117164","48M","Exposed","M",40.8496859615385,2.98724363671986
"11352","gene-LOC111117164","50F","Exposed","F",20.3882617884615,2.2307430609403
"11353","gene-LOC111117164","52F","Control","F",59.1696489423077,3.96746194937472
"11354","gene-LOC111117164","53F","Control","F",48.1971090384615,3.65304774952021
"11355","gene-LOC111117164","54F","Control","F",37.4745566346154,3.00514508394107
"11356","gene-LOC111117164","59M","Exposed","M",62.9860994807692,4.05990406972254
"11357","gene-LOC111117164","64M","Control","M",35.6912262307692,3.48456570972133
"11358","gene-LOC111117164","6M","Control","M",71.5691055961538,5.54621211283997
"11359","gene-LOC111117164","76F","Control","F",33.8287022884615,2.79503147296341
"11360","gene-LOC111117164","77F","Exposed","F",53.199084,4.0879970869402
"11361","gene-LOC111117164","7M","Control","M",48.5929333653846,2.93283715868362
"11362","gene-LOC111117164","9M","Exposed","M",38.0106049230769,3.81039155914604
"11363","gene-LOC111117165","12M","Exposed","M",87.7915023333333,5.61994607789826
"11364","gene-LOC111117165","13M","Control","M",19.3104195555556,2.22906474599234
"11365","gene-LOC111117165","16F","Control","F",44.700828,4.49582864107002
"11366","gene-LOC111117165","19F","Control","F",37.7568017777778,4.65785368126607
"11367","gene-LOC111117165","22F","Exposed","F",85.6235901666667,5.36793203256575
"11368","gene-LOC111117165","23M","Exposed","M",87.8695887777778,3.87579529247496
"11369","gene-LOC111117165","29F","Exposed","F",77.9872606111111,7.23124274988512
"11370","gene-LOC111117165","31M","Exposed","M",64.5649967222222,4.50046472176541
"11371","gene-LOC111117165","35F","Exposed","F",52.5737299444444,3.79552247987198
"11372","gene-LOC111117165","36F","Exposed","F",62.7329971666667,5.17829377605819
"11373","gene-LOC111117165","39F","Control","F",45.2102246666667,6.13612540045393
"11374","gene-LOC111117165","3F","Exposed","F",72.9931966666667,5.08456671677371
"11375","gene-LOC111117165","41F","Exposed","F",19.8653247222222,2.00315165289176
"11376","gene-LOC111117165","44F","Control","F",35.7695706111111,3.40778183272455
"11377","gene-LOC111117165","48M","Exposed","M",57.3048366111111,4.74534683224979
"11378","gene-LOC111117165","50F","Exposed","F",38.3252490555556,4.23029643032241
"11379","gene-LOC111117165","52F","Control","F",74.2698667222222,4.27994892806403
"11380","gene-LOC111117165","53F","Control","F",27.4315743888889,3.40602507865734
"11381","gene-LOC111117165","54F","Control","F",18.2364648888889,2.97422060852839
"11382","gene-LOC111117165","59M","Exposed","M",64.0197902777778,5.57995971361944
"11383","gene-LOC111117165","64M","Control","M",10.4794765,2.49957331263675
"11384","gene-LOC111117165","6M","Control","M",91.8471025555556,2.85374272708755
"11385","gene-LOC111117165","76F","Control","F",30.5925201666667,4.49660280839495
"11386","gene-LOC111117165","77F","Exposed","F",59.4728795555556,3.74436318500667
"11387","gene-LOC111117165","7M","Control","M",35.3064327222222,3.27792462944993
"11388","gene-LOC111117165","9M","Exposed","M",60.2484495,7.05290732014119
"11389","gene-LOC111117166","12M","Exposed","M",0,0
"11390","gene-LOC111117166","13M","Control","M",11.1143636666667,2.33607856835498
"11391","gene-LOC111117166","16F","Control","F",0.284900333333333,0.284900333333333
"11392","gene-LOC111117166","19F","Control","F",1.754386,1.754386
"11393","gene-LOC111117166","22F","Exposed","F",0,0
"11394","gene-LOC111117166","23M","Exposed","M",0.401606333333333,0.401606333333333
"11395","gene-LOC111117166","29F","Exposed","F",0.653594666666667,0.653594666666667
"11396","gene-LOC111117166","31M","Exposed","M",0.724637666666667,0.724637666666667
"11397","gene-LOC111117166","35F","Exposed","F",1.13811733333333,0.575156339123353
"11398","gene-LOC111117166","36F","Exposed","F",11.053903,2.29963910703578
"11399","gene-LOC111117166","39F","Control","F",20.1151043333333,1.5188138927488
"11400","gene-LOC111117166","3F","Exposed","F",0,0
"11401","gene-LOC111117166","41F","Exposed","F",0,0
"11402","gene-LOC111117166","44F","Control","F",0,0
"11403","gene-LOC111117166","48M","Exposed","M",1.216734,0.66702580723862
"11404","gene-LOC111117166","50F","Exposed","F",0,0
"11405","gene-LOC111117166","52F","Control","F",0,0
"11406","gene-LOC111117166","53F","Control","F",3.62964866666667,0.401709017522357
"11407","gene-LOC111117166","54F","Control","F",0,0
"11408","gene-LOC111117166","59M","Exposed","M",0,0
"11409","gene-LOC111117166","64M","Control","M",3.23929733333333,2.05041658765898
"11410","gene-LOC111117166","6M","Control","M",0.406504,0.406504
"11411","gene-LOC111117166","76F","Control","F",0,0
"11412","gene-LOC111117166","77F","Exposed","F",0.292397666666667,0.292397666666667
"11413","gene-LOC111117166","7M","Control","M",0.546448,0.546448
"11414","gene-LOC111117166","9M","Exposed","M",0,0
"11415","gene-LOC111117170","12M","Exposed","M",40.9138215,1.06992186563572
"11416","gene-LOC111117170","13M","Control","M",0.390625,0.390625
"11417","gene-LOC111117170","16F","Control","F",40.76915075,3.52163487172628
"11418","gene-LOC111117170","19F","Control","F",61.455443,0.543926479815518
"11419","gene-LOC111117170","22F","Exposed","F",91.9871795,0.18504797815364
"11420","gene-LOC111117170","23M","Exposed","M",49.389694,4.25324969551661
"11421","gene-LOC111117170","29F","Exposed","F",48.9889705,5.82728312050624
"11422","gene-LOC111117170","31M","Exposed","M",28.488719,0.519091319339542
"11423","gene-LOC111117170","35F","Exposed","F",68.80952375,2.78683318087118
"11424","gene-LOC111117170","36F","Exposed","F",43.6935885,1.58154585289401
"11425","gene-LOC111117170","39F","Control","F",64.4561735,1.93002652087022
"11426","gene-LOC111117170","3F","Exposed","F",39.63235325,1.54411775
"11427","gene-LOC111117170","41F","Exposed","F",28.14814825,1.07980585563844
"11428","gene-LOC111117170","44F","Control","F",62.9080365,2.81594078594874
"11429","gene-LOC111117170","48M","Exposed","M",15.12182975,0.478140846839328
"11430","gene-LOC111117170","50F","Exposed","F",25.29121875,1.07550223230075
"11431","gene-LOC111117170","52F","Control","F",42.55952375,6.03856250050191
"11432","gene-LOC111117170","53F","Control","F",43.333333,1.111111
"11433","gene-LOC111117170","54F","Control","F",59.201487,2.52281016511208
"11434","gene-LOC111117170","59M","Exposed","M",30.416552,1.80556043680704
"11435","gene-LOC111117170","64M","Control","M",8.35915625,0.588583055390567
"11436","gene-LOC111117170","6M","Control","M",67.5,2.5
"11437","gene-LOC111117170","76F","Control","F",17.3762355,0.326592050184043
"11438","gene-LOC111117170","77F","Exposed","F",40.02224675,1.46593734594016
"11439","gene-LOC111117170","7M","Control","M",47.0626205,0.490842105315701
"11440","gene-LOC111117170","9M","Exposed","M",0,0
"11441","gene-LOC111117171","12M","Exposed","M",1.01757016666667,0.532467210538541
"11442","gene-LOC111117171","13M","Control","M",0,0
"11443","gene-LOC111117171","16F","Control","F",0,0
"11444","gene-LOC111117171","19F","Control","F",0,0
"11445","gene-LOC111117171","22F","Exposed","F",1.11111116666667,1.11111116666667
"11446","gene-LOC111117171","23M","Exposed","M",0.158730166666667,0.158730166666667
"11447","gene-LOC111117171","29F","Exposed","F",0,0
"11448","gene-LOC111117171","31M","Exposed","M",0,0
"11449","gene-LOC111117171","35F","Exposed","F",0,0
"11450","gene-LOC111117171","36F","Exposed","F",0,0
"11451","gene-LOC111117171","39F","Control","F",0,0
"11452","gene-LOC111117171","3F","Exposed","F",0,0
"11453","gene-LOC111117171","41F","Exposed","F",0.333333333333333,0.333333333333333
"11454","gene-LOC111117171","44F","Control","F",0,0
"11455","gene-LOC111117171","48M","Exposed","M",0,0
"11456","gene-LOC111117171","50F","Exposed","F",0.297619,0.297619
"11457","gene-LOC111117171","52F","Control","F",0,0
"11458","gene-LOC111117171","53F","Control","F",0,0
"11459","gene-LOC111117171","54F","Control","F",0,0
"11460","gene-LOC111117171","59M","Exposed","M",0.4761905,0.4761905
"11461","gene-LOC111117171","64M","Control","M",0,0
"11462","gene-LOC111117171","6M","Control","M",0.200803166666667,0.200803166666667
"11463","gene-LOC111117171","76F","Control","F",0.900900833333333,0.900900833333333
"11464","gene-LOC111117171","77F","Exposed","F",0,0
"11465","gene-LOC111117171","7M","Control","M",0,0
"11466","gene-LOC111117171","9M","Exposed","M",0.595238166666667,0.595238166666667
"11467","gene-LOC111117173","12M","Exposed","M",0.203048444444444,0.134348918273372
"11468","gene-LOC111117173","13M","Control","M",0.229881,0.136192053829632
"11469","gene-LOC111117173","16F","Control","F",0,0
"11470","gene-LOC111117173","19F","Control","F",0.363252777777778,0.148486696209606
"11471","gene-LOC111117173","22F","Exposed","F",0,0
"11472","gene-LOC111117173","23M","Exposed","M",0.400012666666667,0.200011095201061
"11473","gene-LOC111117173","29F","Exposed","F",0,0
"11474","gene-LOC111117173","31M","Exposed","M",0.678612777777778,0.351996878764799
"11475","gene-LOC111117173","35F","Exposed","F",0.123456777777778,0.123456777777778
"11476","gene-LOC111117173","36F","Exposed","F",0.263911222222222,0.179926481288869
"11477","gene-LOC111117173","39F","Control","F",0,0
"11478","gene-LOC111117173","3F","Exposed","F",0,0
"11479","gene-LOC111117173","41F","Exposed","F",0,0
